periodyear,stfips,areatype,region,area,prior_yr_area,population
2014,02,04,5,000282,000290,0
2014,02,04,5,000282,999999,25
2014,02,04,3,000290,000013,0
2014,02,04,3,000290,000016,0
2014,02,04,3,000290,000020,64
2014,02,04,3,000290,000050,1
2014,02,04,3,000290,000060,0
2014,02,04,3,000290,000068,3
2014,02,04,3,000290,000070,1
2014,02,04,3,000290,000090,269
2014,02,04,3,000290,000100,1
2014,02,04,3,000290,000105,0
2014,02,04,3,000290,000110,0
2014,02,04,3,000290,000122,31
2014,02,04,3,000290,000130,5
2014,02,04,3,000290,000150,2
2014,02,04,3,000290,000158,1
2014,02,04,3,000290,000164,0
2014,02,04,3,000290,000170,19
2014,02,04,3,000290,000180,5
2014,02,04,3,000290,000185,2
2014,02,04,3,000290,000188,0
2014,02,04,3,000290,000195,0
2014,02,04,3,000290,000198,2
2014,02,04,3,000290,000220,1
2014,02,04,3,000290,000230,0
2014,02,04,3,000290,000240,5
2014,02,04,3,000290,000261,5
2014,02,04,3,000290,000275,0
2014,02,04,3,000290,000282,0
2014,02,04,3,000290,000290,4939
2014,02,04,3,000290,999999,319
2014,02,04,0,999999,000013,114
2014,02,04,0,999999,000016,387
2014,02,04,0,999999,000020,24059
2014,02,04,0,999999,000050,1196
2014,02,04,0,999999,000060,68
2014,02,04,0,999999,000068,142
2014,02,04,0,999999,000070,316
2014,02,04,0,999999,000090,7326
2014,02,04,0,999999,000100,172
2014,02,04,0,999999,000105,140
2014,02,04,0,999999,000110,2356
2014,02,04,0,999999,000122,3803
2014,02,04,0,999999,000130,1062
2014,02,04,0,999999,000150,1139
2014,02,04,0,999999,000158,534
2014,02,04,0,999999,000164,114
2014,02,04,0,999999,000170,6666
2014,02,04,0,999999,000180,688
2014,02,04,0,999999,000185,589
2014,02,04,0,999999,000188,523
2014,02,04,0,999999,000195,241
2014,02,04,0,999999,000198,488
2014,02,04,0,999999,000220,686
2014,02,04,0,999999,000230,92
2014,02,04,0,999999,000240,505
2014,02,04,0,999999,000261,703
2014,02,04,0,999999,000275,123
2014,02,04,0,999999,000282,57
2014,02,04,0,999999,000290,322
2013,02,04,6,000013,000013,1176
2013,02,04,6,000013,000016,0
2013,02,04,6,000013,000020,38
2013,02,04,6,000013,000050,1
2013,02,04,6,000013,000060,5
2013,02,04,6,000013,000068,1
2013,02,04,6,000013,000070,0
2013,02,04,6,000013,000090,0
2013,02,04,6,000013,000100,2
2013,02,04,6,000013,000105,4
2013,02,04,6,000013,000110,0
2013,02,04,6,000013,000122,2
2013,02,04,6,000013,000130,0
2013,02,04,6,000013,000150,0
2013,02,04,6,000013,000158,0
2013,02,04,6,000013,000164,0
2013,02,04,6,000013,000170,6
2013,02,04,6,000013,000180,0
2013,02,04,6,000013,000185,0
2013,02,04,6,000013,000188,0
2013,02,04,6,000013,000195,3
2013,02,04,6,000013,000198,0
2013,02,04,6,000013,000220,0
2013,02,04,6,000013,000230,0
2013,02,04,6,000013,000240,0
2013,02,04,6,000013,000261,8
2013,02,04,6,000013,000275,0
2013,02,04,6,000013,000282,0
2013,02,04,6,000013,000290,0
2013,02,04,6,000013,999999,106
2013,02,04,6,000016,000013,1
2013,02,04,6,000016,000016,2689
2013,02,04,6,000016,000020,67
2013,02,04,6,000016,000050,0
2013,02,04,6,000016,000060,1
2013,02,04,6,000016,000068,0
2013,02,04,6,000016,000070,1
2013,02,04,6,000016,000090,7
2013,02,04,6,000016,000100,0
2013,02,04,6,000016,000105,0
2013,02,04,6,000016,000110,2
2013,02,04,6,000016,000122,18
2013,02,04,6,000016,000130,0
2013,02,04,6,000016,000150,1
2013,02,04,6,000016,000158,0
2013,02,04,6,000016,000164,0
2013,02,04,6,000016,000170,19
2013,02,04,6,000016,000180,0
2013,02,04,6,000016,000185,0
2013,02,04,6,000016,000188,1
2013,02,04,6,000016,000195,0
2013,02,04,6,000016,000198,0
2013,02,04,6,000016,000220,1
2013,02,04,6,000016,000230,0
2013,02,04,6,000016,000240,0
2013,02,04,6,000016,000261,5
2013,02,04,6,000016,000275,0
2013,02,04,6,000016,000282,0
2013,02,04,6,000016,000290,0
2013,02,04,6,000016,999999,357
2013,02,04,1,000020,000013,28
2013,02,04,1,000020,000016,40
2013,02,04,1,000020,000020,237942
2013,02,04,1,000020,000050,238
2013,02,04,1,000020,000060,14
2013,02,04,1,000020,000068,15
2013,02,04,1,000020,000070,62
2013,02,04,1,000020,000090,474
2013,02,04,1,000020,000100,7
2013,02,04,1,000020,000105,13
2013,02,04,1,000020,000110,202
2013,02,04,1,000020,000122,735
2013,02,04,1,000020,000130,34
2013,02,04,1,000020,000150,92
2013,02,04,1,000020,000158,119
2013,02,04,1,000020,000164,40
2013,02,04,1,000020,000170,2712
2013,02,04,1,000020,000180,147
2013,02,04,1,000020,000185,144
2013,02,04,1,000020,000188,127
2013,02,04,1,000020,000195,8
2013,02,04,1,000020,000198,24
2013,02,04,1,000020,000220,28
2013,02,04,1,000020,000230,7
2013,02,04,1,000020,000240,58
2013,02,04,1,000020,000261,116
2013,02,04,1,000020,000275,2
2013,02,04,1,000020,000282,4
2013,02,04,1,000020,000290,60
2013,02,04,1,000020,999999,23915
2013,02,04,6,000050,000013,0
2013,02,04,6,000050,000016,0
2013,02,04,6,000050,000020,305
2013,02,04,6,000050,000050,15694
2013,02,04,6,000050,000060,1
2013,02,04,6,000050,000068,0
2013,02,04,6,000050,000070,16
2013,02,04,6,000050,000090,31
2013,02,04,6,000050,000100,0
2013,02,04,6,000050,000105,0
2013,02,04,6,000050,000110,5
2013,02,04,6,000050,000122,39
2013,02,04,6,000050,000130,6
2013,02,04,6,000050,000150,9
2013,02,04,6,000050,000158,97
2013,02,04,6,000050,000164,4
2013,02,04,6,000050,000170,91
2013,02,04,6,000050,000180,9
2013,02,04,6,000050,000185,5
2013,02,04,6,000050,000188,7
2013,02,04,6,000050,000195,0
2013,02,04,6,000050,000198,1
2013,02,04,6,000050,000220,4
2013,02,04,6,000050,000230,0
2013,02,04,6,000050,000240,7
2013,02,04,6,000050,000261,1
2013,02,04,6,000050,000275,0
2013,02,04,6,000050,000282,2
2013,02,04,6,000050,000290,2
2013,02,04,6,000050,999999,906
2013,02,04,6,000060,000013,1
2013,02,04,6,000060,000016,1
2013,02,04,6,000060,000020,27
2013,02,04,6,000060,000050,0
2013,02,04,6,000060,000060,763
2013,02,04,6,000060,000068,1
2013,02,04,6,000060,000070,5
2013,02,04,6,000060,000090,2
2013,02,04,6,000060,000100,0
2013,02,04,6,000060,000105,0
2013,02,04,6,000060,000110,1
2013,02,04,6,000060,000122,15
2013,02,04,6,000060,000130,1
2013,02,04,6,000060,000150,4
2013,02,04,6,000060,000158,0
2013,02,04,6,000060,000164,7
2013,02,04,6,000060,000170,9
2013,02,04,6,000060,000180,0
2013,02,04,6,000060,000185,0
2013,02,04,6,000060,000188,0
2013,02,04,6,000060,000195,0
2013,02,04,6,000060,000198,0
2013,02,04,6,000060,000220,3
2013,02,04,6,000060,000230,0
2013,02,04,6,000060,000240,0
2013,02,04,6,000060,000261,0
2013,02,04,6,000060,000275,6
2013,02,04,6,000060,000282,0
2013,02,04,6,000060,000290,0
2013,02,04,6,000060,999999,77
2013,02,04,3,000068,000013,0
2013,02,04,3,000068,000016,0
2013,02,04,3,000068,000020,17
2013,02,04,3,000068,000050,1
2013,02,04,3,000068,000060,0
2013,02,04,3,000068,000068,1517
2013,02,04,3,000068,000070,0
2013,02,04,3,000068,000090,49
2013,02,04,3,000068,000100,0
2013,02,04,3,000068,000105,0
2013,02,04,3,000068,000110,0
2013,02,04,3,000068,000122,16
2013,02,04,3,000068,000130,0
2013,02,04,3,000068,000150,1
2013,02,04,3,000068,000158,0
2013,02,04,3,000068,000164,0
2013,02,04,3,000068,000170,18
2013,02,04,3,000068,000180,0
2013,02,04,3,000068,000185,0
2013,02,04,3,000068,000188,0
2013,02,04,3,000068,000195,0
2013,02,04,3,000068,000198,0
2013,02,04,3,000068,000220,0
2013,02,04,3,000068,000230,0
2013,02,04,3,000068,000240,2
2013,02,04,3,000068,000261,0
2013,02,04,3,000068,000275,0
2013,02,04,3,000068,000282,0
2013,02,04,3,000068,000290,7
2013,02,04,3,000068,999999,173
2013,02,04,6,000070,000013,1
2013,02,04,6,000070,000016,2
2013,02,04,6,000070,000020,79
2013,02,04,6,000070,000050,24
2013,02,04,6,000070,000060,2
2013,02,04,6,000070,000068,0
2013,02,04,6,000070,000070,4379
2013,02,04,6,000070,000090,12
2013,02,04,6,000070,000100,0
2013,02,04,6,000070,000105,0
2013,02,04,6,000070,000110,2
2013,02,04,6,000070,000122,10
2013,02,04,6,000070,000130,0
2013,02,04,6,000070,000150,4
2013,02,04,6,000070,000158,6
2013,02,04,6,000070,000164,6
2013,02,04,6,000070,000170,18
2013,02,04,6,000070,000180,6
2013,02,04,6,000070,000185,0
2013,02,04,6,000070,000188,0
2013,02,04,6,000070,000195,1
2013,02,04,6,000070,000198,2
2013,02,04,6,000070,000220,2
2013,02,04,6,000070,000230,0
2013,02,04,6,000070,000240,0
2013,02,04,6,000070,000261,0
2013,02,04,6,000070,000275,0
2013,02,04,6,000070,000282,0
2013,02,04,6,000070,000290,0
2013,02,04,6,000070,999999,280
2013,02,04,3,000090,000013,2
2013,02,04,3,000090,000016,4
2013,02,04,3,000090,000020,784
2013,02,04,3,000090,000050,25
2013,02,04,3,000090,000060,5
2013,02,04,3,000090,000068,26
2013,02,04,3,000090,000070,8
2013,02,04,3,000090,000090,70751
2013,02,04,3,000090,000100,5
2013,02,04,3,000090,000105,7
2013,02,04,3,000090,000110,57
2013,02,04,3,000090,000122,125
2013,02,04,3,000090,000130,12
2013,02,04,3,000090,000150,20
2013,02,04,3,000090,000158,3
2013,02,04,3,000090,000164,1
2013,02,04,3,000090,000170,301
2013,02,04,3,000090,000180,15
2013,02,04,3,000090,000185,51
2013,02,04,3,000090,000188,14
2013,02,04,3,000090,000195,4
2013,02,04,3,000090,000198,7
2013,02,04,3,000090,000220,20
2013,02,04,3,000090,000230,4
2013,02,04,3,000090,000240,121
2013,02,04,3,000090,000261,61
2013,02,04,3,000090,000275,1
2013,02,04,3,000090,000282,5
2013,02,04,3,000090,000290,192
2013,02,04,3,000090,999999,9823
2013,02,04,5,000100,000013,0
2013,02,04,5,000100,000016,0
2013,02,04,5,000100,000020,15
2013,02,04,5,000100,000050,0
2013,02,04,5,000100,000060,0
2013,02,04,5,000100,000068,0
2013,02,04,5,000100,000070,0
2013,02,04,5,000100,000090,11
2013,02,04,5,000100,000100,2064
2013,02,04,5,000100,000105,8
2013,02,04,5,000100,000110,35
2013,02,04,5,000100,000122,1
2013,02,04,5,000100,000130,4
2013,02,04,5,000100,000150,0
2013,02,04,5,000100,000158,0
2013,02,04,5,000100,000164,0
2013,02,04,5,000100,000170,8
2013,02,04,5,000100,000180,1
2013,02,04,5,000100,000185,2
2013,02,04,5,000100,000188,0
2013,02,04,5,000100,000195,1
2013,02,04,5,000100,000198,2
2013,02,04,5,000100,000220,3
2013,02,04,5,000100,000230,4
2013,02,04,5,000100,000240,0
2013,02,04,5,000100,000261,0
2013,02,04,5,000100,000275,1
2013,02,04,5,000100,000282,0
2013,02,04,5,000100,000290,0
2013,02,04,5,000100,999999,184
2013,02,04,5,000105,000013,0
2013,02,04,5,000105,000016,3
2013,02,04,5,000105,000020,11
2013,02,04,5,000105,000050,0
2013,02,04,5,000105,000060,0
2013,02,04,5,000105,000068,2
2013,02,04,5,000105,000070,0
2013,02,04,5,000105,000090,3
2013,02,04,5,000105,000100,6
2013,02,04,5,000105,000105,1864
2013,02,04,5,000105,000110,69
2013,02,04,5,000105,000122,2
2013,02,04,5,000105,000130,1
2013,02,04,5,000105,000150,0
2013,02,04,5,000105,000158,0
2013,02,04,5,000105,000164,0
2013,02,04,5,000105,000170,9
2013,02,04,5,000105,000180,0
2013,02,04,5,000105,000185,0
2013,02,04,5,000105,000188,0
2013,02,04,5,000105,000195,2
2013,02,04,5,000105,000198,7
2013,02,04,5,000105,000220,2
2013,02,04,5,000105,000230,1
2013,02,04,5,000105,000240,0
2013,02,04,5,000105,000261,0
2013,02,04,5,000105,000275,0
2013,02,04,5,000105,000282,3
2013,02,04,5,000105,000290,0
2013,02,04,5,000105,999999,119
2013,02,04,5,000110,000013,0
2013,02,04,5,000110,000016,5
2013,02,04,5,000110,000020,283
2013,02,04,5,000110,000050,3
2013,02,04,5,000110,000060,0
2013,02,04,5,000110,000068,7
2013,02,04,5,000110,000070,0
2013,02,04,5,000110,000090,38
2013,02,04,5,000110,000100,12
2013,02,04,5,000110,000105,46
2013,02,04,5,000110,000110,26892
2013,02,04,5,000110,000122,31
2013,02,04,5,000110,000130,55
2013,02,04,5,000110,000150,2
2013,02,04,5,000110,000158,0
2013,02,04,5,000110,000164,0
2013,02,04,5,000110,000170,72
2013,02,04,5,000110,000180,3
2013,02,04,5,000110,000185,3
2013,02,04,5,000110,000188,2
2013,02,04,5,000110,000195,24
2013,02,04,5,000110,000198,33
2013,02,04,5,000110,000220,68
2013,02,04,5,000110,000230,3
2013,02,04,5,000110,000240,2
2013,02,04,5,000110,000261,14
2013,02,04,5,000110,000275,16
2013,02,04,5,000110,000282,11
2013,02,04,5,000110,000290,0
2013,02,04,5,000110,999999,2312
2013,02,04,2,000122,000013,1
2013,02,04,2,000122,000016,4
2013,02,04,2,000122,000020,726
2013,02,04,2,000122,000050,15
2013,02,04,2,000122,000060,4
2013,02,04,2,000122,000068,5
2013,02,04,2,000122,000070,2
2013,02,04,2,000122,000090,127
2013,02,04,2,000122,000100,5
2013,02,04,2,000122,000105,1
2013,02,04,2,000122,000110,15
2013,02,04,2,000122,000122,48009
2013,02,04,2,000122,000130,4
2013,02,04,2,000122,000150,22
2013,02,04,2,000122,000158,15
2013,02,04,2,000122,000164,8
2013,02,04,2,000122,000170,285
2013,02,04,2,000122,000180,10
2013,02,04,2,000122,000185,7
2013,02,04,2,000122,000188,10
2013,02,04,2,000122,000195,2
2013,02,04,2,000122,000198,15
2013,02,04,2,000122,000220,14
2013,02,04,2,000122,000230,1
2013,02,04,2,000122,000240,10
2013,02,04,2,000122,000261,30
2013,02,04,2,000122,000275,4
2013,02,04,2,000122,000282,0
2013,02,04,2,000122,000290,12
2013,02,04,2,000122,999999,3966
2013,02,04,5,000130,000013,2
2013,02,04,5,000130,000016,1
2013,02,04,5,000130,000020,75
2013,02,04,5,000130,000050,0
2013,02,04,5,000130,000060,0
2013,02,04,5,000130,000068,0
2013,02,04,5,000130,000070,0
2013,02,04,5,000130,000090,17
2013,02,04,5,000130,000100,1
2013,02,04,5,000130,000105,3
2013,02,04,5,000130,000110,75
2013,02,04,5,000130,000122,12
2013,02,04,5,000130,000130,11243
2013,02,04,5,000130,000150,10
2013,02,04,5,000130,000158,0
2013,02,04,5,000130,000164,0
2013,02,04,5,000130,000170,18
2013,02,04,5,000130,000180,0
2013,02,04,5,000130,000185,1
2013,02,04,5,000130,000188,0
2013,02,04,5,000130,000195,4
2013,02,04,5,000130,000198,65
2013,02,04,5,000130,000220,9
2013,02,04,5,000130,000230,5
2013,02,04,5,000130,000240,5
2013,02,04,5,000130,000261,4
2013,02,04,5,000130,000275,6
2013,02,04,5,000130,000282,0
2013,02,04,5,000130,000290,0
2013,02,04,5,000130,999999,1074
2013,02,04,2,000150,000013,3
2013,02,04,2,000150,000016,2
2013,02,04,2,000150,000020,245
2013,02,04,2,000150,000050,12
2013,02,04,2,000150,000060,0
2013,02,04,2,000150,000068,0
2013,02,04,2,000150,000070,0
2013,02,04,2,000150,000090,12
2013,02,04,2,000150,000100,0
2013,02,04,2,000150,000105,0
2013,02,04,2,000150,000110,11
2013,02,04,2,000150,000122,58
2013,02,04,2,000150,000130,3
2013,02,04,2,000150,000150,10751
2013,02,04,2,000150,000158,8
2013,02,04,2,000150,000164,0
2013,02,04,2,000150,000170,42
2013,02,04,2,000150,000180,1
2013,02,04,2,000150,000185,0
2013,02,04,2,000150,000188,0
2013,02,04,2,000150,000195,0
2013,02,04,2,000150,000198,0
2013,02,04,2,000150,000220,5
2013,02,04,2,000150,000230,0
2013,02,04,2,000150,000240,1
2013,02,04,2,000150,000261,16
2013,02,04,2,000150,000275,2
2013,02,04,2,000150,000282,0
2013,02,04,2,000150,000290,1
2013,02,04,2,000150,999999,1229
2013,02,04,6,000158,000013,0
2013,02,04,6,000158,000016,0
2013,02,04,6,000158,000020,124
2013,02,04,6,000158,000050,80
2013,02,04,6,000158,000060,0
2013,02,04,6,000158,000068,0
2013,02,04,6,000158,000070,5
2013,02,04,6,000158,000090,23
2013,02,04,6,000158,000100,0
2013,02,04,6,000158,000105,0
2013,02,04,6,000158,000110,1
2013,02,04,6,000158,000122,4
2013,02,04,6,000158,000130,1
2013,02,04,6,000158,000150,0
2013,02,04,6,000158,000158,7423
2013,02,04,6,000158,000164,0
2013,02,04,6,000158,000170,22
2013,02,04,6,000158,000180,30
2013,02,04,6,000158,000185,1
2013,02,04,6,000158,000188,12
2013,02,04,6,000158,000195,0
2013,02,04,6,000158,000198,0
2013,02,04,6,000158,000220,1
2013,02,04,6,000158,000230,0
2013,02,04,6,000158,000240,0
2013,02,04,6,000158,000261,2
2013,02,04,6,000158,000275,0
2013,02,04,6,000158,000282,0
2013,02,04,6,000158,000290,5
2013,02,04,6,000158,999999,335
2013,02,04,6,000164,000013,3
2013,02,04,6,000164,000016,0
2013,02,04,6,000164,000020,52
2013,02,04,6,000164,000050,7
2013,02,04,6,000164,000060,7
2013,02,04,6,000164,000068,0
2013,02,04,6,000164,000070,9
2013,02,04,6,000164,000090,0
2013,02,04,6,000164,000100,0
2013,02,04,6,000164,000105,0
2013,02,04,6,000164,000110,0
2013,02,04,6,000164,000122,20
2013,02,04,6,000164,000130,0
2013,02,04,6,000164,000150,1
2013,02,04,6,000164,000158,1
2013,02,04,6,000164,000164,1403
2013,02,04,6,000164,000170,11
2013,02,04,6,000164,000180,1
2013,02,04,6,000164,000185,0
2013,02,04,6,000164,000188,0
2013,02,04,6,000164,000195,0
2013,02,04,6,000164,000198,0
2013,02,04,6,000164,000220,0
2013,02,04,6,000164,000230,0
2013,02,04,6,000164,000240,0
2013,02,04,6,000164,000261,1
2013,02,04,6,000164,000275,0
2013,02,04,6,000164,000282,0
2013,02,04,6,000164,000290,0
2013,02,04,6,000164,999999,87
2013,02,04,1,000170,000013,2
2013,02,04,1,000170,000016,7
2013,02,04,1,000170,000020,1967
2013,02,04,1,000170,000050,45
2013,02,04,1,000170,000060,3
2013,02,04,1,000170,000068,8
2013,02,04,1,000170,000070,15
2013,02,04,1,000170,000090,174
2013,02,04,1,000170,000100,3
2013,02,04,1,000170,000105,5
2013,02,04,1,000170,000110,43
2013,02,04,1,000170,000122,277
2013,02,04,1,000170,000130,17
2013,02,04,1,000170,000150,33
2013,02,04,1,000170,000158,22
2013,02,04,1,000170,000164,11
2013,02,04,1,000170,000170,78716
2013,02,04,1,000170,000180,28
2013,02,04,1,000170,000185,8
2013,02,04,1,000170,000188,38
2013,02,04,1,000170,000195,0
2013,02,04,1,000170,000198,13
2013,02,04,1,000170,000220,12
2013,02,04,1,000170,000230,3
2013,02,04,1,000170,000240,41
2013,02,04,1,000170,000261,58
2013,02,04,1,000170,000275,4
2013,02,04,1,000170,000282,2
2013,02,04,1,000170,000290,11
2013,02,04,1,000170,999999,6673
2013,02,04,4,000180,000013,1
2013,02,04,4,000180,000016,1
2013,02,04,4,000180,000020,184
2013,02,04,4,000180,000050,7
2013,02,04,4,000180,000060,1
2013,02,04,4,000180,000068,0
2013,02,04,4,000180,000070,2
2013,02,04,4,000180,000090,35
2013,02,04,4,000180,000100,0
2013,02,04,4,000180,000105,3
2013,02,04,4,000180,000110,6
2013,02,04,4,000180,000122,19
2013,02,04,4,000180,000130,3
2013,02,04,4,000180,000150,1
2013,02,04,4,000180,000158,16
2013,02,04,4,000180,000164,1
2013,02,04,4,000180,000170,48
2013,02,04,4,000180,000180,8473
2013,02,04,4,000180,000185,2
2013,02,04,4,000180,000188,35
2013,02,04,4,000180,000195,0
2013,02,04,4,000180,000198,1
2013,02,04,4,000180,000220,1
2013,02,04,4,000180,000230,0
2013,02,04,4,000180,000240,2
2013,02,04,4,000180,000261,3
2013,02,04,4,000180,000275,0
2013,02,04,4,000180,000282,1
2013,02,04,4,000180,000290,9
2013,02,04,4,000180,999999,554
2013,02,04,4,000185,000013,0
2013,02,04,4,000185,000016,0
2013,02,04,4,000185,000020,148
2013,02,04,4,000185,000050,1
2013,02,04,4,000185,000060,0
2013,02,04,4,000185,000068,0
2013,02,04,4,000185,000070,1
2013,02,04,4,000185,000090,57
2013,02,04,4,000185,000100,0
2013,02,04,4,000185,000105,0
2013,02,04,4,000185,000110,2
2013,02,04,4,000185,000122,13
2013,02,04,4,000185,000130,0
2013,02,04,4,000185,000150,3
2013,02,04,4,000185,000158,1
2013,02,04,4,000185,000164,0
2013,02,04,4,000185,000170,26
2013,02,04,4,000185,000180,4
2013,02,04,4,000185,000185,6065
2013,02,04,4,000185,000188,6
2013,02,04,4,000185,000195,0
2013,02,04,4,000185,000198,0
2013,02,04,4,000185,000220,0
2013,02,04,4,000185,000230,0
2013,02,04,4,000185,000240,1
2013,02,04,4,000185,000261,4
2013,02,04,4,000185,000275,3
2013,02,04,4,000185,000282,0
2013,02,04,4,000185,000290,2
2013,02,04,4,000185,999999,455
2013,02,04,4,000188,000013,0
2013,02,04,4,000188,000016,0
2013,02,04,4,000188,000020,191
2013,02,04,4,000188,000050,1
2013,02,04,4,000188,000060,1
2013,02,04,4,000188,000068,3
2013,02,04,4,000188,000070,4
2013,02,04,4,000188,000090,35
2013,02,04,4,000188,000100,0
2013,02,04,4,000188,000105,5
2013,02,04,4,000188,000110,3
2013,02,04,4,000188,000122,16
2013,02,04,4,000188,000130,1
2013,02,04,4,000188,000150,1
2013,02,04,4,000188,000158,0
2013,02,04,4,000188,000164,0
2013,02,04,4,000188,000170,34
2013,02,04,4,000188,000180,29
2013,02,04,4,000188,000185,13
2013,02,04,4,000188,000188,6352
2013,02,04,4,000188,000195,0
2013,02,04,4,000188,000198,1
2013,02,04,4,000188,000220,0
2013,02,04,4,000188,000230,0
2013,02,04,4,000188,000240,0
2013,02,04,4,000188,000261,6
2013,02,04,4,000188,000275,0
2013,02,04,4,000188,000282,0
2013,02,04,4,000188,000290,5
2013,02,04,4,000188,999999,410
2013,02,04,5,000195,000013,0
2013,02,04,5,000195,000016,0
2013,02,04,5,000195,000020,20
2013,02,04,5,000195,000050,0
2013,02,04,5,000195,000060,0
2013,02,04,5,000195,000068,0
2013,02,04,5,000195,000070,0
2013,02,04,5,000195,000090,5
2013,02,04,5,000195,000100,7
2013,02,04,5,000195,000105,0
2013,02,04,5,000195,000110,22
2013,02,04,5,000195,000122,2
2013,02,04,5,000195,000130,9
2013,02,04,5,000195,000150,0
2013,02,04,5,000195,000158,0
2013,02,04,5,000195,000164,0
2013,02,04,5,000195,000170,1
2013,02,04,5,000195,000180,0
2013,02,04,5,000195,000185,0
2013,02,04,5,000195,000188,0
2013,02,04,5,000195,000195,2746
2013,02,04,5,000195,000198,4
2013,02,04,5,000195,000220,10
2013,02,04,5,000195,000230,0
2013,02,04,5,000195,000240,1
2013,02,04,5,000195,000261,1
2013,02,04,5,000195,000275,1
2013,02,04,5,000195,000282,0
2013,02,04,5,000195,000290,0
2013,02,04,5,000195,999999,229
2013,02,04,5,000198,000013,0
2013,02,04,5,000198,000016,0
2013,02,04,5,000198,000020,26
2013,02,04,5,000198,000050,0
2013,02,04,5,000198,000060,4
2013,02,04,5,000198,000068,0
2013,02,04,5,000198,000070,1
2013,02,04,5,000198,000090,3
2013,02,04,5,000198,000100,5
2013,02,04,5,000198,000105,0
2013,02,04,5,000198,000110,43
2013,02,04,5,000198,000122,12
2013,02,04,5,000198,000130,75
2013,02,04,5,000198,000150,4
2013,02,04,5,000198,000158,0
2013,02,04,5,000198,000164,0
2013,02,04,5,000198,000170,6
2013,02,04,5,000198,000180,0
2013,02,04,5,000198,000185,2
2013,02,04,5,000198,000188,0
2013,02,04,5,000198,000195,6
2013,02,04,5,000198,000198,5253
2013,02,04,5,000198,000220,9
2013,02,04,5,000198,000230,0
2013,02,04,5,000198,000240,0
2013,02,04,5,000198,000261,6
2013,02,04,5,000198,000275,6
2013,02,04,5,000198,000282,0
2013,02,04,5,000198,000290,0
2013,02,04,5,000198,999999,479
2013,02,04,5,000220,000013,0
2013,02,04,5,000220,000016,1
2013,02,04,5,000220,000020,64
2013,02,04,5,000220,000050,1
2013,02,04,5,000220,000060,1
2013,02,04,5,000220,000068,1
2013,02,04,5,000220,000070,4
2013,02,04,5,000220,000090,9
2013,02,04,5,000220,000100,2
2013,02,04,5,000220,000105,5
2013,02,04,5,000220,000110,65
2013,02,04,5,000220,000122,20
2013,02,04,5,000220,000130,7
2013,02,04,5,000220,000150,8
2013,02,04,5,000220,000158,1
2013,02,04,5,000220,000164,0
2013,02,04,5,000220,000170,14
2013,02,04,5,000220,000180,1
2013,02,04,5,000220,000185,1
2013,02,04,5,000220,000188,10
2013,02,04,5,000220,000195,6
2013,02,04,5,000220,000198,18
2013,02,04,5,000220,000220,6874
2013,02,04,5,000220,000230,0
2013,02,04,5,000220,000240,2
2013,02,04,5,000220,000261,1
2013,02,04,5,000220,000275,8
2013,02,04,5,000220,000282,0
2013,02,04,5,000220,000290,1
2013,02,04,5,000220,999999,728
2013,02,04,5,000230,000013,0
2013,02,04,5,000230,000016,0
2013,02,04,5,000230,000020,5
2013,02,04,5,000230,000050,0
2013,02,04,5,000230,000060,0
2013,02,04,5,000230,000068,3
2013,02,04,5,000230,000070,0
2013,02,04,5,000230,000090,0
2013,02,04,5,000230,000100,2
2013,02,04,5,000230,000105,0
2013,02,04,5,000230,000110,7
2013,02,04,5,000230,000122,0
2013,02,04,5,000230,000130,0
2013,02,04,5,000230,000150,1
2013,02,04,5,000230,000158,0
2013,02,04,5,000230,000164,0
2013,02,04,5,000230,000170,0
2013,02,04,5,000230,000180,0
2013,02,04,5,000230,000185,0
2013,02,04,5,000230,000188,0
2013,02,04,5,000230,000195,0
2013,02,04,5,000230,000198,0
2013,02,04,5,000230,000220,1
2013,02,04,5,000230,000230,721
2013,02,04,5,000230,000240,0
2013,02,04,5,000230,000261,1
2013,02,04,5,000230,000275,0
2013,02,04,5,000230,000282,0
2013,02,04,5,000230,000290,1
2013,02,04,5,000230,999999,74
2013,02,04,3,000240,000013,1
2013,02,04,3,000240,000016,0
2013,02,04,3,000240,000020,49
2013,02,04,3,000240,000050,0
2013,02,04,3,000240,000060,0
2013,02,04,3,000240,000068,1
2013,02,04,3,000240,000070,1
2013,02,04,3,000240,000090,180
2013,02,04,3,000240,000100,0
2013,02,04,3,000240,000105,0
2013,02,04,3,000240,000110,3
2013,02,04,3,000240,000122,16
2013,02,04,3,000240,000130,0
2013,02,04,3,000240,000150,0
2013,02,04,3,000240,000158,0
2013,02,04,3,000240,000164,0
2013,02,04,3,000240,000170,73
2013,02,04,3,000240,000180,0
2013,02,04,3,000240,000185,3
2013,02,04,3,000240,000188,0
2013,02,04,3,000240,000195,0
2013,02,04,3,000240,000198,0
2013,02,04,3,000240,000220,1
2013,02,04,3,000240,000230,0
2013,02,04,3,000240,000240,6204
2013,02,04,3,000240,000261,20
2013,02,04,3,000240,000275,0
2013,02,04,3,000240,000282,0
2013,02,04,3,000240,000290,3
2013,02,04,3,000240,999999,603
2013,02,04,2,000261,000013,1
2013,02,04,2,000261,000016,1
2013,02,04,2,000261,000020,235
2013,02,04,2,000261,000050,3
2013,02,04,2,000261,000060,0
2013,02,04,2,000261,000068,0
2013,02,04,2,000261,000070,1
2013,02,04,2,000261,000090,39
