"Borough/Census Area FIPS","Year","Age","Total","Male","Female","Data from: https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/estimates/data/AgeBySexBCA.xls via https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/index.cfm March 2023 "
"000",2010,"0-4",53996,27896,26100,
"000",2010,"5-9",50887,26038,24849,
"000",2010,"10-14",50816,26147,24669,
"000",2010,"15-19",52141,27179,24962,
"000",2010,"20-24",54419,29706,24713,
"000",2010,"25-29",55419,29307,26112,
"000",2010,"30-34",47706,24861,22845,
"000",2010,"35-39",45833,23731,22102,
"000",2010,"40-44",47141,24646,22495,
"000",2010,"45-49",54726,28398,26328,
"000",2010,"50-54",56300,29288,27012,
"000",2010,"55-59",49971,26394,23577,
"000",2010,"60-64",35938,19231,16707,
"000",2010,"65-69",22202,11714,10488,
"000",2010,"70-74",13148,6662,6486,
"000",2010,"75-79",8892,4150,4742,
"000",2010,"80-84",5985,2620,3365,
"000",2010,"85-89",3273,1217,2056,
"000",2010,"90+",1438,443,995,
"013",2010,"0-4",123,68,55,
"013",2010,"5-9",105,55,50,
"013",2010,"10-14",88,40,48,
"013",2010,"15-19",104,63,41,
"013",2010,"20-24",249,187,62,
"013",2010,"25-29",301,208,93,
"013",2010,"30-34",213,144,69,
"013",2010,"35-39",242,182,60,
"013",2010,"40-44",355,251,104,
"013",2010,"45-49",431,299,132,
"013",2010,"50-54",340,223,117,
"013",2010,"55-59",264,174,90,
"013",2010,"60-64",171,104,67,
"013",2010,"65-69",75,46,29,
"013",2010,"70-74",33,18,15,
"013",2010,"75-79",25,14,11,
"013",2010,"80-84",15,12,3,
"013",2010,"85-89",5,4,1,
"013",2010,"90+",2,1,1,
"016",2010,"0-4",205,106,99,
"016",2010,"5-9",227,113,114,
"016",2010,"10-14",226,129,97,
"016",2010,"15-19",249,149,100,
"016",2010,"20-24",334,233,101,
"016",2010,"25-29",517,375,142,
"016",2010,"30-34",455,319,136,
"016",2010,"35-39",477,344,133,
"016",2010,"40-44",660,464,196,
"016",2010,"45-49",627,432,195,
"016",2010,"50-54",605,420,185,
"016",2010,"55-59",458,299,159,
"016",2010,"60-64",328,222,106,
"016",2010,"65-69",110,70,40,
"016",2010,"70-74",47,34,13,
"016",2010,"75-79",17,8,9,
"016",2010,"80-84",14,6,8,
"016",2010,"85-89",4,0,4,
"016",2010,"90+",1,0,1,
"020",2010,"0-4",21961,11349,10612,
"020",2010,"5-9",20618,10542,10076,
"020",2010,"10-14",20443,10407,10036,
"020",2010,"15-19",21187,10990,10197,
"020",2010,"20-24",24379,13059,11320,
"020",2010,"25-29",24820,12820,12000,
"020",2010,"30-34",20620,10458,10162,
"020",2010,"35-39",19569,9843,9726,
"020",2010,"40-44",19493,9892,9601,
"020",2010,"45-49",22394,11157,11237,
"020",2010,"50-54",22175,11084,11091,
"020",2010,"55-59",19088,9755,9333,
"020",2010,"60-64",13940,7186,6754,
"020",2010,"65-69",8347,4169,4178,
"020",2010,"70-74",4962,2328,2634,
"020",2010,"75-79",3482,1533,1949,
"020",2010,"80-84",2386,978,1408,
"020",2010,"85-89",1342,470,872,
"020",2010,"90+",620,189,431,
"050",2010,"0-4",1796,911,885,
"050",2010,"5-9",1762,919,843,
"050",2010,"10-14",1669,871,798,
"050",2010,"15-19",1618,832,786,
"050",2010,"20-24",1349,688,661,
"050",2010,"25-29",1210,621,589,
"050",2010,"30-34",1047,536,511,
"050",2010,"35-39",893,457,436,
"050",2010,"40-44",965,534,431,
"050",2010,"45-49",1162,655,507,
"050",2010,"50-54",1048,579,469,
"050",2010,"55-59",850,451,399,
"050",2010,"60-64",603,330,273,
"050",2010,"65-69",451,234,217,
"050",2010,"70-74",213,117,96,
"050",2010,"75-79",194,76,118,
"050",2010,"80-84",114,56,58,
"050",2010,"85-89",45,21,24,
"050",2010,"90+",24,10,14,
"060",2010,"0-4",48,25,23,
"060",2010,"5-9",59,26,33,
"060",2010,"10-14",72,34,38,
"060",2010,"15-19",65,37,28,
"060",2010,"20-24",49,30,19,
"060",2010,"25-29",65,35,30,
"060",2010,"30-34",47,26,21,
"060",2010,"35-39",58,30,28,
"060",2010,"40-44",67,40,27,
"060",2010,"45-49",109,57,52,
"060",2010,"50-54",116,63,53,
"060",2010,"55-59",103,58,45,
"060",2010,"60-64",56,35,21,
"060",2010,"65-69",37,23,14,
"060",2010,"70-74",21,10,11,
"060",2010,"75-79",15,7,8,
"060",2010,"80-84",6,4,2,
"060",2010,"85-89",3,0,3,
"060",2010,"90+",1,0,1,
"063",2010,"0-4",441,215,226,
"063",2010,"5-9",419,217,202,
"063",2010,"10-14",464,231,233,
"063",2010,"15-19",471,253,218,
"063",2010,"20-24",402,233,169,
"063",2010,"25-29",451,254,197,
"063",2010,"30-34",385,213,172,
"063",2010,"35-39",402,206,196,
"063",2010,"40-44",492,259,233,
"063",2010,"45-49",617,342,275,
"063",2010,"50-54",708,382,326,
"063",2010,"55-59",569,319,250,
"063",2010,"60-64",386,208,178,
"063",2010,"65-69",218,125,93,
"063",2010,"70-74",117,59,58,
"063",2010,"75-79",64,32,32,
"063",2010,"80-84",41,18,23,
"063",2010,"85-89",25,8,17,
"063",2010,"90+",12,2,10,
"066",2010,"0-4",180,94,86,
"066",2010,"5-9",206,101,105,
"066",2010,"10-14",215,96,119,
"066",2010,"15-19",201,107,94,
"066",2010,"20-24",150,75,75,
"066",2010,"25-29",144,81,63,
"066",2010,"30-34",158,76,82,
"066",2010,"35-39",152,78,74,
"066",2010,"40-44",171,94,77,
"066",2010,"45-49",234,121,113,
"066",2010,"50-54",304,158,146,
"066",2010,"55-59",280,163,117,
"066",2010,"60-64",237,144,93,
"066",2010,"65-69",137,82,55,
"066",2010,"70-74",79,40,39,
"066",2010,"75-79",54,35,19,
"066",2010,"80-84",29,14,15,
"066",2010,"85-89",17,6,11,
"066",2010,"90+",7,4,3,
"068",2010,"0-4",114,64,50,
"068",2010,"5-9",114,59,55,
"068",2010,"10-14",118,54,64,
"068",2010,"15-19",97,52,45,
"068",2010,"20-24",49,28,21,
"068",2010,"25-29",96,40,56,
"068",2010,"30-34",136,66,70,
"068",2010,"35-39",138,70,68,
"068",2010,"40-44",131,73,58,
"068",2010,"45-49",189,109,80,
"068",2010,"50-54",191,110,81,
"068",2010,"55-59",198,111,87,
"068",2010,"60-64",118,81,37,
"068",2010,"65-69",73,44,29,
"068",2010,"70-74",37,22,15,
"068",2010,"75-79",19,14,5,
"068",2010,"80-84",5,3,2,
"068",2010,"85-89",2,2,0,
"068",2010,"90+",1,0,1,
"070",2010,"0-4",452,243,209,
"070",2010,"5-9",409,220,189,
"070",2010,"10-14",452,236,216,
"070",2010,"15-19",463,241,222,
"070",2010,"20-24",394,191,203,
"070",2010,"25-29",311,161,150,
"070",2010,"30-34",265,139,126,
"070",2010,"35-39",208,112,96,
"070",2010,"40-44",273,137,136,
"070",2010,"45-49",381,202,179,
"070",2010,"50-54",360,186,174,
"070",2010,"55-59",327,175,152,
"070",2010,"60-64",185,102,83,
"070",2010,"65-69",140,71,69,
"070",2010,"70-74",96,56,40,
"070",2010,"75-79",63,35,28,
"070",2010,"80-84",40,20,20,
"070",2010,"85-89",22,11,11,
"070",2010,"90+",6,3,3,
"090",2010,"0-4",7922,4114,3808,
"090",2010,"5-9",6985,3567,3418,
"090",2010,"10-14",6298,3274,3024,
"090",2010,"15-19",6778,3529,3249,
"090",2010,"20-24",10095,5789,4306,
"090",2010,"25-29",9030,5017,4013,
"090",2010,"30-34",7210,3809,3401,
"090",2010,"35-39",6492,3417,3075,
"090",2010,"40-44",5975,3105,2870,
"090",2010,"45-49",6625,3364,3261,
"090",2010,"50-54",6920,3536,3384,
"090",2010,"55-59",6301,3321,2980,
"090",2010,"60-64",4575,2501,2074,
"090",2010,"65-69",2637,1421,1216,
"090",2010,"70-74",1533,794,739,
"090",2010,"75-79",965,465,500,
"090",2010,"80-84",719,330,389,
"090",2010,"85-89",361,130,231,
"090",2010,"90+",160,48,112,
"100",2010,"0-4",128,61,67,
"100",2010,"5-9",135,62,73,
"100",2010,"10-14",141,84,57,
"100",2010,"15-19",135,64,71,
"100",2010,"20-24",79,41,38,
"100",2010,"25-29",115,55,60,
"100",2010,"30-34",131,67,64,
"100",2010,"35-39",144,70,74,
"100",2010,"40-44",161,83,78,
"100",2010,"45-49",228,119,109,
"100",2010,"50-54",250,132,118,
"100",2010,"55-59",274,140,134,
"100",2010,"60-64",242,131,111,
"100",2010,"65-69",138,70,68,
"100",2010,"70-74",78,37,41,
"100",2010,"75-79",67,28,39,
"100",2010,"80-84",32,19,13,
"100",2010,"85-89",21,8,13,
"100",2010,"90+",9,3,6,
"105",2010,"0-4",125,68,57,
"105",2010,"5-9",110,41,69,
"105",2010,"10-14",109,47,62,
"105",2010,"15-19",137,80,57,
"105",2010,"20-24",94,51,43,
"105",2010,"25-29",124,72,52,
"105",2010,"30-34",116,56,60,
"105",2010,"35-39",101,47,54,
"105",2010,"40-44",125,76,49,
"105",2010,"45-49",183,98,85,
"105",2010,"50-54",208,114,94,
"105",2010,"55-59",235,124,111,
"105",2010,"60-64",194,117,77,
"105",2010,"65-69",126,74,52,
"105",2010,"70-74",81,50,31,
"105",2010,"75-79",45,34,11,
"105",2010,"80-84",17,10,7,
"105",2010,"85-89",13,5,8,
"105",2010,"90+",6,0,6,
"110",2010,"0-4",1982,1017,965,
"110",2010,"5-9",1972,998,974,
"110",2010,"10-14",2011,1031,980,
"110",2010,"15-19",2212,1160,1052,
"110",2010,"20-24",1934,992,942,
"110",2010,"25-29",2308,1164,1144,
"110",2010,"30-34",2019,1059,960,
"110",2010,"35-39",2033,1052,981,
"110",2010,"40-44",2293,1171,1122,
"110",2010,"45-49",2669,1385,1284,
"110",2010,"50-54",2772,1407,1365,
"110",2010,"55-59",2575,1306,1269,
"110",2010,"60-64",1860,984,876,
"110",2010,"65-69",1055,515,540,
"110",2010,"70-74",667,344,323,
"110",2010,"75-79",368,156,212,
"110",2010,"80-84",298,122,176,
"110",2010,"85-89",171,66,105,
"110",2010,"90+",76,21,55,
"122",2010,"0-4",3464,1713,1751,
"122",2010,"5-9",3434,1773,1661,
"122",2010,"10-14",3762,1897,1865,
"122",2010,"15-19",3959,2123,1836,
"122",2010,"20-24",3066,1731,1335,
"122",2010,"25-29",3245,1746,1499,
"122",2010,"30-34",3045,1622,1423,
"122",2010,"35-39",3311,1754,1557,
"122",2010,"40-44",3544,1838,1706,
"122",2010,"45-49",4384,2287,2097,
"122",2010,"50-54",5143,2661,2482,
"122",2010,"55-59",5057,2646,2411,
"122",2010,"60-64",3710,1989,1721,
"122",2010,"65-69",2585,1441,1144,
"122",2010,"70-74",1479,794,685,
"122",2010,"75-79",1040,531,509,
"122",2010,"80-84",639,289,350,
"122",2010,"85-89",381,161,220,
"122",2010,"90+",152,42,110,
"130",2010,"0-4",903,454,449,
"130",2010,"5-9",857,455,402,
"130",2010,"10-14",876,435,441,
"130",2010,"15-19",937,491,446,
"130",2010,"20-24",824,445,379,
"130",2010,"25-29",983,521,462,
"130",2010,"30-34",834,432,402,
"130",2010,"35-39",783,379,404,
"130",2010,"40-44",916,463,453,
"130",2010,"45-49",1124,587,537,
"130",2010,"50-54",1175,613,562,
"130",2010,"55-59",1073,544,529,
"130",2010,"60-64",825,430,395,
"130",2010,"65-69",520,271,249,
"130",2010,"70-74",317,164,153,
"130",2010,"75-79",201,89,112,
"130",2010,"80-84",166,79,87,
"130",2010,"85-89",101,36,65,
"130",2010,"90+",62,23,39,
"150",2010,"0-4",1151,587,564,
"150",2010,"5-9",979,504,475,
"150",2010,"10-14",1123,601,522,
"150",2010,"15-19",1004,541,463,
"150",2010,"20-24",962,567,395,
"150",2010,"25-29",1068,576,492,
"150",2010,"30-34",955,489,466,
"150",2010,"35-39",854,446,408,
"150",2010,"40-44",936,474,462,
"150",2010,"45-49",1089,579,510,
"150",2010,"50-54",1041,573,468,
"150",2010,"55-59",875,471,404,
"150",2010,"60-64",640,345,295,
"150",2010,"65-69",403,201,202,
"150",2010,"70-74",238,122,116,
"150",2010,"75-79",126,59,67,
"150",2010,"80-84",76,31,45,
"150",2010,"85-89",45,19,26,
"150",2010,"90+",27,12,15,
"158",2010,"0-4",903,495,408,
"158",2010,"5-9",829,424,405,
"158",2010,"10-14",861,459,402,
"158",2010,"15-19",821,414,407,
"158",2010,"20-24",724,407,317,
"158",2010,"25-29",480,241,239,
"158",2010,"30-34",367,191,176,
"158",2010,"35-39",374,211,163,
"158",2010,"40-44",405,208,197,
"158",2010,"45-49",423,224,199,
"158",2010,"50-54",365,208,157,
"158",2010,"55-59",285,156,129,
"158",2010,"60-64",218,117,101,
"158",2010,"65-69",139,75,64,
"158",2010,"70-74",105,45,60,
"158",2010,"75-79",79,37,42,
"158",2010,"80-84",40,17,23,
"158",2010,"85-89",30,11,19,
"158",2010,"90+",11,4,7,
"164",2010,"0-4",138,67,71,
"164",2010,"5-9",122,63,59,
"164",2010,"10-14",138,67,71,
"164",2010,"15-19",149,73,76,
"164",2010,"20-24",129,63,66,
"164",2010,"25-29",124,64,60,
"164",2010,"30-34",102,58,44,
"164",2010,"35-39",76,41,35,
"164",2010,"40-44",86,49,37,
"164",2010,"45-49",134,80,54,
"164",2010,"50-54",140,83,57,
"164",2010,"55-59",95,47,48,
"164",2010,"60-64",71,36,35,
"164",2010,"65-69",56,31,25,
"164",2010,"70-74",35,19,16,
"164",2010,"75-79",15,9,6,
"164",2010,"80-84",11,7,4,
"164",2010,"85-89",6,1,5,
"164",2010,"90+",4,1,3,
"170",2010,"0-4",6900,3616,3284,
"170",2010,"5-9",7082,3631,3451,
"170",2010,"10-14",7189,3741,3448,
"170",2010,"15-19",6985,3580,3405,
"170",2010,"20-24",5009,2670,2339,
"170",2010,"25-29",5849,3011,2838,
"170",2010,"30-34",5738,2944,2794,
"170",2010,"35-39",5946,3006,2940,
"170",2010,"40-44",6234,3236,2998,
"170",2010,"45-49",7067,3642,3425,
"170",2010,"50-54",7279,3837,3442,
"170",2010,"55-59",6364,3341,3023,
"170",2010,"60-64",4284,2219,2065,
"170",2010,"65-69",2913,1559,1354,
"170",2010,"70-74",1712,890,822,
"170",2010,"75-79",1188,589,599,
"170",2010,"80-84",730,338,392,
"170",2010,"85-89",378,145,233,
"170",2010,"90+",148,45,103,
"180",2010,"0-4",1017,534,483,
"180",2010,"5-9",898,450,448,
"180",2010,"10-14",857,455,402,
"180",2010,"15-19",862,447,415,
"180",2010,"20-24",730,385,345,
"180",2010,"25-29",716,387,329,
"180",2010,"30-34",626,327,299,
"180",2010,"35-39",514,269,245,
"180",2010,"40-44",541,299,242,
"180",2010,"45-49",611,339,272,
"180",2010,"50-54",622,343,279,
"180",2010,"55-59",534,288,246,
"180",2010,"60-64",361,221,140,
"180",2010,"65-69",248,140,108,
"180",2010,"70-74",141,80,61,
"180",2010,"75-79",105,44,61,
"180",2010,"80-84",73,31,42,
"180",2010,"85-89",26,17,9,
"180",2010,"90+",10,2,8,
"185",2010,"0-4",747,382,365,
"185",2010,"5-9",620,317,303,
"185",2010,"10-14",553,291,262,
"185",2010,"15-19",629,324,305,
"185",2010,"20-24",752,443,309,
"185",2010,"25-29",750,453,297,
"185",2010,"30-34",650,426,224,
"185",2010,"35-39",585,411,174,
"185",2010,"40-44",638,428,210,
"185",2010,"45-49",837,555,282,
"185",2010,"50-54",974,689,285,
"185",2010,"55-59",839,635,204,
"185",2010,"60-64",454,324,130,
"185",2010,"65-69",191,124,67,
"185",2010,"70-74",90,50,40,
"185",2010,"75-79",53,22,31,
"185",2010,"80-84",47,22,25,
"185",2010,"85-89",17,6,11,
"185",2010,"90+",4,2,2,
"188",2010,"0-4",882,464,418,
"188",2010,"5-9",688,343,345,
"188",2010,"10-14",699,344,355,
"188",2010,"15-19",710,373,337,
"188",2010,"20-24",708,388,320,
"188",2010,"25-29",550,270,280,
"188",2010,"30-34",430,244,186,
"188",2010,"35-39",399,220,179,
"188",2010,"40-44",442,267,175,
"188",2010,"45-49",488,282,206,
"188",2010,"50-54",454,258,196,
"188",2010,"55-59",356,220,136,
"188",2010,"60-64",262,141,121,
"188",2010,"65-69",146,80,66,
"188",2010,"70-74",118,69,49,
"188",2010,"75-79",94,36,58,
"188",2010,"80-84",61,19,42,
"188",2010,"85-89",28,9,19,
"188",2010,"90+",8,2,6,
"195",2010,"0-4",186,93,93,
"195",2010,"5-9",183,79,104,
"195",2010,"10-14",243,140,103,
"195",2010,"15-19",203,94,109,
"195",2010,"20-24",165,85,80,
"195",2010,"25-29",196,97,99,
"195",2010,"30-34",174,91,83,
"195",2010,"35-39",176,84,92,
"195",2010,"40-44",215,111,104,
"195",2010,"45-49",262,135,127,
"195",2010,"50-54",300,144,156,
"195",2010,"55-59",296,162,134,
"195",2010,"60-64",235,127,108,
"195",2010,"65-69",168,109,59,
"195",2010,"70-74",66,36,30,
"195",2010,"75-79",54,24,30,
"195",2010,"80-84",44,21,23,
"195",2010,"85-89",24,11,13,
"195",2010,"90+",13,7,6,
"198",2010,"0-4",457,239,218,
"198",2010,"5-9",402,210,192,
"198",2010,"10-14",456,251,205,
"198",2010,"15-19",390,229,161,
"198",2010,"20-24",340,180,160,
"198",2010,"25-29",325,177,148,
"198",2010,"30-34",338,181,157,
"198",2010,"35-39",376,192,184,
"198",2010,"40-44",419,224,195,
"198",2010,"45-49",528,297,231,
"198",2010,"50-54",535,287,248,
"198",2010,"55-59",564,319,245,
"198",2010,"60-64",414,251,163,
"198",2010,"65-69",285,167,118,
"198",2010,"70-74",162,102,60,
"198",2010,"75-79",102,60,42,
"198",2010,"80-84",52,23,29,
"198",2010,"85-89",20,11,9,
"198",2010,"90+",7,3,4,
"220",2010,"0-4",624,343,281,
"220",2010,"5-9",561,278,283,
"220",2010,"10-14",546,302,244,
"220",2010,"15-19",560,283,277,
"220",2010,"20-24",519,242,277,
"220",2010,"25-29",613,299,314,
"220",2010,"30-34",641,330,311,
"220",2010,"35-39",604,311,293,
"220",2010,"40-44",561,297,264,
"220",2010,"45-49",649,333,316,
"220",2010,"50-54",787,391,396,
"220",2010,"55-59",696,350,346,
"220",2010,"60-64",512,281,231,
"220",2010,"65-69",319,166,153,
"220",2010,"70-74",257,119,138,
"220",2010,"75-79",165,68,97,
"220",2010,"80-84",130,53,77,
"220",2010,"85-89",102,27,75,
"220",2010,"90+",35,8,27,
"230",2010,"0-4",49,27,22,
"230",2010,"5-9",33,18,15,
"230",2010,"10-14",35,17,18,
"230",2010,"15-19",46,20,26,
"230",2010,"20-24",39,19,20,
"230",2010,"25-29",82,36,46,
"230",2010,"30-34",107,47,60,
"230",2010,"35-39",66,40,26,
"230",2010,"40-44",93,52,41,
"230",2010,"45-49",68,36,32,
"230",2010,"50-54",88,48,40,
"230",2010,"55-59",103,61,42,
"230",2010,"60-64",71,41,30,
"230",2010,"65-69",41,16,25,
"230",2010,"70-74",22,14,8,
"230",2010,"75-79",9,2,7,
"230",2010,"80-84",10,4,6,
"230",2010,"85-89",6,2,4,
"230",2010,"90+",0,0,0,
"240",2010,"0-4",486,236,250,
"240",2010,"5-9",529,304,225,
"240",2010,"10-14",509,273,236,
"240",2010,"15-19",510,267,243,
"240",2010,"20-24",377,192,185,
"240",2010,"25-29",433,246,187,
"240",2010,"30-34",460,267,193,
"240",2010,"35-39",429,235,194,
"240",2010,"40-44",483,284,199,
"240",2010,"45-49",566,334,232,
"240",2010,"50-54",605,328,277,
"240",2010,"55-59",562,330,232,
"240",2010,"60-64",415,254,161,
"240",2010,"65-69",274,173,101,
"240",2010,"70-74",188,100,88,
"240",2010,"75-79",99,52,47,
"240",2010,"80-84",63,29,34,
"240",2010,"85-89",27,9,18,
"240",2010,"90+",11,2,9,
"275",2010,"0-4",129,60,69,
"275",2010,"5-9",136,65,71,
"275",2010,"10-14",155,84,71,
"275",2010,"15-19",152,86,66,
"275",2010,"20-24",116,70,46,
"275",2010,"25-29",115,60,55,
"275",2010,"30-34",88,42,46,
"275",2010,"35-39",114,59,55,
"275",2010,"40-44",127,57,70,
"275",2010,"45-49",186,102,84,
"275",2010,"50-54",243,130,113,
"275",2010,"55-59",235,123,112,
"275",2010,"60-64",199,110,89,
"275",2010,"65-69",123,64,59,
"275",2010,"70-74",110,62,48,
"275",2010,"75-79",66,36,30,
"275",2010,"80-84",42,21,21,
"275",2010,"85-89",21,8,13,
"275",2010,"90+",12,3,9,
"282",2010,"0-4",40,17,23,
"282",2010,"5-9",42,22,20,
"282",2010,"10-14",41,19,22,
"282",2010,"15-19",53,28,25,
"282",2010,"20-24",34,16,18,
"282",2010,"25-29",42,27,15,
"282",2010,"30-34",36,17,19,
"282",2010,"35-39",46,28,18,
"282",2010,"40-44",48,28,20,
"282",2010,"45-49",56,35,21,
"282",2010,"50-54",54,32,22,
"282",2010,"55-59",60,39,21,
"282",2010,"60-64",46,24,22,
"282",2010,"65-69",23,14,9,
"282",2010,"70-74",20,12,8,
"282",2010,"75-79",9,1,8,
"282",2010,"80-84",7,0,7,
"282",2010,"85-89",5,1,4,
"282",2010,"90+",0,0,0,
"290",2010,"0-4",443,234,209,
"290",2010,"5-9",371,182,189,
"290",2010,"10-14",467,237,230,
"290",2010,"15-19",454,249,205,
"290",2010,"20-24",368,206,162,
"290",2010,"25-29",356,193,163,
"290",2010,"30-34",313,185,128,
"290",2010,"35-39",271,137,134,
"290",2010,"40-44",292,152,140,
"290",2010,"45-49",405,211,194,
"290",2010,"50-54",498,269,229,
"290",2010,"55-59",455,266,189,
"290",2010,"60-64",326,176,150,
"290",2010,"65-69",224,139,85,
"290",2010,"70-74",124,75,49,
"290",2010,"75-79",109,54,55,
"290",2010,"80-84",78,44,34,
"290",2010,"85-89",25,12,13,
"290",2010,"90+",9,6,3,
"000",2011,"0-4",55281,28466,26815,
"000",2011,"5-9",51504,26402,25102,
"000",2011,"10-14",51298,26359,24939,
"000",2011,"15-19",50648,26395,24253,
"000",2011,"20-24",55220,30096,25124,
"000",2011,"25-29",57268,30339,26929,
"000",2011,"30-34",50483,26214,24269,
"000",2011,"35-39",44792,23225,21567,
"000",2011,"40-44",47115,24559,22556,
"000",2011,"45-49",52228,27039,25189,
"000",2011,"50-54",56549,29419,27130,
"000",2011,"55-59",51923,27145,24778,
"000",2011,"60-64",39378,20983,18395,
"000",2011,"65-69",23672,12452,11220,
"000",2011,"70-74",14406,7392,7014,
"000",2011,"75-79",9274,4401,4873,
"000",2011,"80-84",6331,2787,3544,
"000",2011,"85-89",3472,1283,2189,
"000",2011,"90+",1631,512,1119,
"013",2011,"0-4",124,67,57,
"013",2011,"5-9",112,55,57,
"013",2011,"10-14",77,37,40,
"013",2011,"15-19",107,61,46,
"013",2011,"20-24",263,197,66,
"013",2011,"25-29",245,181,64,
"013",2011,"30-34",243,151,92,
"013",2011,"35-39",235,160,75,
"013",2011,"40-44",325,249,76,
"013",2011,"45-49",404,285,119,
"013",2011,"50-54",369,231,138,
"013",2011,"55-59",291,206,85,
"013",2011,"60-64",176,107,69,
"013",2011,"65-69",94,58,36,
"013",2011,"70-74",45,25,20,
"013",2011,"75-79",16,8,8,
"013",2011,"80-84",16,13,3,
"013",2011,"85-89",5,4,1,
"013",2011,"90+",1,1,0,
"016",2011,"0-4",209,103,106,
"016",2011,"5-9",203,109,94,
"016",2011,"10-14",221,128,93,
"016",2011,"15-19",262,159,103,
"016",2011,"20-24",299,201,98,
"016",2011,"25-29",492,379,113,
"016",2011,"30-34",454,319,135,
"016",2011,"35-39",491,349,142,
"016",2011,"40-44",592,422,170,
"016",2011,"45-49",599,406,193,
"016",2011,"50-54",663,452,211,
"016",2011,"55-59",458,313,145,
"016",2011,"60-64",341,229,112,
"016",2011,"65-69",150,96,54,
"016",2011,"70-74",51,33,18,
"016",2011,"75-79",15,10,5,
"016",2011,"80-84",15,6,9,
"016",2011,"85-89",6,2,4,
"016",2011,"90+",1,0,1,
"020",2011,"0-4",22339,11586,10753,
"020",2011,"5-9",20671,10579,10092,
"020",2011,"10-14",20605,10578,10027,
"020",2011,"15-19",20447,10516,9931,
"020",2011,"20-24",24644,13194,11450,
"020",2011,"25-29",25550,13215,12335,
"020",2011,"30-34",21848,11050,10798,
"020",2011,"35-39",18895,9530,9365,
"020",2011,"40-44",19691,9987,9704,
"020",2011,"45-49",21323,10571,10752,
"020",2011,"50-54",22230,11155,11075,
"020",2011,"55-59",19846,9998,9848,
"020",2011,"60-64",15034,7709,7325,
"020",2011,"65-69",9070,4552,4518,
"020",2011,"70-74",5274,2506,2768,
"020",2011,"75-79",3639,1636,2003,
"020",2011,"80-84",2524,1033,1491,
"020",2011,"85-89",1366,496,870,
"020",2011,"90+",717,219,498,
"050",2011,"0-4",1850,940,910,
"050",2011,"5-9",1755,917,838,
"050",2011,"10-14",1742,892,850,
"050",2011,"15-19",1588,810,778,
"050",2011,"20-24",1418,697,721,
"050",2011,"25-29",1326,692,634,
"050",2011,"30-34",1065,536,529,
"050",2011,"35-39",890,446,444,
"050",2011,"40-44",964,512,452,
"050",2011,"45-49",1152,651,501,
"050",2011,"50-54",1074,611,463,
"050",2011,"55-59",910,481,429,
"050",2011,"60-64",639,336,303,
"050",2011,"65-69",427,230,197,
"050",2011,"70-74",255,132,123,
"050",2011,"75-79",216,92,124,
"050",2011,"80-84",108,47,61,
"050",2011,"85-89",51,27,24,
"050",2011,"90+",20,10,10,
"060",2011,"0-4",40,22,18,
"060",2011,"5-9",58,30,28,
"060",2011,"10-14",64,34,30,
"060",2011,"15-19",78,36,42,
"060",2011,"20-24",48,28,20,
"060",2011,"25-29",88,46,42,
"060",2011,"30-34",43,22,21,
"060",2011,"35-39",58,29,29,
"060",2011,"40-44",79,47,32,
"060",2011,"45-49",97,51,46,
"060",2011,"50-54",112,63,49,
"060",2011,"55-59",97,53,44,
"060",2011,"60-64",71,46,25,
"060",2011,"65-69",42,24,18,
"060",2011,"70-74",17,10,7,
"060",2011,"75-79",18,8,10,
"060",2011,"80-84",9,6,3,
"060",2011,"85-89",3,0,3,
"060",2011,"90+",2,0,2,
"063",2011,"0-4",478,229,249,
"063",2011,"5-9",412,209,203,
"063",2011,"10-14",435,212,223,
"063",2011,"15-19",449,248,201,
"063",2011,"20-24",399,222,177,
"063",2011,"25-29",515,292,223,
"063",2011,"30-34",422,232,190,
"063",2011,"35-39",402,218,184,
"063",2011,"40-44",490,254,236,
"063",2011,"45-49",564,309,255,
"063",2011,"50-54",690,379,311,
"063",2011,"55-59",617,333,284,
"063",2011,"60-64",420,230,190,
"063",2011,"65-69",235,136,99,
"063",2011,"70-74",116,52,64,
"063",2011,"75-79",77,43,34,
"063",2011,"80-84",47,22,25,
"063",2011,"85-89",25,7,18,
"063",2011,"90+",12,3,9,
"066",2011,"0-4",193,96,97,
"066",2011,"5-9",201,104,97,
"066",2011,"10-14",220,99,121,
"066",2011,"15-19",211,109,102,
"066",2011,"20-24",157,76,81,
"066",2011,"25-29",141,80,61,
"066",2011,"30-34",179,85,94,
"066",2011,"35-39",134,69,65,
"066",2011,"40-44",171,93,78,
"066",2011,"45-49",208,102,106,
"066",2011,"50-54",321,167,154,
"066",2011,"55-59",288,168,120,
"066",2011,"60-64",272,173,99,
"066",2011,"65-69",130,74,56,
"066",2011,"70-74",93,50,43,
"066",2011,"75-79",58,37,21,
"066",2011,"80-84",27,16,11,
"066",2011,"85-89",16,4,12,
"066",2011,"90+",10,5,5,
"068",2011,"0-4",113,75,38,
"068",2011,"5-9",111,65,46,
"068",2011,"10-14",123,55,68,
"068",2011,"15-19",95,42,53,
"068",2011,"20-24",45,25,20,
"068",2011,"25-29",98,45,53,
"068",2011,"30-34",145,78,67,
"068",2011,"35-39",120,61,59,
"068",2011,"40-44",134,68,66,
