"Borough/Census Area FIPS","Year","Age","Total","Male","Female","Data from: https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/estimates/data/AgeBySexBCA.xls via https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/index.cfm March 2023 "
"198",2012,"15-19",397,234,163,
"198",2012,"20-24",364,215,149,
"198",2012,"25-29",339,171,168,
"198",2012,"30-34",377,202,175,
"198",2012,"35-39",372,188,184,
"198",2012,"40-44",407,202,205,
"198",2012,"45-49",516,303,213,
"198",2012,"50-54",548,289,259,
"198",2012,"55-59",572,313,259,
"198",2012,"60-64",469,284,185,
"198",2012,"65-69",335,199,136,
"198",2012,"70-74",196,117,79,
"198",2012,"75-79",125,79,46,
"198",2012,"80-84",60,22,38,
"198",2012,"85-89",21,12,9,
"198",2012,"90+",10,8,2,
"220",2012,"0-4",607,297,310,
"220",2012,"5-9",573,304,269,
"220",2012,"10-14",552,293,259,
"220",2012,"15-19",531,280,251,
"220",2012,"20-24",509,251,258,
"220",2012,"25-29",640,278,362,
"220",2012,"30-34",657,344,313,
"220",2012,"35-39",602,325,277,
"220",2012,"40-44",553,275,278,
"220",2012,"45-49",577,303,274,
"220",2012,"50-54",749,378,371,
"220",2012,"55-59",739,367,372,
"220",2012,"60-64",609,318,291,
"220",2012,"65-69",378,193,185,
"220",2012,"70-74",289,142,147,
"220",2012,"75-79",204,83,121,
"220",2012,"80-84",128,56,72,
"220",2012,"85-89",102,26,76,
"220",2012,"90+",64,13,51,
"230",2012,"0-4",62,26,36,
"230",2012,"5-9",29,15,14,
"230",2012,"10-14",32,15,17,
"230",2012,"15-19",30,16,14,
"230",2012,"20-24",36,17,19,
"230",2012,"25-29",77,41,36,
"230",2012,"30-34",95,52,43,
"230",2012,"35-39",63,33,30,
"230",2012,"40-44",88,44,44,
"230",2012,"45-49",79,41,38,
"230",2012,"50-54",74,39,35,
"230",2012,"55-59",100,62,38,
"230",2012,"60-64",78,47,31,
"230",2012,"65-69",49,19,30,
"230",2012,"70-74",32,18,14,
"230",2012,"75-79",17,3,14,
"230",2012,"80-84",10,2,8,
"230",2012,"85-89",3,2,1,
"230",2012,"90+",3,1,2,
"240",2012,"0-4",499,241,258,
"240",2012,"5-9",536,298,238,
"240",2012,"10-14",545,298,247,
"240",2012,"15-19",468,245,223,
"240",2012,"20-24",411,207,204,
"240",2012,"25-29",408,240,168,
"240",2012,"30-34",545,287,258,
"240",2012,"35-39",455,262,193,
"240",2012,"40-44",415,235,180,
"240",2012,"45-49",547,317,230,
"240",2012,"50-54",567,335,232,
"240",2012,"55-59",598,321,277,
"240",2012,"60-64",462,281,181,
"240",2012,"65-69",292,185,107,
"240",2012,"70-74",217,118,99,
"240",2012,"75-79",116,65,51,
"240",2012,"80-84",63,31,32,
"240",2012,"85-89",38,11,27,
"240",2012,"90+",18,4,14,
"275",2012,"0-4",135,60,75,
"275",2012,"5-9",143,66,77,
"275",2012,"10-14",155,82,73,
"275",2012,"15-19",154,89,65,
"275",2012,"20-24",108,53,55,
"275",2012,"25-29",145,74,71,
"275",2012,"30-34",101,58,43,
"275",2012,"35-39",101,46,55,
"275",2012,"40-44",120,58,62,
"275",2012,"45-49",173,96,77,
"275",2012,"50-54",227,114,113,
"275",2012,"55-59",259,143,116,
"275",2012,"60-64",210,114,96,
"275",2012,"65-69",153,79,74,
"275",2012,"70-74",104,58,46,
"275",2012,"75-79",82,45,37,
"275",2012,"80-84",41,22,19,
"275",2012,"85-89",17,6,11,
"275",2012,"90+",16,8,8,
"282",2012,"0-4",32,13,19,
"282",2012,"5-9",30,14,16,
"282",2012,"10-14",45,16,29,
"282",2012,"15-19",45,27,18,
"282",2012,"20-24",32,17,15,
"282",2012,"25-29",32,18,14,
"282",2012,"30-34",33,19,14,
"282",2012,"35-39",43,24,19,
"282",2012,"40-44",43,24,19,
"282",2012,"45-49",46,26,20,
"282",2012,"50-54",55,36,19,
"282",2012,"55-59",53,33,20,
"282",2012,"60-64",54,30,24,
"282",2012,"65-69",32,17,15,
"282",2012,"70-74",22,17,5,
"282",2012,"75-79",9,1,8,
"282",2012,"80-84",10,1,9,
"282",2012,"85-89",5,1,4,
"282",2012,"90+",0,0,0,
"290",2012,"0-4",475,257,218,
"290",2012,"5-9",392,222,170,
"290",2012,"10-14",445,213,232,
"290",2012,"15-19",408,224,184,
"290",2012,"20-24",353,191,162,
"290",2012,"25-29",376,209,167,
"290",2012,"30-34",343,206,137,
"290",2012,"35-39",320,157,163,
"290",2012,"40-44",244,114,130,
"290",2012,"45-49",376,203,173,
"290",2012,"50-54",453,241,212,
"290",2012,"55-59",458,268,190,
"290",2012,"60-64",397,213,184,
"290",2012,"65-69",249,148,101,
"290",2012,"70-74",140,77,63,
"290",2012,"75-79",108,58,50,
"290",2012,"80-84",88,46,42,
"290",2012,"85-89",39,25,14,
"290",2012,"90+",9,4,5,
"000",2013,"0-4",54240,27980,26260,
"000",2013,"5-9",53850,27621,26229,
"000",2013,"10-14",51821,26705,25116,
"000",2013,"15-19",49050,25595,23455,
"000",2013,"20-24",54934,29497,25437,
"000",2013,"25-29",57186,29785,27401,
"000",2013,"30-34",54284,28103,26181,
"000",2013,"35-39",45850,23663,22187,
"000",2013,"40-44",46510,23932,22578,
"000",2013,"45-49",47909,24714,23195,
"000",2013,"50-54",56007,29014,26993,
"000",2013,"55-59",54102,27868,26234,
"000",2013,"60-64",43039,22787,20252,
"000",2013,"65-69",28053,14813,13240,
"000",2013,"70-74",16918,8653,8265,
"000",2013,"75-79",10393,5055,5338,
"000",2013,"80-84",6764,2994,3770,
"000",2013,"85-89",3699,1403,2296,
"000",2013,"90+",1943,645,1298,
"013",2013,"0-4",107,56,51,
"013",2013,"5-9",98,49,49,
"013",2013,"10-14",91,42,49,
"013",2013,"15-19",113,69,44,
"013",2013,"20-24",238,172,66,
"013",2013,"25-29",206,151,55,
"013",2013,"30-34",269,178,91,
"013",2013,"35-39",286,211,75,
"013",2013,"40-44",253,187,66,
"013",2013,"45-49",353,236,117,
"013",2013,"50-54",408,266,142,
"013",2013,"55-59",318,212,106,
"013",2013,"60-64",188,110,78,
"013",2013,"65-69",122,77,45,
"013",2013,"70-74",44,25,19,
"013",2013,"75-79",31,20,11,
"013",2013,"80-84",14,12,2,
"013",2013,"85-89",11,8,3,
"013",2013,"90+",1,1,0,
"016",2013,"0-4",192,101,91,
"016",2013,"5-9",240,124,116,
"016",2013,"10-14",205,116,89,
"016",2013,"15-19",260,157,103,
"016",2013,"20-24",302,196,106,
"016",2013,"25-29",474,357,117,
"016",2013,"30-34",501,338,163,
"016",2013,"35-39",517,358,159,
"016",2013,"40-44",480,334,146,
"016",2013,"45-49",567,388,179,
"016",2013,"50-54",660,433,227,
"016",2013,"55-59",510,359,151,
"016",2013,"60-64",401,267,134,
"016",2013,"65-69",212,139,73,
"016",2013,"70-74",63,43,20,
"016",2013,"75-79",16,9,7,
"016",2013,"80-84",11,7,4,
"016",2013,"85-89",13,3,10,
"016",2013,"90+",0,0,0,
"020",2013,"0-4",21913,11448,10465,
"020",2013,"5-9",21436,10973,10463,
"020",2013,"10-14",20746,10739,10007,
"020",2013,"15-19",19848,10094,9754,
"020",2013,"20-24",24723,12995,11728,
"020",2013,"25-29",25439,13046,12393,
"020",2013,"30-34",23646,11896,11750,
"020",2013,"35-39",19111,9589,9522,
"020",2013,"40-44",19526,9764,9762,
"020",2013,"45-49",19540,9701,9839,
"020",2013,"50-54",22220,11087,11133,
"020",2013,"55-59",20779,10315,10464,
"020",2013,"60-64",16122,8212,7910,
"020",2013,"65-69",10771,5479,5292,
"020",2013,"70-74",6245,3026,3219,
"020",2013,"75-79",4074,1851,2223,
"020",2013,"80-84",2753,1162,1591,
"020",2013,"85-89",1451,525,926,
"020",2013,"90+",880,289,591,
"050",2013,"0-4",1875,959,916,
"050",2013,"5-9",1837,922,915,
"050",2013,"10-14",1736,922,814,
"050",2013,"15-19",1585,818,767,
"050",2013,"20-24",1476,722,754,
"050",2013,"25-29",1442,743,699,
"050",2013,"30-34",1166,583,583,
"050",2013,"35-39",889,441,448,
"050",2013,"40-44",911,449,462,
"050",2013,"45-49",1069,615,454,
"050",2013,"50-54",1106,627,479,
"050",2013,"55-59",988,521,467,
"050",2013,"60-64",721,380,341,
"050",2013,"65-69",433,234,199,
"050",2013,"70-74",275,135,140,
"050",2013,"75-79",199,105,94,
"050",2013,"80-84",130,49,81,
"050",2013,"85-89",47,22,25,
"050",2013,"90+",16,6,10,
"060",2013,"0-4",43,25,18,
"060",2013,"5-9",45,25,20,
"060",2013,"10-14",57,26,31,
"060",2013,"15-19",73,35,38,
"060",2013,"20-24",36,23,13,
"060",2013,"25-29",81,45,36,
"060",2013,"30-34",40,20,20,
"060",2013,"35-39",56,26,30,
"060",2013,"40-44",62,41,21,
"060",2013,"45-49",77,43,34,
"060",2013,"50-54",100,54,46,
"060",2013,"55-59",99,61,38,
"060",2013,"60-64",76,40,36,
"060",2013,"65-69",28,18,10,
"060",2013,"70-74",23,15,8,
"060",2013,"75-79",24,9,15,
"060",2013,"80-84",9,7,2,
"060",2013,"85-89",3,0,3,
"060",2013,"90+",1,0,1,
"063",2013,"0-4",468,218,250,
"063",2013,"5-9",448,232,216,
"063",2013,"10-14",435,212,223,
"063",2013,"15-19",429,225,204,
"063",2013,"20-24",359,196,163,
"063",2013,"25-29",567,319,248,
"063",2013,"30-34",481,258,223,
"063",2013,"35-39",403,220,183,
"063",2013,"40-44",454,245,209,
"063",2013,"45-49",484,245,239,
"063",2013,"50-54",680,381,299,
"063",2013,"55-59",617,314,303,
"063",2013,"60-64",440,243,197,
"063",2013,"65-69",297,157,140,
"063",2013,"70-74",136,64,72,
"063",2013,"75-79",76,44,32,
"063",2013,"80-84",46,17,29,
"063",2013,"85-89",20,10,10,
"063",2013,"90+",9,1,8,
"066",2013,"0-4",174,94,80,
"066",2013,"5-9",205,111,94,
"066",2013,"10-14",250,115,135,
"066",2013,"15-19",190,91,99,
"066",2013,"20-24",124,69,55,
"066",2013,"25-29",141,74,67,
"066",2013,"30-34",176,80,96,
"066",2013,"35-39",162,78,84,
"066",2013,"40-44",146,84,62,
"066",2013,"45-49",200,106,94,
"066",2013,"50-54",278,146,132,
"066",2013,"55-59",290,160,130,
"066",2013,"60-64",269,166,103,
"066",2013,"65-69",156,91,65,
"066",2013,"70-74",98,54,44,
"066",2013,"75-79",58,34,24,
"066",2013,"80-84",23,13,10,
"066",2013,"85-89",18,4,14,
"066",2013,"90+",9,3,6,
"068",2013,"0-4",104,59,45,
"068",2013,"5-9",104,61,43,
"068",2013,"10-14",108,48,60,
"068",2013,"15-19",89,42,47,
"068",2013,"20-24",47,23,24,
"068",2013,"25-29",78,35,43,
"068",2013,"30-34",143,70,73,
"068",2013,"35-39",128,61,67,
"068",2013,"40-44",137,79,58,
"068",2013,"45-49",163,81,82,
"068",2013,"50-54",167,105,62,
"068",2013,"55-59",165,90,75,
"068",2013,"60-64",186,126,60,
"068",2013,"65-69",66,38,28,
"068",2013,"70-74",51,33,18,
"068",2013,"75-79",25,13,12,
"068",2013,"80-84",18,12,6,
"068",2013,"85-89",2,2,0,
"068",2013,"90+",0,0,0,
"070",2013,"0-4",495,240,255,
"070",2013,"5-9",441,238,203,
"070",2013,"10-14",416,218,198,
"070",2013,"15-19",433,223,210,
"070",2013,"20-24",392,199,193,
"070",2013,"25-29",381,200,181,
"070",2013,"30-34",295,154,141,
"070",2013,"35-39",251,126,125,
"070",2013,"40-44",234,122,112,
"070",2013,"45-49",302,142,160,
"070",2013,"50-54",351,187,164,
"070",2013,"55-59",362,193,169,
"070",2013,"60-64",279,149,130,
"070",2013,"65-69",136,70,66,
"070",2013,"70-74",125,60,65,
"070",2013,"75-79",55,34,21,
"070",2013,"80-84",55,29,26,
"070",2013,"85-89",18,7,11,
"070",2013,"90+",8,5,3,
"090",2013,"0-4",7563,3898,3665,
"090",2013,"5-9",7305,3766,3539,
"090",2013,"10-14",6597,3429,3168,
"090",2013,"15-19",6209,3295,2914,
"090",2013,"20-24",9584,5467,4117,
"090",2013,"25-29",8964,4811,4153,
"090",2013,"30-34",8112,4363,3749,
"090",2013,"35-39",6509,3346,3163,
"090",2013,"40-44",6176,3276,2900,
"090",2013,"45-49",5835,2907,2928,
"090",2013,"50-54",6875,3509,3366,
"090",2013,"55-59",6769,3407,3362,
"090",2013,"60-64",5507,3021,2486,
"090",2013,"65-69",3462,1865,1597,
"090",2013,"70-74",2082,1057,1025,
"090",2013,"75-79",1116,586,530,
"090",2013,"80-84",756,336,420,
"090",2013,"85-89",467,176,291,
"090",2013,"90+",206,60,146,
"100",2013,"0-4",115,62,53,
"100",2013,"5-9",143,66,77,
"100",2013,"10-14",130,74,56,
"100",2013,"15-19",134,65,69,
"100",2013,"20-24",73,44,29,
"100",2013,"25-29",126,65,61,
"100",2013,"30-34",142,61,81,
"100",2013,"35-39",141,73,68,
"100",2013,"40-44",159,75,84,
"100",2013,"45-49",171,90,81,
"100",2013,"50-54",237,118,119,
"100",2013,"55-59",273,139,134,
"100",2013,"60-64",255,127,128,
"100",2013,"65-69",183,95,88,
"100",2013,"70-74",93,44,49,
"100",2013,"75-79",60,23,37,
"100",2013,"80-84",55,21,34,
"100",2013,"85-89",23,13,10,
"100",2013,"90+",19,8,11,
"105",2013,"0-4",144,84,60,
"105",2013,"5-9",122,62,60,
"105",2013,"10-14",115,39,76,
"105",2013,"15-19",102,54,48,
"105",2013,"20-24",81,49,32,
"105",2013,"25-29",124,68,56,
"105",2013,"30-34",113,57,56,
"105",2013,"35-39",123,55,68,
"105",2013,"40-44",116,72,44,
"105",2013,"45-49",137,71,66,
"105",2013,"50-54",218,111,107,
"105",2013,"55-59",211,114,97,
"105",2013,"60-64",239,125,114,
"105",2013,"65-69",141,96,45,
"105",2013,"70-74",94,52,42,
"105",2013,"75-79",65,43,22,
"105",2013,"80-84",22,14,8,
"105",2013,"85-89",10,2,8,
"105",2013,"90+",6,4,2,
"110",2013,"0-4",2014,1037,977,
"110",2013,"5-9",2122,1050,1072,
"110",2013,"10-14",2072,1071,1001,
"110",2013,"15-19",2022,1078,944,
"110",2013,"20-24",2073,1043,1030,
"110",2013,"25-29",2530,1276,1254,
"110",2013,"30-34",2441,1270,1171,
"110",2013,"35-39",2090,1053,1037,
"110",2013,"40-44",2225,1127,1098,
"110",2013,"45-49",2375,1206,1169,
"110",2013,"50-54",2902,1515,1387,
"110",2013,"55-59",2650,1343,1307,
"110",2013,"60-64",2197,1118,1079,
"110",2013,"65-69",1401,732,669,
"110",2013,"70-74",810,395,415,
"110",2013,"75-79",471,205,266,
"110",2013,"80-84",289,121,168,
"110",2013,"85-89",188,72,116,
"110",2013,"90+",91,26,65,
"122",2013,"0-4",3573,1795,1778,
"122",2013,"5-9",3546,1774,1772,
"122",2013,"10-14",3726,1832,1894,
"122",2013,"15-19",3677,1946,1731,
"122",2013,"20-24",2997,1667,1330,
"122",2013,"25-29",3274,1772,1502,
"122",2013,"30-34",3393,1748,1645,
"122",2013,"35-39",3263,1736,1527,
"122",2013,"40-44",3488,1854,1634,
"122",2013,"45-49",3675,1853,1822,
"122",2013,"50-54",4732,2434,2298,
"122",2013,"55-59",5255,2620,2635,
"122",2013,"60-64",4533,2437,2096,
"122",2013,"65-69",3117,1708,1409,
"122",2013,"70-74",2076,1101,975,
"122",2013,"75-79",1187,605,582,
"122",2013,"80-84",723,353,370,
"122",2013,"85-89",437,178,259,
"122",2013,"90+",237,85,152,
"130",2013,"0-4",870,423,447,
"130",2013,"5-9",882,470,412,
"130",2013,"10-14",887,465,422,
"130",2013,"15-19",891,458,433,
"130",2013,"20-24",857,462,395,
"130",2013,"25-29",905,473,432,
"130",2013,"30-34",903,474,429,
"130",2013,"35-39",823,392,431,
"130",2013,"40-44",839,403,436,
"130",2013,"45-49",941,474,467,
"130",2013,"50-54",1176,630,546,
"130",2013,"55-59",1210,613,597,
"130",2013,"60-64",955,481,474,
"130",2013,"65-69",677,339,338,
"130",2013,"70-74",433,229,204,
"130",2013,"75-79",258,140,118,
"130",2013,"80-84",169,72,97,
"130",2013,"85-89",100,48,52,
"130",2013,"90+",71,22,49,
"150",2013,"0-4",1117,566,551,
"150",2013,"5-9",981,497,484,
"150",2013,"10-14",1051,548,503,
"150",2013,"15-19",957,505,452,
"150",2013,"20-24",988,555,433,
"150",2013,"25-29",1111,605,506,
"150",2013,"30-34",1054,540,514,
"150",2013,"35-39",856,444,412,
"150",2013,"40-44",809,410,399,
"150",2013,"45-49",935,490,445,
"150",2013,"50-54",1030,554,476,
"150",2013,"55-59",1079,584,495,
"150",2013,"60-64",723,392,331,
"150",2013,"65-69",505,250,255,
"150",2013,"70-74",290,150,140,
"150",2013,"75-79",162,81,81,
"150",2013,"80-84",98,40,58,
"150",2013,"85-89",50,16,34,
"150",2013,"90+",27,12,15,
"158",2013,"0-4",954,519,435,
"158",2013,"5-9",885,466,419,
"158",2013,"10-14",870,439,431,
"158",2013,"15-19",789,407,382,
"158",2013,"20-24",821,434,387,
"158",2013,"25-29",638,327,311,
"158",2013,"30-34",424,228,196,
"158",2013,"35-39",381,208,173,
"158",2013,"40-44",367,176,191,
"158",2013,"45-49",416,222,194,
"158",2013,"50-54",398,214,184,
"158",2013,"55-59",332,192,140,
"158",2013,"60-64",245,131,114,
"158",2013,"65-69",185,103,82,
"158",2013,"70-74",90,44,46,
"158",2013,"75-79",83,33,50,
"158",2013,"80-84",49,20,29,
"158",2013,"85-89",16,4,12,
"158",2013,"90+",9,5,4,
"164",2013,"0-4",156,84,72,
"164",2013,"5-9",149,80,69,
"164",2013,"10-14",106,47,59,
"164",2013,"15-19",128,72,56,
"164",2013,"20-24",132,63,69,
"164",2013,"25-29",129,69,60,
"164",2013,"30-34",133,70,63,
"164",2013,"35-39",105,51,54,
"164",2013,"40-44",56,35,21,
"164",2013,"45-49",107,58,49,
"164",2013,"50-54",144,88,56,
"164",2013,"55-59",127,73,54,
"164",2013,"60-64",84,41,43,
"164",2013,"65-69",57,35,22,
"164",2013,"70-74",42,20,22,
"164",2013,"75-79",19,11,8,
"164",2013,"80-84",17,12,5,
"164",2013,"85-89",6,1,5,
"164",2013,"90+",3,1,2,
"170",2013,"0-4",7186,3718,3468,
"170",2013,"5-9",7950,4060,3890,
"170",2013,"10-14",7528,3905,3623,
"170",2013,"15-19",7043,3765,3278,
"170",2013,"20-24",5398,2842,2556,
"170",2013,"25-29",6155,3040,3115,
"170",2013,"30-34",6501,3255,3246,
"170",2013,"35-39",6051,3142,2909,
"170",2013,"40-44",6509,3294,3215,
"170",2013,"45-49",6398,3325,3073,
"170",2013,"50-54",7507,3845,3662,
"170",2013,"55-59",7074,3719,3355,
"170",2013,"60-64",5692,2918,2774,
"170",2013,"65-69",3620,1871,1749,
"170",2013,"70-74",2383,1287,1096,
"170",2013,"75-79",1389,703,686,
"170",2013,"80-84",894,432,462,
"170",2013,"85-89",482,182,300,
"170",2013,"90+",188,62,126,
"180",2013,"0-4",1053,564,489,
"180",2013,"5-9",949,486,463,
"180",2013,"10-14",920,474,446,
"180",2013,"15-19",766,417,349,
"180",2013,"20-24",832,435,397,
"180",2013,"25-29",767,407,360,
"180",2013,"30-34",629,333,296,
"180",2013,"35-39",578,298,280,
"180",2013,"40-44",527,291,236,
"180",2013,"45-49",542,302,240,
"180",2013,"50-54",640,352,288,
"180",2013,"55-59",549,288,261,
"180",2013,"60-64",458,250,208,
"180",2013,"65-69",290,176,114,
"180",2013,"70-74",144,85,59,
"180",2013,"75-79",116,46,70,
"180",2013,"80-84",76,33,43,
"180",2013,"85-89",27,14,13,
"180",2013,"90+",11,4,7,
"185",2013,"0-4",775,373,402,
"185",2013,"5-9",745,397,348,
"185",2013,"10-14",621,319,302,
"185",2013,"15-19",537,296,241,
"185",2013,"20-24",795,457,338,
"185",2013,"25-29",858,523,335,
"185",2013,"30-34",789,519,270,
"185",2013,"35-39",635,436,199,
"185",2013,"40-44",521,337,184,
"185",2013,"45-49",806,579,227,
"185",2013,"50-54",886,571,315,
"185",2013,"55-59",927,678,249,
"185",2013,"60-64",542,381,161,
"185",2013,"65-69",217,146,71,
"185",2013,"70-74",93,54,39,
"185",2013,"75-79",62,24,38,
"185",2013,"80-84",45,21,24,
"185",2013,"85-89",17,8,9,
"185",2013,"90+",5,2,3,
"188",2013,"0-4",895,483,412,
"188",2013,"5-9",781,398,383,
"188",2013,"10-14",713,345,368,
"188",2013,"15-19",632,319,313,
"188",2013,"20-24",720,401,319,
"188",2013,"25-29",622,324,298,
"188",2013,"30-34",546,303,243,
"188",2013,"35-39",388,218,170,
"188",2013,"40-44",389,206,183,
"188",2013,"45-49",441,264,177,
"188",2013,"50-54",466,266,200,
"188",2013,"55-59",402,237,165,
"188",2013,"60-64",298,181,117,
"188",2013,"65-69",207,98,109,
"188",2013,"70-74",116,65,51,
"188",2013,"75-79",84,40,44,
"188",2013,"80-84",62,19,43,
"188",2013,"85-89",39,12,27,
"188",2013,"90+",8,1,7,
"195",2013,"0-4",240,116,124,
"195",2013,"5-9",165,81,84,
"195",2013,"10-14",221,112,109,
"195",2013,"15-19",174,100,74,
"195",2013,"20-24",141,64,77,
"195",2013,"25-29",200,91,109,
"195",2013,"30-34",192,103,89,
"195",2013,"35-39",176,88,88,
"195",2013,"40-44",204,103,101,
"195",2013,"45-49",218,116,102,
"195",2013,"50-54",241,121,120,
"195",2013,"55-59",297,146,151,
"195",2013,"60-64",272,153,119,
"195",2013,"65-69",208,128,80,
"195",2013,"70-74",106,60,46,
"195",2013,"75-79",61,35,26,
"195",2013,"80-84",43,15,28,
"195",2013,"85-89",30,16,14,
"195",2013,"90+",13,5,8,
"198",2013,"0-4",459,202,257,
"198",2013,"5-9",482,258,224,
"198",2013,"10-14",452,243,209,
"198",2013,"15-19",404,224,180,
"198",2013,"20-24",341,204,137,
"198",2013,"25-29",343,177,166,
"198",2013,"30-34",394,213,181,
"198",2013,"35-39",374,190,184,
"198",2013,"40-44",400,193,207,
"198",2013,"45-49",469,274,195,
"198",2013,"50-54",580,317,263,
"198",2013,"55-59",557,301,256,
"198",2013,"60-64",501,296,205,
"198",2013,"65-69",344,205,139,
"198",2013,"70-74",196,115,81,
"198",2013,"75-79",121,78,43,
"198",2013,"80-84",67,26,41,
"198",2013,"85-89",18,10,8,
"198",2013,"90+",13,9,4,
"220",2013,"0-4",585,281,304,
"220",2013,"5-9",604,335,269,
"220",2013,"10-14",563,297,266,
"220",2013,"15-19",515,258,257,
"220",2013,"20-24",484,242,242,
"220",2013,"25-29",620,256,364,
"220",2013,"30-34",654,337,317,
"220",2013,"35-39",614,330,284,
"220",2013,"40-44",579,281,298,
"220",2013,"45-49",549,287,262,
"220",2013,"50-54",701,366,335,
"220",2013,"55-59",774,370,404,
"220",2013,"60-64",632,332,300,
"220",2013,"65-69",403,206,197,
"220",2013,"70-74",262,133,129,
"220",2013,"75-79",240,100,140,
"220",2013,"80-84",125,52,73,
"220",2013,"85-89",102,29,73,
"220",2013,"90+",60,14,46,
"230",2013,"0-4",60,27,33,
"230",2013,"5-9",44,28,16,
"230",2013,"10-14",26,12,14,
"230",2013,"15-19",23,13,10,
"230",2013,"20-24",48,21,27,
"230",2013,"25-29",67,33,34,
"230",2013,"30-34",101,55,46,
"230",2013,"35-39",73,35,38,
"230",2013,"40-44",80,45,35,
"230",2013,"45-49",82,43,39,
"230",2013,"50-54",72,38,34,
"230",2013,"55-59",104,61,43,
"230",2013,"60-64",82,49,33,
"230",2013,"65-69",60,27,33,
"230",2013,"70-74",29,13,16,
"230",2013,"75-79",21,5,16,
"230",2013,"80-84",5,2,3,
"230",2013,"85-89",3,2,1,
"230",2013,"90+",3,1,2,
"240",2013,"0-4",469,225,244,
"240",2013,"5-9",542,293,249,
"240",2013,"10-14",540,297,243,
"240",2013,"15-19",452,248,204,
"240",2013,"20-24",392,200,192,
"240",2013,"25-29",399,220,179,
"240",2013,"30-34",539,297,242,
"240",2013,"35-39",421,238,183,
"240",2013,"40-44",441,249,192,
"240",2013,"45-49",499,287,212,
"240",2013,"50-54",534,308,226,
"240",2013,"55-59",598,319,279,
"240",2013,"60-64",466,289,177,
"240",2013,"65-69",315,193,122,
"240",2013,"70-74",240,134,106,
"240",2013,"75-79",120,66,54,
"240",2013,"80-84",63,35,28,
"240",2013,"85-89",44,12,32,
"240",2013,"90+",19,4,15,
"275",2013,"0-4",146,63,83,
"275",2013,"5-9",150,71,79,
"275",2013,"10-14",156,84,72,
"275",2013,"15-19",141,76,65,
"275",2013,"20-24",96,45,51,
"275",2013,"25-29",147,66,81,
"275",2013,"30-34",113,62,51,
"275",2013,"35-39",90,43,47,
"275",2013,"40-44",123,57,66,
"275",2013,"45-49",170,93,77,
"275",2013,"50-54",208,103,105,
"275",2013,"55-59",271,151,120,
"275",2013,"60-64",220,114,106,
"275",2013,"65-69",149,78,71,
"275",2013,"70-74",104,57,47,
"275",2013,"75-79",94,52,42,
"275",2013,"80-84",48,23,25,
"275",2013,"85-89",13,2,11,
"275",2013,"90+",18,11,7,
"282",2013,"0-4",36,16,20,
"282",2013,"5-9",30,17,13,
"282",2013,"10-14",38,15,23,
"282",2013,"15-19",39,23,16,
"282",2013,"20-24",38,22,16,
"282",2013,"25-29",26,16,10,
"282",2013,"30-34",36,19,17,
"282",2013,"35-39",37,20,17,
"282",2013,"40-44",41,23,18,
"282",2013,"45-49",56,32,24,
"282",2013,"50-54",47,32,15,
"282",2013,"55-59",48,27,21,
"282",2013,"60-64",60,37,23,
"282",2013,"65-69",38,17,21,
"282",2013,"70-74",19,16,3,
"282",2013,"75-79",11,4,7,
"282",2013,"80-84",13,1,12,
"282",2013,"85-89",5,1,4,
"282",2013,"90+",1,0,1,
"290",2013,"0-4",459,244,215,
"290",2013,"5-9",419,231,188,
"290",2013,"10-14",445,220,225,
"290",2013,"15-19",395,222,173,
"290",2013,"20-24",346,185,161,
"290",2013,"25-29",372,196,176,
"290",2013,"30-34",358,219,139,
"290",2013,"35-39",319,157,162,
"290",2013,"40-44",258,120,138,
"290",2013,"45-49",332,184,148,
"290",2013,"50-54",443,236,207,
"290",2013,"55-59",467,261,206,
"290",2013,"60-64",396,221,175,
"290",2013,"65-69",253,142,111,
"290",2013,"70-74",156,87,69,
"290",2013,"75-79",95,56,39,
"290",2013,"80-84",86,38,48,
"290",2013,"85-89",39,24,15,
"290",2013,"90+",11,4,7,
"000",2014,"0-4",53438,27251,26187,
"000",2014,"5-9",53989,28020,25969,
"000",2014,"10-14",51222,26307,24915,
"000",2014,"15-19",48490,25338,23152,
"000",2014,"20-24",54487,29567,24920,
"000",2014,"25-29",57726,30205,27521,
"000",2014,"30-34",55925,28954,26971,
"000",2014,"35-39",46612,24100,22512,
"000",2014,"40-44",45168,23349,21819,
"000",2014,"45-49",46326,23939,22387,
"000",2014,"50-54",54556,28372,26184,
"000",2014,"55-59",53628,27545,26083,
"000",2014,"60-64",44282,23307,20975,
"000",2014,"65-69",29660,15659,14001,
"000",2014,"70-74",18028,9205,8823,
"000",2014,"75-79",10760,5265,5495,
"000",2014,"80-84",6883,3077,3806,
"000",2014,"85-89",3817,1478,2339,
"000",2014,"90+",2056,687,1369,
"013",2014,"0-4",108,53,55,
"013",2014,"5-9",98,49,49,
"013",2014,"10-14",79,39,40,
"013",2014,"15-19",115,64,51,
"013",2014,"20-24",222,160,62,
"013",2014,"25-29",216,162,54,
"013",2014,"30-34",306,203,103,
"013",2014,"35-39",249,162,87,
"013",2014,"40-44",226,174,52,
"013",2014,"45-49",304,216,88,
"013",2014,"50-54",417,261,156,
"013",2014,"55-59",351,221,130,
"013",2014,"60-64",176,108,68,
"013",2014,"65-69",124,82,42,
