"Borough/Census Area FIPS","Year","Age","Total","Male","Female","Data from: https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/estimates/data/AgeBySexBCA_2000to2010.xls via https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/index.cfm March 2023 "
"150",2005,"85+",70,31,39,
"164",2005,"0-4",106,54,52,
"164",2005,"5-9",140,62,78,
"164",2005,"10-14",190,103,87,
"164",2005,"15-19",185,90,95,
"164",2005,"20-24",139,78,61,
"164",2005,"25-29",53,25,28,
"164",2005,"30-34",77,41,36,
"164",2005,"35-39",91,50,41,
"164",2005,"40-44",144,85,59,
"164",2005,"45-49",162,92,70,
"164",2005,"50-54",114,60,54,
"164",2005,"55-59",70,40,30,
"164",2005,"60-64",74,38,36,
"164",2005,"65-69",39,26,13,
"164",2005,"70-74",28,14,14,
"164",2005,"75-79",17,11,6,
"164",2005,"80-84",11,6,5,
"164",2005,"85+",7,1,6,
"170",2005,"0-4",4965,2564,2401,
"170",2005,"5-9",5542,2847,2695,
"170",2005,"10-14",6832,3463,3369,
"170",2005,"15-19",7024,3672,3352,
"170",2005,"20-24",4949,2687,2262,
"170",2005,"25-29",3250,1633,1617,
"170",2005,"30-34",4690,2305,2385,
"170",2005,"35-39",5393,2706,2687,
"170",2005,"40-44",6568,3309,3259,
"170",2005,"45-49",7172,3791,3381,
"170",2005,"50-54",6230,3261,2969,
"170",2005,"55-59",4239,2309,1930,
"170",2005,"60-64",2927,1567,1360,
"170",2005,"65-69",1901,1001,900,
"170",2005,"70-74",1359,686,673,
"170",2005,"75-79",924,479,445,
"170",2005,"80-84",535,236,299,
"170",2005,"85+",371,128,243,
"180",2005,"0-4",1019,532,487,
"180",2005,"5-9",712,389,323,
"180",2005,"10-14",1065,555,510,
"180",2005,"15-19",957,494,463,
"180",2005,"20-24",706,382,324,
"180",2005,"25-29",550,307,243,
"180",2005,"30-34",641,326,315,
"180",2005,"35-39",581,338,243,
"180",2005,"40-44",702,399,303,
"180",2005,"45-49",656,357,299,
"180",2005,"50-54",602,342,260,
"180",2005,"55-59",439,269,170,
"180",2005,"60-64",288,148,140,
"180",2005,"65-69",183,108,75,
"180",2005,"70-74",130,74,56,
"180",2005,"75-79",112,44,68,
"180",2005,"80-84",64,32,32,
"180",2005,"85+",41,14,27,
"185",2005,"0-4",721,373,348,
"185",2005,"5-9",588,342,246,
"185",2005,"10-14",690,325,365,
"185",2005,"15-19",764,419,345,
"185",2005,"20-24",572,307,265,
"185",2005,"25-29",323,152,171,
"185",2005,"30-34",413,232,181,
"185",2005,"35-39",450,246,204,
"185",2005,"40-44",517,282,235,
"185",2005,"45-49",566,302,264,
"185",2005,"50-54",421,241,180,
"185",2005,"55-59",339,194,145,
"185",2005,"60-64",195,103,92,
"185",2005,"65-69",116,66,50,
"185",2005,"70-74",74,37,37,
"185",2005,"75-79",50,20,30,
"185",2005,"80-84",40,12,28,
"185",2005,"85+",18,8,10,
"188",2005,"0-4",763,397,366,
"188",2005,"5-9",712,367,345,
"188",2005,"10-14",796,406,390,
"188",2005,"15-19",855,433,422,
"188",2005,"20-24",620,328,292,
"188",2005,"25-29",417,215,202,
"188",2005,"30-34",470,257,213,
"188",2005,"35-39",483,283,200,
"188",2005,"40-44",495,272,223,
"188",2005,"45-49",466,280,186,
"188",2005,"50-54",412,236,176,
"188",2005,"55-59",299,177,122,
"188",2005,"60-64",184,96,88,
"188",2005,"65-69",114,69,45,
"188",2005,"70-74",123,56,67,
"188",2005,"75-79",86,38,48,
"188",2005,"80-84",40,12,28,
"188",2005,"85+",25,9,16,
"195",2005,"0-4",235,124,111,
"195",2005,"5-9",303,159,144,
"195",2005,"10-14",331,168,163,
"195",2005,"15-19",386,197,189,
"195",2005,"20-24",206,120,86,
"195",2005,"25-29",148,73,75,
"195",2005,"30-34",243,129,114,
"195",2005,"35-39",320,169,151,
"195",2005,"40-44",297,147,150,
"195",2005,"45-49",429,212,217,
"195",2005,"50-54",357,200,157,
"195",2005,"55-59",302,162,140,
"195",2005,"60-64",199,113,86,
"195",2005,"65-69",121,72,49,
"195",2005,"70-74",66,35,31,
"195",2005,"75-79",83,39,44,
"195",2005,"80-84",65,30,35,
"195",2005,"85+",36,18,18,
"198",2005,"0-4",323,165,158,
"198",2005,"5-9",441,229,212,
"198",2005,"10-14",465,255,210,
"198",2005,"15-19",467,242,225,
"198",2005,"20-24",358,202,156,
"198",2005,"25-29",164,98,66,
"198",2005,"30-34",301,147,154,
"198",2005,"35-39",357,181,176,
"198",2005,"40-44",492,260,232,
"198",2005,"45-49",547,315,232,
"198",2005,"50-54",519,297,222,
"198",2005,"55-59",401,232,169,
"198",2005,"60-64",298,181,117,
"198",2005,"65-69",180,112,68,
"198",2005,"70-74",105,71,34,
"198",2005,"75-79",74,40,34,
"198",2005,"80-84",41,18,23,
"198",2005,"85+",13,5,8,
"220",2005,"0-4",625,344,281,
"220",2005,"5-9",558,314,244,
"220",2005,"10-14",667,326,341,
"220",2005,"15-19",683,333,350,
"220",2005,"20-24",591,333,258,
"220",2005,"25-29",543,278,265,
"220",2005,"30-34",574,281,293,
"220",2005,"35-39",668,350,318,
"220",2005,"40-44",702,372,330,
"220",2005,"45-49",808,402,406,
"220",2005,"50-54",751,385,366,
"220",2005,"55-59",560,292,268,
"220",2005,"60-64",382,218,164,
"220",2005,"65-69",305,153,152,
"220",2005,"70-74",218,99,119,
"220",2005,"75-79",148,74,74,
"220",2005,"80-84",113,42,71,
"220",2005,"85+",94,25,69,
"230",2005,"0-4",27,12,15,
"230",2005,"5-9",35,16,19,
"230",2005,"10-14",59,27,32,
"230",2005,"15-19",30,18,12,
"230",2005,"20-24",25,13,12,
"230",2005,"25-29",57,28,29,
"230",2005,"30-34",103,45,58,
"230",2005,"35-39",69,43,26,
"230",2005,"40-44",81,46,35,
"230",2005,"45-49",73,40,33,
"230",2005,"50-54",104,65,39,
"230",2005,"55-59",83,42,41,
"230",2005,"60-64",56,25,31,
"230",2005,"65-69",26,17,9,
"230",2005,"70-74",18,11,7,
"230",2005,"75-79",15,4,11,
"230",2005,"80-84",9,3,6,
"230",2005,"85+",5,3,2,
"240",2005,"0-4",366,166,200,
"240",2005,"5-9",448,235,213,
"240",2005,"10-14",547,274,273,
"240",2005,"15-19",615,286,329,
"240",2005,"20-24",387,219,168,
"240",2005,"25-29",190,93,97,
"240",2005,"30-34",372,178,194,
"240",2005,"35-39",374,180,194,
"240",2005,"40-44",511,266,245,
"240",2005,"45-49",575,315,260,
"240",2005,"50-54",550,292,258,
"240",2005,"55-59",445,255,190,
"240",2005,"60-64",318,191,127,
"240",2005,"65-69",226,135,91,
"240",2005,"70-74",118,61,57,
"240",2005,"75-79",92,44,48,
"240",2005,"80-84",34,19,15,
"240",2005,"85+",31,6,25,
"261",2005,"0-4",667,337,330,
"261",2005,"5-9",687,334,353,
"261",2005,"10-14",816,438,378,
"261",2005,"15-19",946,503,443,
"261",2005,"20-24",584,307,277,
"261",2005,"25-29",405,258,147,
"261",2005,"30-34",553,242,311,
"261",2005,"35-39",713,382,331,
"261",2005,"40-44",905,488,417,
"261",2005,"45-49",1072,547,525,
"261",2005,"50-54",999,565,434,
"261",2005,"55-59",775,436,339,
"261",2005,"60-64",402,251,151,
"261",2005,"65-69",244,131,113,
"261",2005,"70-74",156,84,72,
"261",2005,"75-79",137,72,65,
"261",2005,"80-84",66,26,40,
"261",2005,"85+",50,18,32,
"270",2005,"0-4",966,512,454,
"270",2005,"5-9",625,338,287,
"270",2005,"10-14",1021,540,481,
"270",2005,"15-19",1005,507,498,
"270",2005,"20-24",597,312,285,
"270",2005,"25-29",319,152,167,
"270",2005,"30-34",423,214,209,
"270",2005,"35-39",460,246,214,
"270",2005,"40-44",406,215,191,
"270",2005,"45-49",427,231,196,
"270",2005,"50-54",281,152,129,
"270",2005,"55-59",260,149,111,
"270",2005,"60-64",173,88,85,
"270",2005,"65-69",119,60,59,
"270",2005,"70-74",116,53,63,
"270",2005,"75-79",64,27,37,
"270",2005,"80-84",50,27,23,
"270",2005,"85+",20,8,12,
"275",2005,"0-4",114,55,59,
"275",2005,"5-9",144,75,69,
"275",2005,"10-14",170,89,81,
"275",2005,"15-19",215,121,94,
"275",2005,"20-24",89,49,40,
"275",2005,"25-29",35,21,14,
"275",2005,"30-34",84,34,50,
"275",2005,"35-39",125,59,66,
"275",2005,"40-44",158,75,83,
"275",2005,"45-49",244,129,115,
"275",2005,"50-54",229,128,101,
"275",2005,"55-59",178,90,88,
"275",2005,"60-64",148,83,65,
"275",2005,"65-69",111,65,46,
"275",2005,"70-74",77,41,36,
"275",2005,"75-79",65,33,32,
"275",2005,"80-84",34,15,19,
"275",2005,"85+",38,14,24,
"282",2005,"0-4",33,18,15,
"282",2005,"5-9",38,20,18,
"282",2005,"10-14",77,46,31,
"282",2005,"15-19",51,24,27,
"282",2005,"20-24",42,29,13,
"282",2005,"25-29",17,12,5,
"282",2005,"30-34",36,19,17,
"282",2005,"35-39",61,36,25,
"282",2005,"40-44",71,47,24,
"282",2005,"45-49",74,51,23,
"282",2005,"50-54",74,48,26,
"282",2005,"55-59",51,29,22,
"282",2005,"60-64",29,22,7,
"282",2005,"65-69",20,10,10,
"282",2005,"70-74",14,8,6,
"282",2005,"75-79",11,5,6,
"282",2005,"80-84",8,3,5,
"282",2005,"85+",1,0,1,
"290",2005,"0-4",409,216,193,
"290",2005,"5-9",441,225,216,
"290",2005,"10-14",597,309,288,
"290",2005,"15-19",719,400,319,
"290",2005,"20-24",423,233,190,
"290",2005,"25-29",231,161,70,
"290",2005,"30-34",304,160,144,
"290",2005,"35-39",340,176,164,
"290",2005,"40-44",470,240,230,
"290",2005,"45-49",490,268,222,
"290",2005,"50-54",502,277,225,
"290",2005,"55-59",379,220,159,
"290",2005,"60-64",257,150,107,
"290",2005,"65-69",156,87,69,
"290",2005,"70-74",128,68,60,
"290",2005,"75-79",115,61,54,
"290",2005,"80-84",49,27,22,
"290",2005,"85+",32,19,13,
"000",2006,"0-4",50106,25736,24370,
"000",2006,"5-9",47865,24542,23323,
"000",2006,"10-14",53946,27602,26344,
"000",2006,"15-19",55933,28837,27096,
"000",2006,"20-24",51605,28011,23594,
"000",2006,"25-29",43222,22990,20232,
"000",2006,"30-34",45946,23529,22417,
"000",2006,"35-39",47480,24431,23049,
"000",2006,"40-44",53923,27760,26163,
"000",2006,"45-49",57621,29500,28121,
"000",2006,"50-54",53885,28120,25765,
"000",2006,"55-59",42627,23060,19567,
"000",2006,"60-64",26024,13735,12289,
"000",2006,"65-69",16140,8529,7611,
"000",2006,"70-74",10864,5331,5533,
"000",2006,"75-79",8290,3899,4391,
"000",2006,"80-84",5237,2192,3045,
"000",2006,"85+",3869,1341,2528,
"013",2006,"0-4",73,33,40,
"013",2006,"5-9",77,33,44,
"013",2006,"10-14",79,31,48,
"013",2006,"15-19",100,57,43,
"013",2006,"20-24",170,119,51,
"013",2006,"25-29",256,181,75,
"013",2006,"30-34",139,88,51,
"013",2006,"35-39",261,192,69,
"013",2006,"40-44",378,276,102,
"013",2006,"45-49",343,229,114,
"013",2006,"50-54",277,174,103,
"013",2006,"55-59",251,164,87,
"013",2006,"60-64",108,63,45,
"013",2006,"65-69",55,34,21,
"013",2006,"70-74",14,9,5,
"013",2006,"75-79",13,9,4,
"013",2006,"80-84",11,7,4,
"013",2006,"85+",8,6,2,
"016",2006,"0-4",165,74,91,
"016",2006,"5-9",210,99,111,
"016",2006,"10-14",210,117,93,
"016",2006,"15-19",216,110,106,
"016",2006,"20-24",262,157,105,
"016",2006,"25-29",401,303,98,
"016",2006,"30-34",449,307,142,
"016",2006,"35-39",638,448,190,
"016",2006,"40-44",675,471,204,
"016",2006,"45-49",617,423,194,
"016",2006,"50-54",524,346,178,
"016",2006,"55-59",417,294,123,
"016",2006,"60-64",159,92,67,
"016",2006,"65-69",107,65,42,
"016",2006,"70-74",25,14,11,
"016",2006,"75-79",15,6,9,
"016",2006,"80-84",7,3,4,
"016",2006,"85+",8,1,7,
"020",2006,"0-4",21149,10948,10201,
"020",2006,"5-9",19978,10223,9755,
"020",2006,"10-14",21897,11192,10705,
"020",2006,"15-19",21618,11154,10464,
"020",2006,"20-24",22357,11844,10513,
"020",2006,"25-29",20985,10845,10140,
"020",2006,"30-34",20865,10656,10209,
"020",2006,"35-39",20666,10477,10189,
"020",2006,"40-44",22821,11405,11416,
"020",2006,"45-49",23592,11671,11921,
"020",2006,"50-54",21477,10909,10568,
"020",2006,"55-59",16982,8901,8081,
"020",2006,"60-64",10349,5305,5044,
"020",2006,"65-69",5895,2900,2995,
"020",2006,"70-74",4197,1939,2258,
"020",2006,"75-79",3277,1424,1853,
"020",2006,"80-84",2123,840,1283,
"020",2006,"85+",1603,531,1072,
"050",2006,"0-4",1918,981,937,
"050",2006,"5-9",1502,831,671,
"050",2006,"10-14",1891,993,898,
"050",2006,"15-19",1767,902,865,
"050",2006,"20-24",1320,710,610,
"050",2006,"25-29",934,491,443,
"050",2006,"30-34",1030,523,507,
"050",2006,"35-39",1060,567,493,
"050",2006,"40-44",1219,675,544,
"050",2006,"45-49",1098,605,493,
"050",2006,"50-54",956,543,413,
"050",2006,"55-59",727,407,320,
"050",2006,"60-64",516,270,246,
"050",2006,"65-69",310,157,153,
"050",2006,"70-74",241,115,126,
"050",2006,"75-79",167,88,79,
"050",2006,"80-84",103,49,54,
"050",2006,"85+",72,29,43,
"060",2006,"0-4",54,28,26,
"060",2006,"5-9",77,41,36,
"060",2006,"10-14",88,38,50,
"060",2006,"15-19",104,61,43,
"060",2006,"20-24",56,27,29,
"060",2006,"25-29",30,20,10,
"060",2006,"30-34",52,29,23,
"060",2006,"35-39",62,34,28,
"060",2006,"40-44",110,57,53,
"060",2006,"45-49",155,92,63,
"060",2006,"50-54",95,47,48,
"060",2006,"55-59",93,59,34,
"060",2006,"60-64",33,21,12,
"060",2006,"65-69",31,18,13,
"060",2006,"70-74",17,10,7,
"060",2006,"75-79",12,8,4,
"060",2006,"80-84",6,2,4,
"060",2006,"85+",2,1,1,
"068",2006,"0-4",95,54,41,
"068",2006,"5-9",87,53,34,
"068",2006,"10-14",110,53,57,
"068",2006,"15-19",134,77,57,
"068",2006,"20-24",56,30,26,
"068",2006,"25-29",57,40,17,
"068",2006,"30-34",138,73,65,
"068",2006,"35-39",131,79,52,
"068",2006,"40-44",154,87,67,
"068",2006,"45-49",231,133,98,
"068",2006,"50-54",210,126,84,
"068",2006,"55-59",153,94,59,
"068",2006,"60-64",77,55,22,
"068",2006,"65-69",62,39,23,
"068",2006,"70-74",17,11,6,
"068",2006,"75-79",11,7,4,
"068",2006,"80-84",4,3,1,
"068",2006,"85+",5,3,2,
"070",2006,"0-4",415,219,196,
"070",2006,"5-9",418,221,197,
"070",2006,"10-14",509,287,222,
"070",2006,"15-19",559,266,293,
"070",2006,"20-24",316,167,149,
"070",2006,"25-29",207,107,100,
"070",2006,"30-34",259,133,126,
"070",2006,"35-39",266,144,122,
"070",2006,"40-44",392,205,187,
"070",2006,"45-49",347,175,172,
"070",2006,"50-54",378,202,176,
"070",2006,"55-59",245,119,126,
"070",2006,"60-64",172,101,71,
"070",2006,"65-69",106,53,53,
"070",2006,"70-74",73,44,29,
"070",2006,"75-79",72,37,35,
"070",2006,"80-84",32,15,17,
"070",2006,"85+",21,10,11,
"090",2006,"0-4",7431,3805,3626,
"090",2006,"5-9",6418,3218,3200,
"090",2006,"10-14",6497,3299,3198,
"090",2006,"15-19",7062,3608,3454,
"090",2006,"20-24",8402,4773,3629,
"090",2006,"25-29",8751,4874,3877,
"090",2006,"30-34",6912,3623,3289,
"090",2006,"35-39",6130,3100,3030,
"090",2006,"40-44",6598,3350,3248,
"090",2006,"45-49",6716,3322,3394,
"090",2006,"50-54",6548,3367,3181,
"090",2006,"55-59",5342,2965,2377,
"090",2006,"60-64",3120,1668,1452,
"090",2006,"65-69",1910,1002,908,
"090",2006,"70-74",1180,605,575,
"090",2006,"75-79",897,447,450,
"090",2006,"80-84",600,245,355,
"090",2006,"85+",439,150,289,
"100",2006,"0-4",87,36,51,
"100",2006,"5-9",133,62,71,
"100",2006,"10-14",142,81,61,
"100",2006,"15-19",177,84,93,
"100",2006,"20-24",111,64,47,
"100",2006,"25-29",59,31,28,
"100",2006,"30-34",95,41,54,
"100",2006,"35-39",155,79,76,
"100",2006,"40-44",170,77,93,
"100",2006,"45-49",250,140,110,
"100",2006,"50-54",258,142,116,
"100",2006,"55-59",273,138,135,
"100",2006,"60-64",162,79,83,
"100",2006,"65-69",89,49,40,
"100",2006,"70-74",76,38,38,
"100",2006,"75-79",56,28,28,
"100",2006,"80-84",38,20,18,
"100",2006,"85+",26,9,17,
"105",2006,"0-4",108,59,49,
"105",2006,"5-9",114,50,64,
"105",2006,"10-14",162,90,72,
"105",2006,"15-19",182,87,95,
"105",2006,"20-24",127,75,52,
"105",2006,"25-29",71,41,30,
"105",2006,"30-34",90,49,41,
"105",2006,"35-39",112,68,44,
"105",2006,"40-44",188,96,92,
"105",2006,"45-49",201,116,85,
"105",2006,"50-54",220,112,108,
"105",2006,"55-59",220,127,93,
"105",2006,"60-64",143,87,56,
"105",2006,"65-69",110,65,45,
"105",2006,"70-74",57,41,16,
"105",2006,"75-79",36,21,15,
"105",2006,"80-84",20,12,8,
"105",2006,"85+",16,3,13,
"110",2006,"0-4",1920,977,943,
"110",2006,"5-9",1968,1000,968,
"110",2006,"10-14",2247,1137,1110,
"110",2006,"15-19",2418,1235,1183,
"110",2006,"20-24",2154,1145,1009,
"110",2006,"25-29",1573,757,816,
"110",2006,"30-34",2048,1025,1023,
"110",2006,"35-39",2297,1219,1078,
"110",2006,"40-44",2639,1305,1334,
"110",2006,"45-49",2905,1477,1428,
"110",2006,"50-54",2942,1473,1469,
"110",2006,"55-59",2422,1276,1146,
"110",2006,"60-64",1268,649,619,
"110",2006,"65-69",764,407,357,
"110",2006,"70-74",475,219,256,
"110",2006,"75-79",395,173,222,
"110",2006,"80-84",262,98,164,
"110",2006,"85+",246,85,161,
"122",2006,"0-4",3092,1528,1564,
"122",2006,"5-9",3314,1671,1643,
"122",2006,"10-14",4027,2070,1957,
"122",2006,"15-19",4461,2268,2193,
"122",2006,"20-24",3501,1973,1528,
"122",2006,"25-29",1508,862,646,
"122",2006,"30-34",2897,1501,1396,
"122",2006,"35-39",3260,1653,1607,
"122",2006,"40-44",4019,2094,1925,
"122",2006,"45-49",5013,2582,2431,
"122",2006,"50-54",5210,2701,2509,
"122",2006,"55-59",4022,2195,1827,
"122",2006,"60-64",2745,1458,1287,
"122",2006,"65-69",1823,1020,803,
"122",2006,"70-74",1250,644,606,
"122",2006,"75-79",910,456,454,
"122",2006,"80-84",573,261,312,
"122",2006,"85+",400,141,259,
"130",2006,"0-4",828,412,416,
"130",2006,"5-9",903,464,439,
"130",2006,"10-14",1019,529,490,
"130",2006,"15-19",1057,538,519,
"130",2006,"20-24",853,448,405,
"130",2006,"25-29",636,347,289,
"130",2006,"30-34",773,383,390,
"130",2006,"35-39",964,470,494,
"130",2006,"40-44",1110,603,507,
"130",2006,"45-49",1274,635,639,
"130",2006,"50-54",1151,601,550,
"130",2006,"55-59",1052,562,490,
"130",2006,"60-64",630,326,304,
"130",2006,"65-69",405,236,169,
"130",2006,"70-74",252,105,147,
"130",2006,"75-79",237,113,124,
"130",2006,"80-84",158,71,87,
"130",2006,"85+",137,51,86,
"150",2006,"0-4",1037,525,512,
"150",2006,"5-9",1140,588,552,
"150",2006,"10-14",1081,549,532,
"150",2006,"15-19",1190,644,546,
"150",2006,"20-24",832,472,360,
"150",2006,"25-29",784,440,344,
"150",2006,"30-34",886,467,419,
"150",2006,"35-39",1025,541,484,
"150",2006,"40-44",1142,576,566,
"150",2006,"45-49",1104,620,484,
"150",2006,"50-54",1043,579,464,
"150",2006,"55-59",764,403,361,
"150",2006,"60-64",435,229,206,
"150",2006,"65-69",285,157,128,
"150",2006,"70-74",227,120,107,
"150",2006,"75-79",113,52,61,
"150",2006,"80-84",63,28,35,
"150",2006,"85+",69,32,37,
"164",2006,"0-4",111,56,55,
"164",2006,"5-9",118,51,67,
"164",2006,"10-14",184,101,83,
"164",2006,"15-19",181,88,93,
"164",2006,"20-24",128,68,60,
"164",2006,"25-29",61,35,26,
"164",2006,"30-34",75,38,37,
"164",2006,"35-39",68,39,29,
"164",2006,"40-44",133,78,55,
"164",2006,"45-49",166,93,73,
"164",2006,"50-54",120,66,54,
"164",2006,"55-59",70,44,26,
"164",2006,"60-64",69,32,37,
"164",2006,"65-69",39,24,15,
"164",2006,"70-74",29,14,15,
"164",2006,"75-79",16,11,5,
"164",2006,"80-84",12,8,4,
"164",2006,"85+",9,1,8,
"170",2006,"0-4",5451,2828,2623,
"170",2006,"5-9",5690,2917,2773,
"170",2006,"10-14",6907,3505,3402,
"170",2006,"15-19",7127,3732,3395,
"170",2006,"20-24",5503,2971,2532,
"170",2006,"25-29",3496,1739,1757,
"170",2006,"30-34",4772,2348,2424,
"170",2006,"35-39",5618,2806,2812,
"170",2006,"40-44",6491,3311,3180,
"170",2006,"45-49",7342,3838,3504,
"170",2006,"50-54",6554,3456,3098,
"170",2006,"55-59",4777,2572,2205,
"170",2006,"60-64",3062,1617,1445,
"170",2006,"65-69",2089,1122,967,
"170",2006,"70-74",1363,690,673,
"170",2006,"75-79",1015,522,493,
"170",2006,"80-84",576,247,329,
"170",2006,"85+",396,140,256,
"180",2006,"0-4",1008,524,484,
"180",2006,"5-9",761,410,351,
"180",2006,"10-14",994,523,471,
"180",2006,"15-19",985,499,486,
"180",2006,"20-24",752,412,340,
"180",2006,"25-29",552,316,236,
"180",2006,"30-34",664,330,334,
"180",2006,"35-39",536,306,230,
"180",2006,"40-44",699,407,292,
"180",2006,"45-49",671,362,309,
"180",2006,"50-54",587,335,252,
"180",2006,"55-59",488,298,190,
"180",2006,"60-64",284,141,143,
"180",2006,"65-69",188,110,78,
"180",2006,"70-74",139,84,55,
"180",2006,"75-79",108,40,68,
"180",2006,"80-84",69,34,35,
"180",2006,"85+",36,16,20,
"185",2006,"0-4",733,378,355,
"185",2006,"5-9",561,330,231,
"185",2006,"10-14",616,286,330,
"185",2006,"15-19",759,408,351,
"185",2006,"20-24",617,334,283,
"185",2006,"25-29",320,158,162,
"185",2006,"30-34",391,221,170,
"185",2006,"35-39",408,220,188,
"185",2006,"40-44",521,287,234,
"185",2006,"45-49",528,279,249,
"185",2006,"50-54",444,250,194,
"185",2006,"55-59",366,214,152,
"185",2006,"60-64",195,105,90,
"185",2006,"65-69",123,72,51,
"185",2006,"70-74",74,36,38,
"185",2006,"75-79",48,18,30,
"185",2006,"80-84",36,13,23,
"185",2006,"85+",22,8,14,
"188",2006,"0-4",784,405,379,
"188",2006,"5-9",689,347,342,
"188",2006,"10-14",762,385,377,
"188",2006,"15-19",867,446,421,
"188",2006,"20-24",645,353,292,
"188",2006,"25-29",413,208,205,
"188",2006,"30-34",451,245,206,
"188",2006,"35-39",443,259,184,
"188",2006,"40-44",520,288,232,
"188",2006,"45-49",470,279,191,
"188",2006,"50-54",427,251,176,
"188",2006,"55-59",317,191,126,
"188",2006,"60-64",193,95,98,
"188",2006,"65-69",116,71,45,
"188",2006,"70-74",108,51,57,
"188",2006,"75-79",95,37,58,
"188",2006,"80-84",46,16,30,
"188",2006,"85+",26,10,16,
"195",2006,"0-4",208,101,107,
"195",2006,"5-9",300,156,144,
"195",2006,"10-14",323,168,155,
"195",2006,"15-19",359,183,176,
"195",2006,"20-24",205,118,87,
"195",2006,"25-29",159,79,80,
"195",2006,"30-34",235,126,109,
"195",2006,"35-39",299,158,141,
"195",2006,"40-44",292,146,146,
"195",2006,"45-49",407,204,203,
"195",2006,"50-54",357,196,161,
"195",2006,"55-59",311,168,143,
"195",2006,"60-64",217,122,95,
"195",2006,"65-69",135,82,53,
"195",2006,"70-74",72,39,33,
"195",2006,"75-79",80,37,43,
"195",2006,"80-84",62,29,33,
"195",2006,"85+",35,17,18,
"198",2006,"0-4",325,168,157,
"198",2006,"5-9",439,227,212,
"198",2006,"10-14",453,248,205,
"198",2006,"15-19",442,233,209,
"198",2006,"20-24",344,191,153,
"198",2006,"25-29",187,109,78,
"198",2006,"30-34",298,148,150,
"198",2006,"35-39",351,177,174,
"198",2006,"40-44",465,247,218,
"198",2006,"45-49",532,304,228,
"198",2006,"50-54",514,290,224,
"198",2006,"55-59",425,245,180,
"198",2006,"60-64",312,190,122,
"198",2006,"65-69",198,121,77,
"198",2006,"70-74",112,74,38,
"198",2006,"75-79",79,44,35,
"198",2006,"80-84",41,18,23,
"198",2006,"85+",18,7,11,
"220",2006,"0-4",609,327,282,
"220",2006,"5-9",564,314,250,
"220",2006,"10-14",637,313,324,
"220",2006,"15-19",690,350,340,
"220",2006,"20-24",595,306,289,
"220",2006,"25-29",528,290,238,
"220",2006,"30-34",600,290,310,
"220",2006,"35-39",671,349,322,
"220",2006,"40-44",693,377,316,
"220",2006,"45-49",775,378,397,
"220",2006,"50-54",768,392,376,
"220",2006,"55-59",619,330,289,
"220",2006,"60-64",390,219,171,
"220",2006,"65-69",322,165,157,
"220",2006,"70-74",216,91,125,
"220",2006,"75-79",146,75,71,
"220",2006,"80-84",122,42,80,
"220",2006,"85+",98,27,71,
"230",2006,"0-4",32,17,15,
"230",2006,"5-9",34,16,18,
"230",2006,"10-14",55,25,30,
"230",2006,"15-19",34,19,15,
"230",2006,"20-24",29,14,15,
"230",2006,"25-29",63,30,33,
"230",2006,"30-34",105,46,59,
"230",2006,"35-39",70,44,26,
"230",2006,"40-44",83,47,36,
"230",2006,"45-49",72,39,33,
"230",2006,"50-54",102,61,41,
"230",2006,"55-59",88,46,42,
"230",2006,"60-64",60,29,31,
"230",2006,"65-69",30,17,13,
"230",2006,"70-74",19,12,7,
"230",2006,"75-79",14,4,10,
"230",2006,"80-84",10,4,6,
"230",2006,"85+",5,2,3,
"240",2006,"0-4",384,170,214,
"240",2006,"5-9",446,233,213,
"240",2006,"10-14",551,281,270,
"240",2006,"15-19",611,275,336,
"240",2006,"20-24",426,236,190,
"240",2006,"25-29",221,104,117,
"240",2006,"30-34",378,185,193,
"240",2006,"35-39",395,182,213,
"240",2006,"40-44",493,265,228,
"240",2006,"45-49",587,326,261,
"240",2006,"50-54",596,311,285,
"240",2006,"55-59",478,275,203,
"240",2006,"60-64",292,179,113,
"240",2006,"65-69",251,153,98,
"240",2006,"70-74",128,65,63,
"240",2006,"75-79",96,45,51,
"240",2006,"80-84",43,24,19,
"240",2006,"85+",33,7,26,
"261",2006,"0-4",620,309,311,
"261",2006,"5-9",681,336,345,
"261",2006,"10-14",758,396,362,
"261",2006,"15-19",885,466,419,
"261",2006,"20-24",640,349,291,
"261",2006,"25-29",372,242,130,
"261",2006,"30-34",519,233,286,
"261",2006,"35-39",682,354,328,
"261",2006,"40-44",849,454,395,
"261",2006,"45-49",1026,533,493,
"261",2006,"50-54",1022,565,457,
"261",2006,"55-59",795,455,340,
"261",2006,"60-64",435,271,164,
"261",2006,"65-69",262,144,118,
"261",2006,"70-74",162,82,80,
"261",2006,"75-79",125,71,54,
"261",2006,"80-84",74,29,45,
"261",2006,"85+",44,15,29,
"270",2006,"0-4",944,499,445,
"270",2006,"5-9",649,349,300,
"270",2006,"10-14",971,508,463,
"270",2006,"15-19",1008,521,487,
"270",2006,"20-24",650,338,312,
"270",2006,"25-29",313,154,159,
"270",2006,"30-34",424,213,211,
"270",2006,"35-39",430,226,204,
"270",2006,"40-44",407,225,182,
"270",2006,"45-49",434,231,203,
"270",2006,"50-54",294,162,132,
"270",2006,"55-59",269,148,121,
"270",2006,"60-64",178,91,87,
"270",2006,"65-69",114,61,53,
