"Borough/Census Area FIPS","Year","Age","Total","Male","Female","Data from: https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/estimates/data/AgeBySexBCA_2000to2010.xls via https://web.archive.org/web/20210611231927/https://live.laborstats.alaska.gov/pop/index.cfm March 2023 "
"198",2002,"10-14",508,264,244,
"198",2002,"15-19",485,258,227,
"198",2002,"20-24",302,173,129,
"198",2002,"25-29",238,127,111,
"198",2002,"30-34",327,165,162,
"198",2002,"35-39",434,224,210,
"198",2002,"40-44",532,290,242,
"198",2002,"45-49",556,321,235,
"198",2002,"50-54",459,267,192,
"198",2002,"55-59",357,209,148,
"198",2002,"60-64",246,150,96,
"198",2002,"65-69",155,98,57,
"198",2002,"70-74",100,62,38,
"198",2002,"75-79",70,37,33,
"198",2002,"80-84",30,12,18,
"198",2002,"85+",19,8,11,
"220",2002,"0-4",593,331,262,
"220",2002,"5-9",603,309,294,
"220",2002,"10-14",703,346,357,
"220",2002,"15-19",703,346,357,
"220",2002,"20-24",544,322,222,
"220",2002,"25-29",517,255,262,
"220",2002,"30-34",611,297,314,
"220",2002,"35-39",676,359,317,
"220",2002,"40-44",775,397,378,
"220",2002,"45-49",789,397,392,
"220",2002,"50-54",680,361,319,
"220",2002,"55-59",470,242,228,
"220",2002,"60-64",374,208,166,
"220",2002,"65-69",268,125,143,
"220",2002,"70-74",187,97,90,
"220",2002,"75-79",153,64,89,
"220",2002,"80-84",71,33,38,
"220",2002,"85+",95,25,70,
"230",2002,"0-4",34,14,20,
"230",2002,"5-9",53,23,30,
"230",2002,"10-14",50,26,24,
"230",2002,"15-19",32,18,14,
"230",2002,"20-24",33,18,15,
"230",2002,"25-29",66,32,34,
"230",2002,"30-34",85,42,43,
"230",2002,"35-39",71,42,29,
"230",2002,"40-44",77,43,34,
"230",2002,"45-49",87,52,35,
"230",2002,"50-54",89,50,39,
"230",2002,"55-59",68,30,38,
"230",2002,"60-64",43,23,20,
"230",2002,"65-69",23,14,9,
"230",2002,"70-74",20,10,10,
"230",2002,"75-79",14,5,9,
"230",2002,"80-84",8,4,4,
"230",2002,"85+",8,3,5,
"240",2002,"0-4",343,171,172,
"240",2002,"5-9",486,244,242,
"240",2002,"10-14",585,279,306,
"240",2002,"15-19",626,340,286,
"240",2002,"20-24",240,133,107,
"240",2002,"25-29",232,112,120,
"240",2002,"30-34",322,151,171,
"240",2002,"35-39",388,184,204,
"240",2002,"40-44",507,266,241,
"240",2002,"45-49",587,315,272,
"240",2002,"50-54",492,265,227,
"240",2002,"55-59",315,173,142,
"240",2002,"60-64",296,182,114,
"240",2002,"65-69",178,97,81,
"240",2002,"70-74",111,56,55,
"240",2002,"75-79",68,40,28,
"240",2002,"80-84",35,13,22,
"240",2002,"85+",25,6,19,
"261",2002,"0-4",678,345,333,
"261",2002,"5-9",732,369,363,
"261",2002,"10-14",919,490,429,
"261",2002,"15-19",952,502,450,
"261",2002,"20-24",427,259,168,
"261",2002,"25-29",439,216,223,
"261",2002,"30-34",624,310,314,
"261",2002,"35-39",795,416,379,
"261",2002,"40-44",1036,539,497,
"261",2002,"45-49",1065,559,506,
"261",2002,"50-54",910,522,388,
"261",2002,"55-59",607,359,248,
"261",2002,"60-64",335,192,143,
"261",2002,"65-69",219,126,93,
"261",2002,"70-74",169,87,82,
"261",2002,"75-79",130,65,65,
"261",2002,"80-84",56,25,31,
"261",2002,"85+",47,19,28,
"270",2002,"0-4",776,424,352,
"270",2002,"5-9",833,434,399,
"270",2002,"10-14",1109,593,516,
"270",2002,"15-19",908,446,462,
"270",2002,"20-24",461,242,219,
"270",2002,"25-29",399,192,207,
"270",2002,"30-34",459,232,227,
"270",2002,"35-39",479,264,215,
"270",2002,"40-44",418,219,199,
"270",2002,"45-49",357,201,156,
"270",2002,"50-54",283,150,133,
"270",2002,"55-59",217,120,97,
"270",2002,"60-64",141,75,66,
"270",2002,"65-69",161,78,83,
"270",2002,"70-74",89,37,52,
"270",2002,"75-79",76,39,37,
"270",2002,"80-84",30,14,16,
"270",2002,"85+",20,7,13,
"275",2002,"0-4",144,78,66,
"275",2002,"5-9",164,85,79,
"275",2002,"10-14",211,113,98,
"275",2002,"15-19",187,102,85,
"275",2002,"20-24",84,47,37,
"275",2002,"25-29",73,35,38,
"275",2002,"30-34",113,49,64,
"275",2002,"35-39",154,73,81,
"275",2002,"40-44",210,104,106,
"275",2002,"45-49",238,128,110,
"275",2002,"50-54",199,107,92,
"275",2002,"55-59",156,81,75,
"275",2002,"60-64",132,76,56,
"275",2002,"65-69",93,52,41,
"275",2002,"70-74",75,39,36,
"275",2002,"75-79",56,27,29,
"275",2002,"80-84",38,18,20,
"275",2002,"85+",42,12,30,
"282",2002,"0-4",29,18,11,
"282",2002,"5-9",68,36,32,
"282",2002,"10-14",68,35,33,
"282",2002,"15-19",62,35,27,
"282",2002,"20-24",22,16,6,
"282",2002,"25-29",24,14,10,
"282",2002,"30-34",52,26,26,
"282",2002,"35-39",67,38,29,
"282",2002,"40-44",87,62,25,
"282",2002,"45-49",82,58,24,
"282",2002,"50-54",64,35,29,
"282",2002,"55-59",48,31,17,
"282",2002,"60-64",30,21,9,
"282",2002,"65-69",19,10,9,
"282",2002,"70-74",11,6,5,
"282",2002,"75-79",12,5,7,
"282",2002,"80-84",3,2,1,
"282",2002,"85+",2,2,0,
"290",2002,"0-4",441,234,207,
"290",2002,"5-9",502,250,252,
"290",2002,"10-14",750,406,344,
"290",2002,"15-19",726,389,337,
"290",2002,"20-24",337,214,123,
"290",2002,"25-29",279,170,109,
"290",2002,"30-34",329,158,171,
"290",2002,"35-39",474,252,222,
"290",2002,"40-44",509,258,251,
"290",2002,"45-49",514,295,219,
"290",2002,"50-54",479,266,213,
"290",2002,"55-59",320,189,131,
"290",2002,"60-64",216,116,100,
"290",2002,"65-69",163,91,72,
"290",2002,"70-74",134,73,61,
"290",2002,"75-79",86,46,40,
"290",2002,"80-84",49,24,25,
"290",2002,"85+",39,19,20,
"000",2003,"0-4",47991,24682,23309,
"000",2003,"5-9",49039,24978,24061,
"000",2003,"10-14",57267,29379,27888,
"000",2003,"15-19",55046,28507,26539,
"000",2003,"20-24",43553,23750,19803,
"000",2003,"25-29",41389,21635,19754,
"000",2003,"30-34",47146,24236,22910,
"000",2003,"35-39",49959,25849,24110,
"000",2003,"40-44",57286,29172,28114,
"000",2003,"45-49",57362,29514,27848,
"000",2003,"50-54",48536,25872,22664,
"000",2003,"55-59",34049,18291,15758,
"000",2003,"60-64",21435,11450,9985,
"000",2003,"65-69",13770,7119,6651,
"000",2003,"70-74",10347,5031,5316,
"000",2003,"75-79",7459,3439,4020,
"000",2003,"80-84",4518,1886,2632,
"000",2003,"85+",3314,1115,2199,
"013",2003,"0-4",81,40,41,
"013",2003,"5-9",129,64,65,
"013",2003,"10-14",104,52,52,
"013",2003,"15-19",123,61,62,
"013",2003,"20-24",201,148,53,
"013",2003,"25-29",223,144,79,
"013",2003,"30-34",203,141,62,
"013",2003,"35-39",341,246,95,
"013",2003,"40-44",360,258,102,
"013",2003,"45-49",316,209,107,
"013",2003,"50-54",282,170,112,
"013",2003,"55-59",195,123,72,
"013",2003,"60-64",86,53,33,
"013",2003,"65-69",43,28,15,
"013",2003,"70-74",10,8,2,
"013",2003,"75-79",12,8,4,
"013",2003,"80-84",11,7,4,
"013",2003,"85+",6,3,3,
"016",2003,"0-4",200,96,104,
"016",2003,"5-9",271,133,138,
"016",2003,"10-14",248,142,106,
"016",2003,"15-19",269,132,137,
"016",2003,"20-24",257,167,90,
"016",2003,"25-29",448,300,148,
"016",2003,"30-34",621,435,186,
"016",2003,"35-39",742,522,220,
"016",2003,"40-44",673,448,225,
"016",2003,"45-49",623,449,174,
"016",2003,"50-54",506,330,176,
"016",2003,"55-59",303,192,111,
"016",2003,"60-64",145,94,51,
"016",2003,"65-69",70,32,38,
"016",2003,"70-74",21,11,10,
"016",2003,"75-79",17,7,10,
"016",2003,"80-84",11,3,8,
"016",2003,"85+",5,0,5,
"020",2003,"0-4",20475,10483,9992,
"020",2003,"5-9",20457,10383,10074,
"020",2003,"10-14",22560,11509,11051,
"020",2003,"15-19",21017,10820,10197,
"020",2003,"20-24",19588,10309,9279,
"020",2003,"25-29",19780,10254,9526,
"020",2003,"30-34",21611,10985,10626,
"020",2003,"35-39",21672,10910,10762,
"020",2003,"40-44",24236,12065,12171,
"020",2003,"45-49",23463,11632,11831,
"020",2003,"50-54",19522,10108,9414,
"020",2003,"55-59",13971,7284,6687,
"020",2003,"60-64",8463,4339,4124,
"020",2003,"65-69",5265,2581,2684,
"020",2003,"70-74",4052,1858,2194,
"020",2003,"75-79",2998,1273,1725,
"020",2003,"80-84",1830,726,1104,
"020",2003,"85+",1344,420,924,
"050",2003,"0-4",1792,941,851,
"050",2003,"5-9",1653,911,742,
"050",2003,"10-14",1994,1024,970,
"050",2003,"15-19",1744,933,811,
"050",2003,"20-24",1110,570,540,
"050",2003,"25-29",960,488,472,
"050",2003,"30-34",1062,546,516,
"050",2003,"35-39",1234,674,560,
"050",2003,"40-44",1236,679,557,
"050",2003,"45-49",1033,574,459,
"050",2003,"50-54",920,517,403,
"050",2003,"55-59",590,317,273,
"050",2003,"60-64",436,228,208,
"050",2003,"65-69",300,146,154,
"050",2003,"70-74",246,126,120,
"050",2003,"75-79",144,75,69,
"050",2003,"80-84",105,49,56,
"050",2003,"85+",81,29,52,
"060",2003,"0-4",67,35,32,
"060",2003,"5-9",82,40,42,
"060",2003,"10-14",116,59,57,
"060",2003,"15-19",102,57,45,
"060",2003,"20-24",33,14,19,
"060",2003,"25-29",33,23,10,
"060",2003,"30-34",59,34,25,
"060",2003,"35-39",82,41,41,
"060",2003,"40-44",167,93,74,
"060",2003,"45-49",118,65,53,
"060",2003,"50-54",99,54,45,
"060",2003,"55-59",70,46,24,
"060",2003,"60-64",30,18,12,
"060",2003,"65-69",24,13,11,
"060",2003,"70-74",15,11,4,
"060",2003,"75-79",8,5,3,
"060",2003,"80-84",5,1,4,
"060",2003,"85+",3,3,0,
"068",2003,"0-4",105,61,44,
"068",2003,"5-9",106,49,57,
"068",2003,"10-14",131,76,55,
"068",2003,"15-19",144,76,68,
"068",2003,"20-24",65,40,25,
"068",2003,"25-29",108,66,42,
"068",2003,"30-34",154,86,68,
"068",2003,"35-39",162,97,65,
"068",2003,"40-44",205,111,94,
"068",2003,"45-49",230,141,89,
"068",2003,"50-54",209,123,86,
"068",2003,"55-59",111,62,49,
"068",2003,"60-64",86,65,21,
"068",2003,"65-69",31,16,15,
"068",2003,"70-74",16,11,5,
"068",2003,"75-79",9,7,2,
"068",2003,"80-84",4,2,2,
"068",2003,"85+",6,3,3,
"070",2003,"0-4",430,224,206,
"070",2003,"5-9",490,261,229,
"070",2003,"10-14",574,304,270,
"070",2003,"15-19",526,270,256,
"070",2003,"20-24",249,141,108,
"070",2003,"25-29",225,107,118,
"070",2003,"30-34",286,149,137,
"070",2003,"35-39",365,189,176,
"070",2003,"40-44",393,202,191,
"070",2003,"45-49",387,210,177,
"070",2003,"50-54",328,165,163,
"070",2003,"55-59",204,106,98,
"070",2003,"60-64",158,84,74,
"070",2003,"65-69",90,45,45,
"070",2003,"70-74",89,51,38,
"070",2003,"75-79",53,26,27,
"070",2003,"80-84",22,12,10,
"070",2003,"85+",25,10,15,
"090",2003,"0-4",6880,3500,3380,
"090",2003,"5-9",6117,3076,3041,
"090",2003,"10-14",6799,3467,3332,
"090",2003,"15-19",6680,3489,3191,
"090",2003,"20-24",7468,4289,3179,
"090",2003,"25-29",7617,4171,3446,
"090",2003,"30-34",6401,3331,3070,
"090",2003,"35-39",6047,3140,2907,
"090",2003,"40-44",6627,3267,3360,
"090",2003,"45-49",6576,3256,3320,
"090",2003,"50-54",5808,3195,2613,
"090",2003,"55-59",3978,2170,1808,
"090",2003,"60-64",2432,1287,1145,
"090",2003,"65-69",1502,815,687,
"090",2003,"70-74",1136,576,560,
"090",2003,"75-79",752,341,411,
"090",2003,"80-84",539,227,312,
"090",2003,"85+",355,116,239,
"100",2003,"0-4",107,49,58,
"100",2003,"5-9",146,74,72,
"100",2003,"10-14",170,86,84,
"100",2003,"15-19",197,100,97,
"100",2003,"20-24",85,45,40,
"100",2003,"25-29",66,32,34,
"100",2003,"30-34",130,61,69,
"100",2003,"35-39",165,85,80,
"100",2003,"40-44",192,95,97,
"100",2003,"45-49",272,147,125,
"100",2003,"50-54",272,145,127,
"100",2003,"55-59",206,97,109,
"100",2003,"60-64",106,56,50,
"100",2003,"65-69",89,48,41,
"100",2003,"70-74",68,32,36,
"100",2003,"75-79",58,35,23,
"100",2003,"80-84",32,16,16,
"100",2003,"85+",30,13,17,
"105",2003,"0-4",103,55,48,
"105",2003,"5-9",146,76,70,
"105",2003,"10-14",196,103,93,
"105",2003,"15-19",202,99,103,
"105",2003,"20-24",125,71,54,
"105",2003,"25-29",71,40,31,
"105",2003,"30-34",98,60,38,
"105",2003,"35-39",153,86,67,
"105",2003,"40-44",212,111,101,
"105",2003,"45-49",218,121,97,
"105",2003,"50-54",221,117,104,
"105",2003,"55-59",186,110,76,
"105",2003,"60-64",124,75,49,
"105",2003,"65-69",90,56,34,
"105",2003,"70-74",47,32,15,
"105",2003,"75-79",34,18,16,
"105",2003,"80-84",20,10,10,
"105",2003,"85+",17,3,14,
"110",2003,"0-4",2052,1055,997,
"110",2003,"5-9",2086,1055,1031,
"110",2003,"10-14",2553,1266,1287,
"110",2003,"15-19",2537,1346,1191,
"110",2003,"20-24",1798,933,865,
"110",2003,"25-29",1776,823,953,
"110",2003,"30-34",2275,1196,1079,
"110",2003,"35-39",2516,1278,1238,
"110",2003,"40-44",2892,1418,1474,
"110",2003,"45-49",3081,1545,1536,
"110",2003,"50-54",2861,1467,1394,
"110",2003,"55-59",1906,1022,884,
"110",2003,"60-64",1044,535,509,
"110",2003,"65-69",642,334,308,
"110",2003,"70-74",479,223,256,
"110",2003,"75-79",368,152,216,
"110",2003,"80-84",274,103,171,
"110",2003,"85+",224,83,141,
"122",2003,"0-4",3232,1604,1628,
"122",2003,"5-9",3563,1831,1732,
"122",2003,"10-14",4563,2307,2256,
"122",2003,"15-19",4758,2487,2271,
"122",2003,"20-24",2658,1552,1106,
"122",2003,"25-29",1980,1029,951,
"122",2003,"30-34",3172,1612,1560,
"122",2003,"35-39",3511,1826,1685,
"122",2003,"40-44",4698,2409,2289,
"122",2003,"45-49",5306,2702,2604,
"122",2003,"50-54",4549,2454,2095,
"122",2003,"55-59",3272,1795,1477,
"122",2003,"60-64",2251,1201,1050,
"122",2003,"65-69",1490,793,697,
"122",2003,"70-74",1129,561,568,
"122",2003,"75-79",837,427,410,
"122",2003,"80-84",476,211,265,
"122",2003,"85+",298,106,192,
"130",2003,"0-4",867,448,419,
"130",2003,"5-9",982,506,476,
"130",2003,"10-14",1154,580,574,
"130",2003,"15-19",1076,546,530,
"130",2003,"20-24",725,394,331,
"130",2003,"25-29",620,319,301,
"130",2003,"30-34",927,444,483,
"130",2003,"35-39",1053,553,500,
"130",2003,"40-44",1313,689,624,
"130",2003,"45-49",1266,641,625,
"130",2003,"50-54",1104,591,513,
"130",2003,"55-59",902,464,438,
"130",2003,"60-64",550,300,250,
"130",2003,"65-69",330,187,143,
"130",2003,"70-74",285,121,164,
"130",2003,"75-79",236,116,120,
"130",2003,"80-84",130,48,82,
"130",2003,"85+",131,51,80,
"150",2003,"0-4",1181,610,571,
"150",2003,"5-9",1164,582,582,
"150",2003,"10-14",1311,664,647,
"150",2003,"15-19",1130,601,529,
"150",2003,"20-24",744,418,326,
"150",2003,"25-29",823,458,365,
"150",2003,"30-34",1052,560,492,
"150",2003,"35-39",1201,626,575,
"150",2003,"40-44",1261,679,582,
"150",2003,"45-49",1153,642,511,
"150",2003,"50-54",942,507,435,
"150",2003,"55-59",646,352,294,
"150",2003,"60-64",379,202,177,
"150",2003,"65-69",279,145,134,
"150",2003,"70-74",185,104,81,
"150",2003,"75-79",114,51,63,
"150",2003,"80-84",67,35,32,
"150",2003,"85+",59,24,35,
"164",2003,"0-4",99,48,51,
"164",2003,"5-9",158,78,80,
"164",2003,"10-14",204,106,98,
"164",2003,"15-19",191,94,97,
"164",2003,"20-24",113,65,48,
"164",2003,"25-29",49,21,28,
"164",2003,"30-34",65,37,28,
"164",2003,"35-39",116,65,51,
"164",2003,"40-44",164,96,68,
"164",2003,"45-49",147,79,68,
"164",2003,"50-54",112,61,51,
"164",2003,"55-59",60,36,24,
"164",2003,"60-64",62,32,30,
"164",2003,"65-69",36,24,12,
"164",2003,"70-74",34,18,16,
"164",2003,"75-79",16,12,4,
"164",2003,"80-84",11,5,6,
"164",2003,"85+",6,0,6,
"170",2003,"0-4",4194,2166,2028,
"170",2003,"5-9",5308,2695,2613,
"170",2003,"10-14",6609,3456,3153,
"170",2003,"15-19",6758,3518,3240,
"170",2003,"20-24",3784,2044,1740,
"170",2003,"25-29",2914,1428,1486,
"170",2003,"30-34",4331,2162,2169,
"170",2003,"35-39",5145,2590,2555,
"170",2003,"40-44",6571,3313,3258,
"170",2003,"45-49",6732,3584,3148,
"170",2003,"50-54",5305,2809,2496,
"170",2003,"55-59",3472,1888,1584,
"170",2003,"60-64",2431,1351,1080,
"170",2003,"65-69",1626,839,787,
"170",2003,"70-74",1235,632,603,
"170",2003,"75-79",796,400,396,
"170",2003,"80-84",449,193,256,
"170",2003,"85+",303,104,199,
"180",2003,"0-4",916,497,419,
"180",2003,"5-9",789,414,375,
"180",2003,"10-14",1103,568,535,
"180",2003,"15-19",959,496,463,
"180",2003,"20-24",599,335,264,
"180",2003,"25-29",600,320,280,
"180",2003,"30-34",610,323,287,
"180",2003,"35-39",646,376,270,
"180",2003,"40-44",711,402,309,
"180",2003,"45-49",662,362,300,
"180",2003,"50-54",560,335,225,
"180",2003,"55-59",398,216,182,
"180",2003,"60-64",258,142,116,
"180",2003,"65-69",190,112,78,
"180",2003,"70-74",130,66,64,
"180",2003,"75-79",113,50,63,
"180",2003,"80-84",49,25,24,
"180",2003,"85+",49,17,32,
"185",2003,"0-4",702,385,317,
"185",2003,"5-9",652,346,306,
"185",2003,"10-14",806,403,403,
"185",2003,"15-19",812,433,379,
"185",2003,"20-24",494,251,243,
"185",2003,"25-29",373,193,180,
"185",2003,"30-34",455,253,202,
"185",2003,"35-39",581,317,264,
"185",2003,"40-44",535,284,251,
"185",2003,"45-49",571,309,262,
"185",2003,"50-54",423,244,179,
"185",2003,"55-59",303,175,128,
"185",2003,"60-64",183,96,87,
"185",2003,"65-69",131,71,60,
"185",2003,"70-74",72,32,40,
"185",2003,"75-79",47,18,29,
"185",2003,"80-84",39,15,24,
"185",2003,"85+",19,3,16,
"188",2003,"0-4",745,385,360,
"188",2003,"5-9",729,362,367,
"188",2003,"10-14",907,486,421,
"188",2003,"15-19",797,397,400,
"188",2003,"20-24",571,301,270,
"188",2003,"25-29",422,235,187,
"188",2003,"30-34",466,258,208,
"188",2003,"35-39",512,275,237,
"188",2003,"40-44",499,281,218,
"188",2003,"45-49",482,295,187,
"188",2003,"50-54",376,212,164,
"188",2003,"55-59",267,150,117,
"188",2003,"60-64",157,87,70,
"188",2003,"65-69",113,62,51,
"188",2003,"70-74",122,57,65,
"188",2003,"75-79",81,37,44,
"188",2003,"80-84",30,9,21,
"188",2003,"85+",27,13,14,
"195",2003,"0-4",262,139,123,
"195",2003,"5-9",308,158,150,
"195",2003,"10-14",363,185,178,
"195",2003,"15-19",350,183,167,
"195",2003,"20-24",189,106,83,
"195",2003,"25-29",169,86,83,
"195",2003,"30-34",266,142,124,
"195",2003,"35-39",312,163,149,
"195",2003,"40-44",342,168,174,
"195",2003,"45-49",410,212,198,
"195",2003,"50-54",341,189,152,
"195",2003,"55-59",266,146,120,
"195",2003,"60-64",170,96,74,
"195",2003,"65-69",106,61,45,
"195",2003,"70-74",78,40,38,
"195",2003,"75-79",84,40,44,
"195",2003,"80-84",58,27,31,
"195",2003,"85+",41,18,23,
"198",2003,"0-4",380,202,178,
"198",2003,"5-9",448,235,213,
"198",2003,"10-14",490,259,231,
"198",2003,"15-19",476,251,225,
"198",2003,"20-24",316,181,135,
"198",2003,"25-29",209,115,94,
"198",2003,"30-34",313,156,157,
"198",2003,"35-39",405,207,198,
"198",2003,"40-44",516,279,237,
"198",2003,"45-49",551,318,233,
"198",2003,"50-54",478,276,202,
"198",2003,"55-59",370,215,155,
"198",2003,"60-64",262,159,103,
"198",2003,"65-69",163,103,60,
"198",2003,"70-74",102,65,37,
"198",2003,"75-79",71,38,33,
"198",2003,"80-84",35,15,20,
"198",2003,"85+",14,5,9,
"220",2003,"0-4",625,356,269,
"220",2003,"5-9",573,287,286,
"220",2003,"10-14",700,357,343,
"220",2003,"15-19",678,321,357,
"220",2003,"20-24",599,349,250,
"220",2003,"25-29",509,254,255,
"220",2003,"30-34",606,298,308,
"220",2003,"35-39",678,363,315,
"220",2003,"40-44",747,388,359,
"220",2003,"45-49",813,403,410,
"220",2003,"50-54",712,369,343,
"220",2003,"55-59",492,257,235,
"220",2003,"60-64",365,212,153,
"220",2003,"65-69",293,135,158,
"220",2003,"70-74",202,98,104,
"220",2003,"75-79",145,64,81,
"220",2003,"80-84",84,35,49,
"220",2003,"85+",97,27,70,
"230",2003,"0-4",32,15,17,
"230",2003,"5-9",47,21,26,
"230",2003,"10-14",53,26,27,
"230",2003,"15-19",33,19,14,
"230",2003,"20-24",30,16,14,
"230",2003,"25-29",63,31,32,
"230",2003,"30-34",92,44,48,
"230",2003,"35-39",71,43,28,
"230",2003,"40-44",78,44,34,
"230",2003,"45-49",83,48,35,
"230",2003,"50-54",94,54,40,
"230",2003,"55-59",72,33,39,
"230",2003,"60-64",47,24,23,
"230",2003,"65-69",24,15,9,
"230",2003,"70-74",19,10,9,
"230",2003,"75-79",14,5,9,
"230",2003,"80-84",9,4,5,
"230",2003,"85+",7,3,4,
"240",2003,"0-4",327,162,165,
"240",2003,"5-9",471,236,235,
"240",2003,"10-14",556,270,286,
"240",2003,"15-19",600,300,300,
"240",2003,"20-24",256,154,102,
"240",2003,"25-29",191,86,105,
"240",2003,"30-34",348,170,178,
"240",2003,"35-39",361,167,194,
"240",2003,"40-44",477,261,216,
"240",2003,"45-49",582,303,279,
"240",2003,"50-54",505,272,233,
"240",2003,"55-59",348,199,149,
"240",2003,"60-64",308,188,120,
"240",2003,"65-69",188,109,79,
"240",2003,"70-74",109,54,55,
"240",2003,"75-79",80,45,35,
"240",2003,"80-84",32,13,19,
"240",2003,"85+",27,5,22,
"261",2003,"0-4",702,354,348,
"261",2003,"5-9",710,357,353,
"261",2003,"10-14",895,492,403,
"261",2003,"15-19",981,500,481,
"261",2003,"20-24",504,294,210,
"261",2003,"25-29",424,226,198,
"261",2003,"30-34",617,292,325,
"261",2003,"35-39",790,421,369,
"261",2003,"40-44",1002,514,488,
"261",2003,"45-49",1079,574,505,
"261",2003,"50-54",943,528,415,
"261",2003,"55-59",665,390,275,
"261",2003,"60-64",375,230,145,
"261",2003,"65-69",218,118,100,
"261",2003,"70-74",153,77,76,
"261",2003,"75-79",137,71,66,
"261",2003,"80-84",60,26,34,
"261",2003,"85+",43,16,27,
"270",2003,"0-4",824,450,374,
"270",2003,"5-9",773,402,371,
"270",2003,"10-14",1102,585,517,
"270",2003,"15-19",950,471,479,
"270",2003,"20-24",492,264,228,
"270",2003,"25-29",385,173,212,
"270",2003,"30-34",450,233,217,
"270",2003,"35-39",451,239,212,
"270",2003,"40-44",426,232,194,
"270",2003,"45-49",391,224,167,
"270",2003,"50-54",281,149,132,
"270",2003,"55-59",228,122,106,
"270",2003,"60-64",150,83,67,
"270",2003,"65-69",149,70,79,
"270",2003,"70-74",103,46,57,
"270",2003,"75-79",62,27,35,
"270",2003,"80-84",43,24,19,
"270",2003,"85+",16,5,11,
"275",2003,"0-4",136,70,66,
"275",2003,"5-9",159,83,76,
"275",2003,"10-14",199,106,93,
"275",2003,"15-19",197,108,89,
"275",2003,"20-24",87,48,39,
"275",2003,"25-29",62,31,31,
"275",2003,"30-34",105,44,61,
"275",2003,"35-39",145,69,76,
"275",2003,"40-44",194,94,100,
"275",2003,"45-49",241,129,112,
"275",2003,"50-54",211,115,96,
"275",2003,"55-59",164,85,79,
"275",2003,"60-64",138,79,59,
"275",2003,"65-69",99,57,42,
"275",2003,"70-74",75,39,36,
"275",2003,"75-79",59,29,30,
"275",2003,"80-84",37,17,20,
"275",2003,"85+",41,15,26,
"282",2003,"0-4",29,13,16,
"282",2003,"5-9",51,28,23,
"282",2003,"10-14",81,46,35,
"282",2003,"15-19",54,32,22,
"282",2003,"20-24",29,16,13,
"282",2003,"25-29",19,13,6,
"282",2003,"30-34",50,26,24,
"282",2003,"35-39",69,39,30,
"282",2003,"40-44",73,54,19,
"282",2003,"45-49",81,57,24,
"282",2003,"50-54",67,39,28,
"282",2003,"55-59",47,29,18,
"282",2003,"60-64",30,23,7,
"282",2003,"65-69",20,10,10,
"282",2003,"70-74",11,4,7,
"282",2003,"75-79",14,8,6,
"282",2003,"80-84",4,1,3,
"282",2003,"85+",3,1,2,
"290",2003,"0-4",446,239,207,
"290",2003,"5-9",471,235,236,
"290",2003,"10-14",726,395,331,
"290",2003,"15-19",705,367,338,
"290",2003,"20-24",384,235,149,
"290",2003,"25-29",270,169,101,
"290",2003,"30-34",321,158,163,
"290",2003,"35-39",433,242,191,
"290",2003,"40-44",486,238,248,
"290",2003,"45-49",495,283,212,
"290",2003,"50-54",505,277,228,
"290",2003,"55-59",357,210,147,
"290",2003,"60-64",209,111,98,
"290",2003,"65-69",169,94,75,
"290",2003,"70-74",124,68,56,
"290",2003,"75-79",100,54,46,
"290",2003,"80-84",52,27,25,
"290",2003,"85+",37,19,18,
"000",2004,"0-4",48843,25161,23682,
"000",2004,"5-9",48495,24728,23767,
"000",2004,"10-14",56792,29053,27739,
"000",2004,"15-19",55565,28704,26861,
"000",2004,"20-24",46292,25246,21046,
"000",2004,"25-29",42074,22212,19862,
"000",2004,"30-34",47143,24120,23023,
"000",2004,"35-39",48520,24985,23535,
"000",2004,"40-44",57102,29261,27841,
"000",2004,"45-49",57527,29422,28105,
"000",2004,"50-54",50599,26867,23732,
"000",2004,"55-59",36598,19658,16940,
"000",2004,"60-64",23249,12407,10842,
"000",2004,"65-69",14370,7482,6888,
"000",2004,"70-74",10468,5086,5382,
"000",2004,"75-79",7713,3586,4127,
"000",2004,"80-84",4809,1999,2810,
"000",2004,"85+",3494,1187,2307,
"013",2004,"0-4",73,34,39,
"013",2004,"5-9",110,49,61,
"013",2004,"10-14",85,39,46,
"013",2004,"15-19",110,58,52,
"013",2004,"20-24",200,146,54,
"013",2004,"25-29",234,152,82,
"013",2004,"30-34",182,121,61,
"013",2004,"35-39",302,228,74,
"013",2004,"40-44",378,271,107,
"013",2004,"45-49",317,207,110,
"013",2004,"50-54",295,183,112,
"013",2004,"55-59",209,137,72,
"013",2004,"60-64",92,57,35,
"013",2004,"65-69",46,28,18,
"013",2004,"70-74",9,6,3,
"013",2004,"75-79",12,7,5,
"013",2004,"80-84",12,9,3,
"013",2004,"85+",5,2,3,
"016",2004,"0-4",189,86,103,
"016",2004,"5-9",255,125,130,
"016",2004,"10-14",239,135,104,
"016",2004,"15-19",256,136,120,
"016",2004,"20-24",265,158,107,
"016",2004,"25-29",447,312,135,
"016",2004,"30-34",561,397,164,
"016",2004,"35-39",718,499,219,
"016",2004,"40-44",676,459,217,
"016",2004,"45-49",622,440,182,
"016",2004,"50-54",535,353,182,
"016",2004,"55-59",322,204,118,
"016",2004,"60-64",147,96,51,
"016",2004,"65-69",86,42,44,
"016",2004,"70-74",22,15,7,
"016",2004,"75-79",15,7,8,
"016",2004,"80-84",10,4,6,
