"FIPS","AreaName","AgeNumber","Age","Total_In2015to2020","Male_In2015to2020","Female_In2015to2020","Total_Out2015to2020","Male_Out2015to2020","Female_Out2015to2020","Total_Net2015to2020","Male_Net2015to2020","Female_Net2015to2020","Total_In2010to2015","Male_In2010to2015","Female_In2010to2015","Total_Out2010to2015","Male_Out2010to2015","Female_Out2010to2015","Total_Net2010to2015","Male_Net2010to2015","Female_Net2010to2015","Total_In2005to2010","Male_In2005to2010","Female_In2005to2010","Total_Out2005to2010","Male_Out2005to2010","Female_Out2005to2010","Total_Net2005to2010","Male_Net2005to2010","Female_Net2005to2010","Total_In2000to2005","Male_In2000to2005","Female_In2000to2005","Total_Out2000to2005","Male_Out2000to2005","Female_Out2000to2005","Total_Net2000to2005","Male_Net2000to2005","Female_Net2000to2005","Total_In1995to2000","Male_In1995to2000","Female_In1995to2000","Total_Out1995to2000","Male_Out1995to2000","Female_Out1995to2000","Total_Net1995to2000","Male_Net1995to2000","Female_Net1995to2000","Total_In1990to1995","Male_In1990to1995","Female_In1990to1995","Total_Out1990to1995","Male_Out1990to1995","Female_Out1990to1995","Total_Net1990to1995","Male_Net1990to1995","Female_Net1990to1995","Total_In1985to1990","Male_In1985to1990","Female_In1985to1990","Total_Out1985to1990","Male_Out1985to1990","Female_Out1985to1990","Total_Net1985to1990","Male_Net1985to1990","Female_Net1985to1990"
"016","Aleutians West Census Area",17,"80-84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,-6,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"016","Aleutians West Census Area",18,"85-89",1,1,0,2,1,1,-1,0,-1,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"016","Aleutians West Census Area",19,"90+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",0,"Total",20874,10961,9913,25267,13349,11918,-4393,-2388,-2005,25694,13663,12031,27664,14746,12918,-1970,-1083,-887,24960,13324,11636,22859,12184,10675,2101,1140,961,23943,12638,11305,21545,11467,10078,2398,1171,1227,24486,12948,11538,25958,13734,12224,-1472,-786,-686,28011,14855,13156,27025,14458,12567,986,397,589,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",1,"0-4",1905,947,958,2195,1140,1055,-290,-193,-97,2513,1320,1193,2652,1373,1279,-139,-53,-86,2530,1305,1225,2126,1105,1021,404,200,204,2387,1234,1153,2008,1019,989,379,215,164,2532,1323,1209,2616,1333,1283,-84,-10,-74,3179,1629,1550,3060,1556,1504,119,73,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",2,"5-9",1485,755,730,1750,897,853,-265,-142,-123,1923,980,943,2079,1060,1019,-156,-80,-76,1930,990,940,1700,871,829,230,119,111,1920,994,926,1681,862,819,239,132,107,2187,1114,1073,2356,1212,1144,-169,-98,-71,2502,1272,1230,2367,1214,1153,135,58,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",3,"10-14",1207,620,587,1434,733,701,-227,-113,-114,1526,786,740,1669,863,806,-143,-77,-66,1559,794,765,1410,712,698,149,82,67,1742,895,847,1484,752,732,258,143,115,1749,894,855,1889,953,936,-140,-59,-81,1958,1030,928,1856,970,886,102,60,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",4,"15-19",1183,592,591,1541,795,746,-358,-203,-155,1493,743,750,1724,896,828,-231,-153,-78,1606,813,793,1580,805,775,26,8,18,1645,814,831,1553,813,740,92,1,91,1543,784,759,1775,920,855,-232,-136,-96,1681,839,842,1654,864,790,27,-25,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",5,"20-24",2420,1249,1171,2719,1408,1311,-299,-159,-140,3270,1699,1571,3225,1690,1535,45,9,36,3288,1721,1567,2882,1507,1375,406,214,192,3034,1558,1476,2589,1367,1222,445,191,254,2631,1341,1290,2620,1358,1262,11,-17,28,3232,1662,1570,2961,1548,1413,271,114,157,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",6,"25-29",2955,1568,1387,3090,1663,1427,-135,-95,-40,3783,2047,1736,3484,1893,1591,299,154,145,3409,1855,1554,2701,1477,1224,708,378,330,2812,1511,1301,2183,1188,995,629,323,306,3251,1729,1522,2904,1541,1363,347,188,159,3871,2083,1788,3181,1677,1504,690,406,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",7,"30-34",2446,1315,1131,2702,1463,1239,-256,-148,-108,2893,1583,1310,2852,1572,1280,41,11,30,2395,1328,1067,2089,1138,951,306,190,116,2406,1323,1083,2011,1112,899,395,211,184,2774,1518,1256,2737,1475,1262,37,43,-6,3536,1922,1614,3191,1747,1444,345,175,170,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",8,"35-39",1747,975,772,2084,1157,927,-337,-182,-155,1904,1054,850,1981,1119,862,-77,-65,-12,1933,1083,850,1780,1006,774,153,77,76,2014,1103,911,1810,1020,790,204,83,121,2417,1339,1078,2597,1437,1160,-180,-98,-82,2768,1528,1240,2694,1516,1178,74,12,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",9,"40-44",1155,643,512,1424,799,625,-269,-156,-113,1512,850,662,1658,933,725,-146,-83,-63,1622,910,712,1537,871,666,85,39,46,1811,996,815,1669,925,744,142,71,71,1856,1033,823,2001,1105,896,-145,-72,-73,1958,1110,848,2009,1137,872,-51,-27,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",10,"45-49",1004,561,443,1220,676,544,-216,-115,-101,1276,710,566,1420,782,638,-144,-72,-72,1461,833,628,1365,761,604,96,72,24,1401,782,619,1382,739,643,19,43,-24,1303,723,580,1488,818,670,-185,-95,-90,1230,694,536,1357,767,590,-127,-73,-54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",11,"50-54",897,492,405,1186,640,546,-289,-148,-141,1174,640,534,1386,740,646,-212,-100,-112,1141,627,514,1197,643,554,-56,-16,-40,1025,562,463,1109,601,508,-84,-39,-45,837,461,376,1100,587,513,-263,-126,-137,789,429,360,981,542,439,-192,-113,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",12,"55-59",814,439,375,1161,596,565,-347,-157,-190,934,512,422,1222,646,576,-288,-134,-154,823,458,365,948,499,449,-125,-41,-84,683,362,321,814,436,378,-131,-74,-57,509,270,239,752,409,343,-243,-139,-104,449,257,192,696,386,310,-247,-129,-118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",13,"60-64",615,322,293,1089,564,525,-474,-242,-232,613,324,289,1010,530,480,-397,-206,-191,488,261,227,669,359,310,-181,-98,-83,383,198,185,513,281,232,-130,-83,-47,317,168,149,489,276,213,-172,-108,-64,297,157,140,470,262,208,-173,-105,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",14,"65-69",414,209,205,743,391,352,-329,-182,-147,348,178,170,611,324,287,-263,-146,-117,288,147,141,380,202,178,-92,-55,-37,243,124,119,315,166,149,-72,-42,-30,216,108,108,276,140,136,-60,-32,-28,212,104,108,247,134,113,-35,-30,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",15,"70-74",252,122,130,415,208,207,-163,-86,-77,207,104,103,319,160,159,-112,-56,-56,178,83,95,202,102,100,-24,-19,-5,155,74,81,162,74,88,-7,0,-7,136,61,75,153,80,73,-17,-19,2,138,64,74,139,68,71,-1,-4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",16,"75-79",161,71,90,221,103,118,-60,-32,-28,140,60,80,164,79,85,-24,-19,-5,122,52,70,129,62,67,-7,-10,3,118,49,69,114,53,61,4,-4,8,98,40,58,101,47,54,-3,-7,4,94,36,58,92,42,50,2,-6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",17,"80-84",108,43,65,138,54,84,-30,-11,-19,92,37,55,100,42,58,-8,-5,-3,94,36,58,88,39,49,6,-3,9,89,36,53,80,35,45,9,1,8,67,23,44,50,21,29,17,2,15,62,23,39,38,16,22,24,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",18,"85-89",62,24,38,89,35,54,-27,-11,-16,59,23,36,61,23,38,-2,0,-2,62,17,45,48,16,32,14,1,13,49,15,34,41,15,26,8,0,8,40,12,28,35,16,19,5,-4,9,36,10,26,24,10,14,12,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"020","Anchorage Municipality",19,"90+",44,14,30,66,27,39,-22,-13,-9,34,13,21,47,21,26,-13,-8,-5,31,11,20,28,9,19,3,2,1,26,8,18,27,9,18,-1,-1,0,23,7,16,19,6,13,4,1,3,19,6,13,8,2,6,11,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",0,"Total",1061,590,471,1424,768,656,-363,-178,-185,1213,668,545,1324,733,591,-111,-65,-46,1038,581,457,1334,737,597,-296,-156,-140,1020,550,470,1177,637,540,-157,-87,-70,951,525,426,1118,598,520,-167,-73,-94,1035,557,478,1077,578,499,-42,-21,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",1,"0-4",127,63,64,133,66,67,-6,-3,-3,150,76,74,143,76,67,7,0,7,133,67,66,148,81,67,-15,-14,-1,119,58,61,132,70,62,-13,-12,-1,114,56,58,123,59,64,-9,-3,-6,149,75,74,165,81,84,-16,-6,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",2,"5-9",85,42,43,117,57,60,-32,-15,-17,103,53,50,110,61,49,-7,-8,1,75,38,37,108,57,51,-33,-19,-14,89,43,46,110,57,53,-21,-14,-7,90,46,44,119,60,59,-29,-14,-15,97,47,50,97,49,48,0,-2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",3,"10-14",60,30,30,91,46,45,-31,-16,-15,76,41,35,82,44,38,-6,-3,-3,61,35,26,84,41,43,-23,-6,-17,83,41,42,97,50,47,-14,-9,-5,72,38,34,96,51,45,-24,-13,-11,72,33,39,77,38,39,-5,-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",4,"15-19",68,34,34,116,59,57,-48,-25,-23,80,40,40,102,54,48,-22,-14,-8,79,39,40,119,64,55,-40,-25,-15,82,43,39,108,55,53,-26,-12,-14,63,33,30,93,49,44,-30,-16,-14,59,29,30,66,37,29,-7,-8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",5,"20-24",122,64,58,170,92,78,-48,-28,-20,142,73,69,172,93,79,-30,-20,-10,137,74,63,171,92,79,-34,-18,-16,105,53,52,121,62,59,-16,-9,-7,81,44,37,102,54,48,-21,-10,-11,107,58,49,113,57,56,-6,1,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",6,"25-29",132,77,55,159,85,74,-27,-8,-19,167,94,73,154,87,67,13,7,6,130,74,56,139,77,62,-9,-3,-6,108,61,47,108,57,51,0,4,-4,104,59,45,118,64,54,-14,-5,-9,138,78,60,119,63,56,19,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",7,"30-34",102,62,40,135,81,54,-33,-19,-14,115,68,47,121,70,51,-6,-2,-4,80,47,33,105,58,47,-25,-11,-14,92,55,37,104,61,43,-12,-6,-6,103,63,40,102,58,44,1,5,-4,124,75,49,119,65,54,5,10,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",8,"35-39",78,52,26,101,60,41,-23,-8,-15,77,48,29,78,48,30,-1,0,-1,67,39,28,87,51,36,-20,-12,-8,79,46,33,92,53,39,-13,-7,-6,94,54,40,94,51,43,0,3,-3,92,54,38,96,60,36,-4,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",9,"40-44",49,30,19,68,40,28,-19,-10,-9,61,38,23,64,40,24,-3,-2,-1,66,43,23,90,51,39,-24,-8,-16,77,45,32,88,51,37,-11,-6,-5,70,42,28,80,45,35,-10,-3,-7,65,36,29,62,36,26,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",10,"45-49",50,31,19,60,38,22,-10,-7,-3,60,37,23,61,36,25,-1,1,-2,63,40,23,76,51,25,-13,-11,-2,63,37,26,65,36,29,-2,1,-3,58,32,26,66,36,30,-8,-4,-4,45,26,19,50,31,19,-5,-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",11,"50-54",51,30,21,64,35,29,-13,-5,-8,62,35,27,69,41,28,-7,-6,-1,55,33,22,63,36,27,-8,-3,-5,47,27,20,54,32,22,-7,-5,-2,43,26,17,50,30,20,-7,-4,-3,31,16,15,36,18,18,-5,-2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",12,"55-59",52,28,24,70,37,33,-18,-9,-9,50,27,23,62,33,29,-12,-6,-6,36,20,16,58,32,26,-22,-12,-10,38,22,16,43,23,20,-5,-1,-4,24,13,11,33,18,15,-9,-5,-4,21,11,10,24,13,11,-3,-2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",13,"60-64",37,22,15,62,33,29,-25,-11,-14,31,18,13,42,22,20,-11,-4,-7,26,16,10,36,20,16,-10,-4,-6,17,9,8,23,13,10,-6,-4,-2,15,8,7,18,9,9,-3,-1,-2,10,5,5,19,11,8,-9,-6,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",14,"65-69",20,13,7,33,18,15,-13,-5,-8,15,10,5,26,15,11,-11,-5,-6,11,6,5,25,13,12,-14,-7,-7,6,4,2,13,7,6,-7,-3,-4,7,5,2,10,8,2,-3,-3,0,8,5,3,11,7,4,-3,-2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",15,"70-74",11,5,6,17,8,9,-6,-3,-3,8,3,5,15,7,8,-7,-4,-3,7,5,2,9,4,5,-2,1,-3,6,3,3,7,4,3,-1,-1,0,4,2,2,6,3,3,-2,-1,-1,6,3,3,8,4,4,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",16,"75-79",9,3,6,11,5,6,-2,-2,0,8,4,4,9,2,7,-1,2,-3,6,2,4,5,4,1,1,-2,3,3,1,2,5,2,3,-2,-1,-1,6,2,4,3,1,2,3,1,2,6,3,3,8,4,4,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",17,"80-84",4,2,2,7,3,4,-3,-1,-2,5,2,3,8,3,5,-3,-1,-2,2,1,1,4,2,2,-2,-1,-1,4,2,2,5,3,2,-1,-1,0,2,1,1,2,1,1,0,0,0,2,1,1,3,1,2,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",18,"85-89",2,1,1,8,4,4,-6,-3,-3,2,1,1,3,0,3,-1,1,-2,2,1,1,3,1,2,-1,0,-1,1,0,1,1,0,1,0,0,0,1,1,0,2,1,1,-1,0,-1,2,1,1,2,2,0,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"050","Bethel Census Area",19,"90+",2,1,1,2,1,1,0,0,0,1,0,1,3,1,2,-2,-1,-1,2,1,1,4,2,2,-2,-1,-1,1,0,1,1,1,0,0,-1,1,0,0,0,1,0,1,-1,0,-1,1,1,0,2,1,1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",0,"Total",107,60,47,111,62,49,-4,-2,-2,104,58,46,129,74,55,-25,-16,-9,119,68,51,163,95,68,-44,-27,-17,110,63,47,127,69,58,-17,-6,-11,171,96,75,177,95,82,-6,1,-7,179,97,82,240,127,113,-61,-30,-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",1,"0-4",10,6,4,8,4,4,2,2,0,5,2,3,8,4,4,-3,-2,-1,9,6,3,14,8,6,-5,-2,-3,9,6,3,14,8,6,-5,-2,-3,19,10,9,15,6,9,4,4,0,23,14,9,24,11,13,-1,3,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",2,"5-9",8,4,4,5,3,2,3,1,2,4,2,2,5,3,2,-1,-1,0,8,4,4,11,7,4,-3,-3,0,8,4,4,10,5,5,-2,-1,-1,14,7,7,17,9,8,-3,-2,-1,17,9,8,18,10,8,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",3,"10-14",5,3,2,4,3,1,1,0,1,5,2,3,4,2,2,1,0,1,9,4,5,10,4,6,-1,0,-1,6,4,2,10,5,5,-4,-1,-3,16,9,7,14,6,8,2,3,-1,13,5,8,18,8,10,-5,-3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",4,"15-19",8,4,4,8,4,4,0,0,0,7,4,3,10,5,5,-3,-1,-2,7,4,3,13,7,6,-6,-3,-3,8,4,4,10,5,5,-2,-1,-1,9,5,4,15,9,6,-6,-4,-2,10,4,6,18,10,8,-8,-6,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",5,"20-24",8,4,4,10,6,4,-2,-2,0,10,5,5,11,6,5,-1,-1,0,12,7,5,17,10,7,-5,-3,-2,11,6,5,14,7,7,-3,-1,-2,10,5,5,14,6,8,-4,-1,-3,15,6,9,24,11,13,-9,-5,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",6,"25-29",12,6,6,10,6,4,2,0,2,15,8,7,17,10,7,-2,-2,0,11,6,5,13,7,6,-2,-1,-1,10,4,6,8,4,4,2,0,2,19,10,9,14,8,6,5,2,3,20,10,10,22,11,11,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",7,"30-34",12,7,5,14,7,7,-2,0,-2,9,5,4,10,7,3,-1,-2,1,12,7,5,14,7,7,-2,0,-2,9,6,3,9,5,4,0,1,-1,16,8,8,17,9,8,-1,-1,0,24,14,10,24,13,11,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",8,"35-39",7,4,3,8,4,4,-1,0,-1,12,7,5,10,5,5,2,2,0,11,6,5,10,7,3,1,-1,2,11,6,5,11,6,5,0,0,0,23,13,10,19,10,9,4,3,1,17,9,8,21,11,10,-4,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",9,"40-44",8,4,4,8,5,3,0,-1,1,7,4,3,8,6,2,-1,-2,1,9,5,4,11,7,4,-2,-2,0,12,7,5,12,7,5,0,0,0,15,10,5,15,9,6,0,1,-1,16,10,6,21,13,8,-5,-3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",10,"45-49",8,5,3,8,4,4,0,1,-1,9,6,3,8,4,4,1,2,-1,9,5,4,15,9,6,-6,-4,-2,10,5,5,10,5,5,0,0,0,13,8,5,15,9,6,-2,-1,-1,12,8,4,18,11,7,-6,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",11,"50-54",5,4,1,7,5,2,-2,-1,-1,8,4,4,11,6,5,-3,-2,-1,9,5,4,14,8,6,-5,-3,-2,8,6,2,7,4,3,1,2,-1,8,5,3,10,6,4,-2,-1,-1,9,6,3,13,8,5,-4,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",12,"55-59",6,3,3,7,4,3,-1,-1,0,7,5,2,10,4,6,-3,1,-4,5,3,2,8,4,4,-3,-1,-2,4,2,2,5,3,2,-1,-1,0,6,4,2,6,4,2,0,0,0,2,1,1,10,5,5,-8,-4,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",13,"60-64",5,3,2,5,3,2,0,0,0,4,3,1,8,6,2,-4,-3,-1,3,2,1,8,6,2,-5,-4,-1,4,3,1,3,2,1,1,1,0,2,1,1,3,2,1,-1,-1,0,1,1,0,5,3,2,-4,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",14,"65-69",3,2,1,5,3,2,-2,-1,-1,2,1,1,4,3,1,-2,-2,0,3,2,1,2,1,1,1,1,0,0,0,0,3,2,1,-3,-2,-1,1,1,0,2,1,1,-1,0,-1,0,0,0,4,2,2,-4,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",15,"70-74",2,1,1,1,0,1,1,1,0,0,0,0,2,1,1,-2,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",16,"75-79",0,0,0,1,1,0,-1,-1,0,0,0,0,2,1,1,-2,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",17,"80-84",0,0,0,1,0,1,-1,0,-1,0,0,0,1,1,0,-1,-1,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",18,"85-89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"060","Bristol Bay Borough",19,"90+",0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",0,"Total",546,298,248,604,322,282,-58,-24,-34,712,393,319,740,412,328,-28,-19,-9,600,332,268,723,387,336,-123,-55,-68,743,400,343,778,421,357,-35,-21,-14,837,466,371,991,543,448,-154,-77,-77,1072,594,478,1097,611,486,-25,-17,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",1,"0-4",43,25,18,36,22,14,7,3,4,70,32,38,56,31,25,14,1,13,50,26,24,49,25,24,1,1,0,63,33,30,60,36,24,3,-3,6,67,35,32,78,39,39,-11,-4,-7,91,48,43,91,52,39,0,-4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",2,"5-9",40,22,18,35,16,19,5,6,-1,46,26,20,47,24,23,-1,2,-3,41,21,20,47,23,24,-6,-2,-4,59,30,29,50,25,25,9,5,4,64,34,30,74,38,36,-10,-4,-6,85,45,40,78,44,34,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",3,"10-14",35,20,15,34,17,17,1,3,-2,41,23,18,40,23,17,1,0,1,39,20,19,43,22,21,-4,-2,-2,64,33,31,50,25,25,14,8,6,57,32,25,68,34,34,-11,-2,-9,76,38,38,71,34,37,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",4,"15-19",32,15,17,42,21,21,-10,-6,-4,32,17,15,47,23,24,-15,-6,-9,39,23,16,64,34,30,-25,-11,-14,53,28,25,61,31,30,-8,-3,-5,44,23,21,74,38,36,-30,-15,-15,68,35,33,87,42,45,-19,-7,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",5,"20-24",50,29,21,72,38,34,-22,-9,-13,78,45,33,89,48,41,-11,-3,-8,71,37,34,97,54,43,-26,-17,-9,63,34,29,90,45,45,-27,-11,-16,77,43,34,99,55,44,-22,-12,-10,99,50,49,110,60,50,-11,-10,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",6,"25-29",69,36,33,59,34,25,10,2,8,103,54,49,81,44,37,22,10,12,65,38,27,57,31,26,8,7,1,73,38,35,63,33,30,10,5,5,90,50,40,94,50,44,-4,0,-4,122,69,53,113,64,49,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",7,"30-34",68,37,31,58,31,27,10,6,4,76,42,34,65,39,26,11,3,8,56,30,26,53,30,23,3,0,3,72,38,34,64,36,28,8,2,6,96,50,46,77,44,33,19,6,13,133,74,59,120,71,49,13,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",8,"35-39",49,28,21,42,24,18,7,4,3,51,29,22,44,24,20,7,5,2,42,25,17,50,27,23,-8,-2,-6,68,37,31,62,32,30,6,5,1,89,51,38,102,56,46,-13,-5,-8,129,77,52,128,74,54,1,3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",9,"40-44",35,20,15,36,18,18,-1,2,-3,41,24,17,41,24,17,0,0,0,48,26,22,54,25,29,-6,1,-7,67,37,30,67,38,29,0,-1,1,83,47,36,92,53,39,-9,-6,-3,97,57,40,95,55,40,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",10,"45-49",30,18,12,33,19,14,-3,-1,-2,46,25,21,43,24,19,3,1,2,51,33,18,56,33,23,-5,0,-5,59,34,25,68,40,28,-9,-6,-3,63,38,25,86,48,38,-23,-10,-13,74,45,29,66,38,28,8,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",11,"50-54",23,11,12,36,18,18,-13,-7,-6,47,29,18,60,36,24,-13,-7,-6,34,18,16,47,24,23,-13,-6,-7,41,24,17,52,30,22,-11,-6,-5,47,28,19,63,38,25,-16,-10,-6,44,26,18,49,29,20,-5,-3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",12,"55-59",27,14,13,37,19,18,-10,-5,-5,32,19,13,47,25,22,-15,-6,-9,27,16,11,44,24,20,-17,-8,-9,25,15,10,33,19,14,-8,-4,-4,28,17,11,42,25,17,-14,-8,-6,25,14,11,38,19,19,-13,-5,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",13,"60-64",17,9,8,37,21,16,-20,-12,-8,21,14,7,34,21,13,-13,-7,-6,16,8,8,29,17,12,-13,-9,-4,17,9,8,29,16,13,-12,-7,-5,14,9,5,21,14,7,-7,-5,-2,12,8,4,23,14,9,-11,-6,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",14,"65-69",11,6,5,22,12,10,-11,-6,-5,14,7,7,25,15,10,-11,-8,-3,9,5,4,15,10,5,-6,-5,-1,7,4,3,12,6,6,-5,-2,-3,7,4,3,12,7,5,-5,-3,-2,7,4,3,12,8,4,-5,-4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
