"FIPS","AreaName","AgeNumber","Age","Total_In2015to2020","Male_In2015to2020","Female_In2015to2020","Total_Out2015to2020","Male_Out2015to2020","Female_Out2015to2020","Total_Net2015to2020","Male_Net2015to2020","Female_Net2015to2020","Total_In2010to2015","Male_In2010to2015","Female_In2010to2015","Total_Out2010to2015","Male_Out2010to2015","Female_Out2010to2015","Total_Net2010to2015","Male_Net2010to2015","Female_Net2010to2015","Total_In2005to2010","Male_In2005to2010","Female_In2005to2010","Total_Out2005to2010","Male_Out2005to2010","Female_Out2005to2010","Total_Net2005to2010","Male_Net2005to2010","Female_Net2005to2010","Total_In2000to2005","Male_In2000to2005","Female_In2000to2005","Total_Out2000to2005","Male_Out2000to2005","Female_Out2000to2005","Total_Net2000to2005","Male_Net2000to2005","Female_Net2000to2005","Total_In1995to2000","Male_In1995to2000","Female_In1995to2000","Total_Out1995to2000","Male_Out1995to2000","Female_Out1995to2000","Total_Net1995to2000","Male_Net1995to2000","Female_Net1995to2000","Total_In1990to1995","Male_In1990to1995","Female_In1990to1995","Total_Out1990to1995","Male_Out1990to1995","Female_Out1990to1995","Total_Net1990to1995","Male_Net1990to1995","Female_Net1990to1995","Total_In1985to1990","Male_In1985to1990","Female_In1985to1990","Total_Out1985to1990","Male_Out1985to1990","Female_Out1985to1990","Total_Net1985to1990","Male_Net1985to1990","Female_Net1985to1990"
"063","Chugach Census Area",15,"70-74",7,4,3,11,5,6,-4,-1,-3,6,4,2,12,8,4,-6,-4,-2,3,1,2,7,3,4,-4,-2,-2,5,3,2,7,4,3,-2,-1,-1,4,2,2,3,2,1,1,0,1,4,1,3,9,5,4,-5,-4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",16,"75-79",6,3,3,8,4,4,-2,-1,-1,2,1,1,3,2,1,-1,-1,0,3,2,1,5,2,3,-2,0,-2,2,1,1,5,2,3,-3,-1,-2,3,1,2,2,1,1,1,0,1,2,1,1,5,1,4,-3,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",17,"80-84",1,0,1,2,1,1,-1,-1,0,2,1,1,2,1,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,4,2,2,-2,-1,-1,1,0,1,2,0,2,-1,0,-1,2,1,1,2,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",18,"85-89",2,1,1,3,1,2,-1,0,-1,3,1,2,2,0,2,1,1,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,2,1,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"063","Chugach Census Area",19,"90+",1,0,1,1,1,0,0,-1,1,1,0,1,2,0,2,-1,0,-1,2,1,1,2,1,1,0,0,0,1,0,1,1,1,0,0,-1,1,1,1,0,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",0,"Total",295,165,130,305,165,140,-10,0,-10,305,165,140,366,190,176,-61,-25,-36,309,169,140,357,188,169,-48,-19,-29,403,221,182,444,248,196,-41,-27,-14,475,267,208,457,249,208,18,18,0,471,258,213,453,252,201,18,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",1,"0-4",29,16,13,24,12,12,5,4,1,28,18,10,24,11,13,4,7,-3,25,16,9,19,11,8,6,5,1,32,18,14,33,21,12,-1,-3,2,40,23,17,39,21,18,1,2,-1,56,31,25,39,12,27,17,19,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",2,"5-9",23,14,9,20,10,10,3,4,-1,27,12,15,20,11,9,7,1,6,24,11,13,26,12,14,-2,-1,-1,36,20,16,28,14,14,8,6,2,42,22,20,36,18,18,6,4,2,46,23,23,41,22,19,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",3,"10-14",20,11,9,17,10,7,3,1,2,18,9,9,21,10,11,-3,-1,-2,19,9,10,23,13,10,-4,-4,0,29,11,18,29,14,15,0,-3,3,42,21,21,32,15,17,10,6,4,28,15,13,30,18,12,-2,-3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",4,"15-19",15,8,7,23,10,13,-8,-2,-6,20,10,10,31,15,16,-11,-5,-6,24,12,12,39,16,23,-15,-4,-11,29,15,14,45,24,21,-16,-9,-7,37,22,15,41,22,19,-4,0,-4,26,10,16,36,19,17,-10,-9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",5,"20-24",18,9,9,32,16,16,-14,-7,-7,24,10,14,43,21,22,-19,-11,-8,32,15,17,46,23,23,-14,-8,-6,40,23,17,56,33,23,-16,-10,-6,31,16,15,48,24,24,-17,-8,-9,43,23,20,56,32,24,-13,-9,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",6,"25-29",25,12,13,21,10,11,4,2,2,34,16,18,36,16,20,-2,0,-2,29,16,13,32,18,14,-3,-2,-1,39,18,21,31,16,15,8,2,6,39,20,19,34,17,17,5,3,2,52,28,24,45,26,19,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",7,"30-34",25,12,13,25,14,11,0,-2,2,30,19,11,29,18,11,1,1,0,20,10,10,23,11,12,-3,-1,-2,33,20,13,31,17,14,2,3,-1,43,22,21,38,21,17,5,1,4,47,26,21,41,26,15,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",8,"35-39",29,16,13,23,13,10,6,3,3,15,8,7,17,9,8,-2,-1,-1,22,12,10,19,11,8,3,1,2,32,17,15,29,16,13,3,1,2,41,25,16,36,21,15,5,4,1,40,24,16,42,24,18,-2,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",9,"40-44",19,11,8,14,8,6,5,3,2,16,10,6,21,12,9,-5,-2,-3,22,13,9,21,12,9,1,1,0,35,21,14,30,18,12,5,3,2,44,25,19,35,18,17,9,7,2,40,25,15,33,18,15,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",10,"45-49",20,14,6,14,8,6,6,6,0,21,11,10,24,13,11,-3,-2,-1,23,12,11,24,12,12,-1,0,-1,32,18,14,35,20,15,-3,-2,-1,39,24,15,35,20,15,4,4,0,35,20,15,31,19,12,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",11,"50-54",19,10,9,18,11,7,1,-1,2,25,14,11,23,11,12,2,3,-1,20,12,8,21,13,8,-1,-1,0,25,15,10,27,15,12,-2,0,-2,30,20,10,26,17,9,4,3,1,17,9,8,22,12,10,-5,-3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",12,"55-59",19,11,8,22,12,10,-3,-1,-2,20,11,9,23,12,11,-3,-1,-2,19,11,8,20,11,9,-1,0,-1,18,11,7,27,15,12,-9,-4,-5,20,11,9,20,13,7,0,-2,2,15,10,5,14,9,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",13,"60-64",14,8,6,17,10,7,-3,-2,-1,15,9,6,21,13,8,-6,-4,-2,14,10,4,17,9,8,-3,1,-4,11,7,4,16,9,7,-5,-2,-3,12,8,4,13,7,6,-1,1,-2,9,6,3,7,6,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",14,"65-69",8,6,2,13,8,5,-5,-2,-3,5,3,2,14,8,6,-9,-5,-4,8,4,4,9,6,3,-1,-2,1,6,4,2,11,7,4,-5,-3,-2,7,4,3,10,6,4,-3,-2,-1,7,4,3,5,4,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",15,"70-74",7,4,3,8,6,2,-1,-2,1,5,4,1,9,4,5,-4,0,-4,5,4,1,8,4,4,-3,0,-3,3,2,1,6,4,2,-3,-2,-1,4,2,2,6,4,2,-2,-2,0,6,3,3,7,3,4,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",16,"75-79",3,2,1,7,3,4,-4,-1,-3,2,1,1,4,2,2,-2,-1,-1,2,1,1,4,3,1,-2,-2,0,2,1,1,4,2,2,-2,-1,-1,3,2,1,6,4,2,-3,-2,-1,1,0,1,2,1,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",17,"80-84",2,1,1,4,3,1,-2,-2,0,0,0,0,4,3,1,-4,-3,-1,1,1,0,2,1,1,-1,0,-1,0,0,0,3,2,1,-3,-2,-1,0,0,0,1,0,1,-1,0,-1,1,1,0,1,0,1,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",18,"85-89",0,0,0,2,1,1,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2,-1,-1,0,0,0,2,1,1,-2,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"066","Copper River Census Area",19,"90+",0,0,0,1,0,1,-1,0,-1,0,0,0,2,1,1,-2,-1,-1,0,0,0,2,1,1,-2,-1,-1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,-1,1,1,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",0,"Total",176,96,80,176,98,78,0,-2,2,208,113,95,229,124,105,-21,-11,-10,221,123,98,233,135,98,-12,-12,0,198,115,83,236,136,100,-38,-21,-17,233,129,104,244,135,109,-11,-6,-5,259,152,107,262,146,116,-3,6,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",1,"0-4",11,6,5,11,7,4,0,-1,1,17,9,8,16,7,9,1,2,-1,20,9,11,15,9,6,5,0,5,10,4,6,12,6,6,-2,-2,0,12,4,8,14,4,10,-2,0,-2,17,11,6,19,9,10,-2,2,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",2,"5-9",12,6,6,8,4,4,4,2,2,11,6,5,12,5,7,-1,1,-2,15,6,9,14,5,9,1,1,0,11,5,6,10,4,6,1,1,0,14,9,5,17,11,6,-3,-2,-1,18,10,8,19,10,9,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",3,"10-14",7,3,4,7,4,3,0,-1,1,11,5,6,12,6,6,-1,-1,0,10,5,5,10,5,5,0,0,0,13,8,5,11,7,4,2,1,1,19,11,8,16,10,6,3,1,2,23,13,10,20,10,10,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",4,"15-19",9,4,5,10,5,5,-1,-1,0,7,2,5,14,6,8,-7,-4,-3,11,7,4,18,12,6,-7,-5,-2,14,8,6,23,12,11,-9,-4,-5,12,5,7,20,9,11,-8,-4,-4,18,10,8,20,9,11,-2,1,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",5,"20-24",12,6,6,14,7,7,-2,-1,-1,18,10,8,21,12,9,-3,-2,-1,19,12,7,25,14,11,-6,-2,-4,17,10,7,26,13,13,-9,-3,-6,15,7,8,24,13,11,-9,-6,-3,22,13,9,31,17,14,-9,-4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",6,"25-29",21,11,10,17,9,8,4,2,2,26,12,14,17,9,8,9,3,6,23,11,12,20,12,8,3,-1,4,21,11,10,18,10,8,3,1,2,28,14,14,20,10,10,8,4,4,29,15,14,23,14,9,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",7,"30-34",21,11,10,15,7,8,6,4,2,27,15,12,21,12,9,6,3,3,23,13,10,17,11,6,6,2,4,26,16,10,23,15,8,3,1,2,26,15,11,22,11,11,4,4,0,32,16,16,24,12,12,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",8,"35-39",20,12,8,17,10,7,3,2,1,18,9,9,18,9,9,0,0,0,22,14,8,17,10,7,5,4,1,20,11,9,20,12,8,0,-1,1,29,16,13,24,14,10,5,2,3,31,18,13,26,14,12,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",9,"40-44",13,7,6,11,7,4,2,0,2,13,8,5,16,9,7,-3,-1,-2,17,10,7,17,11,6,0,-1,1,18,12,6,24,14,10,-6,-2,-4,26,16,10,26,14,12,0,2,-2,30,19,11,19,12,7,11,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",10,"45-49",11,5,6,12,5,7,-1,0,-1,15,9,6,13,8,5,2,1,1,18,11,7,21,11,10,-3,0,-3,18,11,7,22,14,8,-4,-3,-1,21,11,10,22,13,9,-1,-2,1,16,10,6,20,11,9,-4,-1,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",11,"50-54",10,6,4,10,6,4,0,0,0,17,10,7,18,11,7,-1,-1,0,18,10,8,21,12,9,-3,-2,-1,15,10,5,21,13,8,-6,-3,-3,13,8,5,14,9,5,-1,-1,0,12,8,4,15,9,6,-3,-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",12,"55-59",11,7,4,13,9,4,-2,-2,0,9,5,4,19,10,9,-10,-5,-5,13,8,5,17,10,7,-4,-2,-2,9,5,4,12,6,6,-3,-1,-2,10,7,3,11,7,4,-1,0,-1,6,5,1,15,10,5,-9,-5,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",13,"60-64",9,6,3,11,7,4,-2,-1,-1,10,8,2,17,10,7,-7,-2,-5,7,4,3,10,6,4,-3,-2,-1,3,2,1,9,6,3,-6,-4,-2,4,3,1,6,5,1,-2,-2,0,3,3,0,9,7,2,-6,-4,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",14,"65-69",5,4,1,9,5,4,-4,-1,-3,4,2,2,7,5,2,-3,-3,0,4,2,2,6,3,3,-2,-1,-1,2,1,1,4,3,1,-2,-2,0,3,2,1,4,3,1,-1,-1,0,1,0,1,1,1,0,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",15,"70-74",2,1,1,6,3,3,-4,-2,-2,3,2,1,5,3,2,-2,-1,-1,1,1,0,3,2,1,-2,-1,-1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,-2,-1,-1,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",16,"75-79",2,1,1,5,3,2,-3,-2,-1,2,1,1,3,2,1,-1,-1,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",17,"80-84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",18,"85-89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068","Denali Borough",19,"90+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",0,"Total",340,186,154,448,233,215,-108,-47,-61,366,202,164,405,221,184,-39,-19,-20,374,205,169,421,223,198,-47,-18,-29,363,194,169,456,247,209,-93,-53,-40,379,205,174,362,196,166,17,9,8,452,246,206,479,257,222,-27,-11,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",1,"0-4",37,20,17,39,16,23,-2,4,-6,41,20,21,42,22,20,-1,-2,1,38,23,15,41,21,20,-3,2,-5,41,21,20,43,27,16,-2,-6,4,35,16,19,36,18,18,-1,-2,1,54,30,24,68,34,34,-14,-4,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",2,"5-9",26,12,14,36,16,20,-10,-4,-6,26,12,14,26,13,13,0,-1,1,27,14,13,31,15,16,-4,-1,-3,32,17,15,37,17,20,-5,0,-5,34,19,15,34,17,17,0,2,-2,43,19,24,52,24,28,-9,-5,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",3,"10-14",21,11,10,27,12,15,-6,-1,-5,18,8,10,22,9,13,-4,-1,-3,27,14,13,28,15,13,-1,-1,0,30,14,16,44,22,22,-14,-8,-6,31,15,16,31,17,14,0,-2,2,29,16,13,34,18,16,-5,-2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",4,"15-19",19,8,11,31,13,18,-12,-5,-7,24,12,12,33,17,16,-9,-5,-4,34,16,18,44,21,23,-10,-5,-5,27,13,14,41,21,20,-14,-8,-6,23,12,11,26,13,13,-3,-1,-2,28,15,13,31,18,13,-3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",5,"20-24",38,20,18,53,28,25,-15,-8,-7,47,27,20,54,27,27,-7,0,-7,44,21,23,53,26,27,-9,-5,-4,31,16,15,49,25,24,-18,-9,-9,29,15,14,33,17,16,-4,-2,-2,46,23,23,45,23,22,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",6,"25-29",47,26,21,53,31,22,-6,-5,-1,44,26,18,44,27,17,0,-1,1,41,21,20,44,24,20,-3,-3,0,40,22,18,40,20,20,0,2,-2,43,23,20,35,18,17,8,5,3,62,31,31,52,29,23,10,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",7,"30-34",32,20,12,41,24,17,-9,-4,-5,36,19,17,37,20,17,-1,-1,0,30,17,13,30,16,14,0,1,-1,37,21,16,39,24,15,-2,-3,1,40,23,17,37,21,16,3,2,1,59,33,26,61,33,28,-2,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",8,"35-39",26,16,10,29,16,13,-3,0,-3,26,15,11,25,14,11,1,1,0,19,11,8,25,13,12,-6,-2,-4,33,21,12,35,20,15,-2,1,-3,39,23,16,34,21,13,5,2,3,46,31,15,43,25,18,3,6,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",9,"40-44",18,9,9,26,14,12,-8,-5,-3,19,12,7,16,11,5,3,1,2,25,15,10,27,15,12,-2,0,-2,28,15,13,36,21,15,-8,-6,-2,34,21,13,33,19,14,1,2,-1,33,19,14,30,17,13,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",10,"45-49",18,10,8,20,11,9,-2,-1,-1,21,13,8,21,14,7,0,-1,1,25,15,10,29,17,12,-4,-2,-2,18,9,9,27,15,12,-9,-6,-3,29,15,14,24,14,10,5,1,4,20,11,9,24,16,8,-4,-5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",11,"50-54",16,10,6,20,11,9,-4,-1,-3,24,14,10,24,12,12,0,2,-2,28,16,12,25,15,10,3,1,2,21,11,10,29,13,16,-8,-2,-6,20,11,9,15,8,7,5,3,2,14,8,6,13,7,6,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",12,"55-59",15,9,6,22,13,9,-7,-4,-3,19,11,8,23,13,10,-4,-2,-2,17,10,7,20,12,8,-3,-2,-1,11,6,5,16,11,5,-5,-5,0,12,7,5,9,5,4,3,2,1,10,5,5,11,5,6,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",13,"60-64",11,6,5,20,11,9,-9,-5,-4,13,7,6,20,10,10,-7,-3,-4,8,6,2,11,6,5,-3,0,-3,8,5,3,9,5,4,-1,0,-1,5,3,2,7,4,3,-2,-1,-1,4,3,1,7,5,2,-3,-2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",14,"65-69",7,4,3,13,7,6,-6,-3,-3,6,4,2,10,7,3,-4,-3,-1,4,3,1,7,4,3,-3,-1,-2,2,1,1,6,4,2,-4,-3,-1,2,1,1,3,2,1,-1,-1,0,2,1,1,3,1,2,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",15,"70-74",3,2,1,6,4,2,-3,-2,-1,1,1,0,5,3,2,-4,-2,-2,2,1,1,4,2,2,-2,-1,-1,1,1,0,3,2,1,-2,-1,-1,2,1,1,2,1,1,0,0,0,0,0,0,1,0,1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",16,"75-79",4,2,2,4,2,2,0,0,0,1,1,0,1,0,1,0,1,-1,2,1,1,0,0,0,2,1,1,1,0,1,2,1,1,-1,-1,0,0,0,0,1,0,1,-1,0,-1,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",17,"80-84",2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,-1,-1,0,2,1,1,0,-1,1,2,2,0,1,0,1,2,1,1,-1,-1,0,0,0,0,2,1,1,-2,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",18,"85-89",0,0,0,4,2,2,-4,-2,-2,0,0,0,1,1,0,-1,-1,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070","Dillingham Census Area",19,"90+",0,0,0,2,1,1,-2,-1,-1,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",0,"Total",6962,3718,3244,8361,4462,3899,-1399,-744,-655,8467,4534,3933,9571,5108,4463,-1104,-574,-530,8680,4691,3989,8426,4501,3925,254,190,64,9028,4768,4260,8773,4646,4127,255,122,133,9251,4870,4381,10083,5234,4849,-832,-364,-468,9771,5069,4702,10491,5456,5035,-720,-387,-333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",1,"0-4",686,355,331,755,384,371,-69,-29,-40,933,481,452,1067,570,497,-134,-89,-45,1005,520,485,968,483,485,37,37,0,1106,565,541,976,497,479,130,68,62,1147,594,553,1187,607,580,-40,-13,-27,1270,625,645,1430,715,715,-160,-90,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",2,"5-9",564,289,275,635,337,298,-71,-48,-23,703,357,346,818,415,403,-115,-58,-57,729,375,354,714,362,352,15,13,2,847,423,424,810,407,403,37,16,21,933,479,454,1016,515,501,-83,-36,-47,967,493,474,1071,557,514,-104,-64,-40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",3,"10-14",441,232,209,542,290,252,-101,-58,-43,547,290,257,624,315,309,-77,-25,-52,547,287,260,560,283,277,-13,4,-17,665,332,333,689,347,342,-24,-15,-9,715,379,336,785,410,375,-70,-31,-39,717,376,341,795,422,373,-78,-46,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",4,"15-19",400,200,200,520,273,247,-120,-73,-47,498,260,238,601,317,284,-103,-57,-46,523,261,262,558,281,277,-35,-20,-15,531,276,255,605,314,291,-74,-38,-36,525,274,251,680,360,320,-155,-86,-69,577,289,288,680,354,326,-103,-65,-38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",5,"20-24",824,438,386,927,483,444,-103,-45,-58,1103,584,519,1093,564,529,10,20,-10,1271,679,592,1069,569,500,202,110,92,1256,668,588,1114,597,517,142,71,71,1129,572,557,1117,555,562,12,17,-5,1232,598,634,1167,571,596,65,27,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",6,"25-29",975,514,461,1042,565,477,-67,-51,-16,1257,674,583,1263,687,576,-6,-13,7,1265,707,558,1127,632,495,138,75,63,1228,646,582,1054,559,495,174,87,87,1298,688,610,1275,658,617,23,30,-7,1404,716,688,1308,652,656,96,64,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",7,"30-34",801,431,370,876,474,402,-75,-43,-32,956,518,438,1018,559,459,-62,-41,-21,895,494,401,829,458,371,66,36,30,978,533,445,923,494,429,55,39,16,1054,555,499,1095,560,535,-41,-5,-36,1222,642,580,1220,623,597,2,19,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",8,"35-39",606,337,269,691,374,317,-85,-37,-48,647,360,287,753,410,343,-106,-50,-56,669,377,292,641,360,281,28,17,11,738,406,332,728,407,321,10,-1,11,873,470,403,944,501,443,-71,-31,-40,897,486,411,987,523,464,-90,-37,-53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",9,"40-44",397,228,169,487,277,210,-90,-49,-41,472,273,199,544,309,235,-72,-36,-36,492,278,214,508,282,226,-16,-4,-12,552,304,248,567,307,260,-15,-3,-12,564,314,250,641,342,299,-77,-28,-49,570,332,238,675,386,289,-105,-54,-51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",10,"45-49",300,172,128,388,216,172,-88,-44,-44,374,209,165,415,230,185,-41,-21,-20,413,240,173,415,235,180,-2,5,-7,385,219,166,400,219,181,-15,0,-15,381,208,173,467,252,215,-86,-44,-42,347,206,141,426,249,177,-79,-43,-36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",11,"50-54",252,140,112,350,189,161,-98,-49,-49,325,184,141,393,212,181,-68,-28,-40,315,177,138,342,187,155,-27,-10,-17,281,156,125,321,176,145,-40,-20,-20,245,139,106,325,174,151,-80,-35,-45,216,120,96,257,143,114,-41,-23,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",12,"55-59",233,128,105,327,172,155,-94,-44,-50,254,139,115,341,180,161,-87,-41,-46,220,125,95,276,148,128,-56,-23,-33,186,101,85,232,127,105,-46,-26,-20,147,82,65,223,122,101,-76,-40,-36,128,73,55,186,104,82,-58,-31,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",13,"60-64",179,95,84,321,166,155,-142,-71,-71,177,98,79,290,160,130,-113,-62,-51,136,72,64,183,100,83,-47,-28,-19,104,59,45,147,81,66,-43,-22,-21,83,49,34,145,81,64,-62,-32,-30,82,48,34,129,74,55,-47,-26,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"090","Fairbanks North Star Borough",14,"65-69",122,67,55,217,116,101,-95,-49,-46,89,47,42,157,83,74,-68,-36,-32,74,41,33,106,57,49,-32,-16,-16,64,36,28,88,52,36,-24,-16,-8,56,28,28,79,44,35,-23,-16,-7,57,31,26,73,38,35,-16,-7,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
